Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,
Q7U606,SYNW1535,3,3,4.81114E-06,5.9539E-06,3.31132E-06,5.26817E-06,3.07066E-06,4.30038E-06,4.02479E-06,5.1557E-06,4.2679E-06,6.74215E-06,8.92642E-06,3.04505E-06,5.01687E-06,5.32574E-06,1.05E-06,3.00926E-06,3.53586E-06,5.78931E-06,4.69212E-06,4.21307E-06,4.4828E-06,6.23787E-06,3.79754E-06,4.11148E-06,0.365399094,0.897902724,0.376954239,0.955388345,0.026502986,0.60878714,0.240923476,0.659115351,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1535 PE=4 SV=1,
Q7U6T2,SYNW1254,3,3,6.04349E-06,9.36305E-06,1.10061E-05,8.55186E-06,8.4857E-06,1.0608E-05,6.47187E-06,2.49022E-06,6.14863E-06,8.12652E-06,2.87333E-06,6.29928E-06,9.8377E-06,2.35891E-06,2.3703E-06,7.49635E-06,7.53219E-06,1.14501E-05,8.80421E-06,9.21518E-06,5.03691E-06,5.76638E-06,4.85564E-06,8.82622E-06,0.367545344,1.046678748,0.112841482,0.572101804,0.317264566,0.842060472,0.120018204,1.530634257,Diaminopimelate epimerase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=dapF PE=3 SV=1,
Q7U5M7,SYNW1676,3,3,0.000828516,0.001000608,0.000478132,0.000566541,0.00056898,0.000882592,0.00071069,0.000899007,0.001106383,0.001032082,0.001068327,0.001347112,0.001279409,0.001422951,0.001199524,0.000815141,0.001801544,0.001426319,0.000769085,0.000672704,0.00090536,0.001149174,0.001300628,0.001347668,0.37097806,0.874680939,0.317657467,1.177190419,0.21289526,1.131794317,0.27638241,1.172728085,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1676 PE=4 SV=1,
Q7U7P0,SYNW0941,3,3,2.60131E-05,1.92389E-05,2.45429E-05,1.95587E-05,1.16245E-05,3.28497E-05,5.38862E-06,5.30332E-06,1.90426E-05,2.40418E-05,1.65259E-05,2.02098E-05,7.20471E-06,9.31955E-06,2.926E-05,1.52406E-05,1.91399E-05,1.35093E-05,2.3265E-05,2.13443E-05,9.9115E-06,2.02592E-05,1.52614E-05,1.59633E-05,0.371913149,0.917442683,0.046343527,0.426026828,0.288131617,0.753310182,0.172683392,0.78795326,Conserved hypothetical OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0941 PE=4 SV=1,
Q7UA60,SYNW0040,3,3,0.000551632,0.000223823,0.000245589,0.000274642,0.000162496,0.000434521,0.00011502,0.000182472,0.000210927,0.000145757,0.000116198,0.000179253,0.00011508,4.99223E-05,1.1533E-05,9.34511E-05,4.6729E-05,0.000125854,0.000340348,0.000290553,0.000169473,0.000147069,5.88451E-05,8.8678E-05,0.373482777,0.853694228,0.163626548,0.497940842,0.082330716,0.400117753,0.004453336,0.602966639,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0040 PE=4 SV=1,
Q7U5R7,SYNW1632,3,3,5.10501E-05,0.000221143,3.26457E-05,4.4835E-05,0.000183905,0.000113401,2.23507E-05,0.000104069,6.83592E-05,3.10768E-05,0.000217051,6.29211E-05,2.29966E-05,0.000102403,7.57588E-05,4.44898E-05,9.28447E-05,0.000102799,0.000101613,0.000114047,6.49264E-05,0.000103683,6.70528E-05,8.00444E-05,0.379207813,1.122363481,0.247282231,0.638956646,0.225694258,0.646709855,0.34389378,0.772011469,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1632 PE=4 SV=1,
Q7U9F3,SYNW0305,3,3,1.88092E-06,3.21485E-06,1.96239E-05,1.8657E-06,5.40502E-06,1.57054E-05,1.44758E-05,2.68883E-05,1.06229E-05,5.02087E-06,4.79839E-06,1.61074E-05,3.96878E-06,1.33178E-05,5.99776E-06,2.54003E-06,3.77326E-05,1.70941E-05,8.23988E-06,7.65871E-06,1.7329E-05,8.64221E-06,7.76145E-06,1.91222E-05,0.387879492,0.929467955,0.221717759,2.103066031,0.442486515,0.898085343,0.225322254,2.212653869,ATP-dependent zinc metalloprotease FtsH OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ftsH2 PE=3 SV=1,
Q7U3B5,SYNW2517,3,3,7.33215E-05,7.05408E-05,3.02395E-05,7.8795E-05,4.98852E-05,5.91067E-05,7.88958E-05,5.19615E-05,4.92525E-05,7.65644E-05,5.84898E-05,4.08045E-05,0.000122118,7.65948E-05,3.76109E-05,9.93557E-05,9.3832E-05,3.4431E-05,5.8034E-05,6.25956E-05,6.00366E-05,5.86196E-05,7.87747E-05,7.58729E-05,0.390005323,1.07860343,0.436148039,1.034507838,0.144676778,1.343830111,0.148708115,1.294327319,Conserved hypothetical OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2517 PE=4 SV=1,
Q7U8P5,SYNW0569,3,3,1.63944E-05,1.62942E-05,1.03148E-05,1.44666E-05,1.24047E-05,1.40105E-05,1.02957E-05,7.5144E-05,1.18982E-05,1.9096E-05,1.68075E-05,1.42186E-05,1.63899E-05,2.18391E-05,2.66599E-05,9.41277E-06,3.38246E-05,1.97274E-05,1.43345E-05,1.36273E-05,3.2446E-05,1.67074E-05,2.16296E-05,2.09883E-05,0.392571517,0.9506637,0.234988788,2.263491644,0.18862725,1.294615806,0.31772569,1.256228215,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0569 PE=4 SV=1,
Q7U5Z4,SYNW1547,3,3,2.41302E-05,3.0034E-05,2.48101E-05,2.89843E-05,1.49118E-05,4.39339E-05,2.67617E-05,2.46675E-05,6.82919E-05,2.58601E-05,2.67201E-05,2.7188E-05,2.92117E-05,4.28914E-05,9.05266E-06,2.44785E-05,3.04239E-05,4.47746E-05,2.63248E-05,2.92767E-05,3.9907E-05,2.65894E-05,2.70519E-05,3.32257E-05,0.397162128,1.112134433,0.232002517,1.515950167,0.483669373,1.017395236,0.181162564,1.249583876,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1547 PE=4 SV=1,
Q7U6Z3,SYNW1193,3,3,2.23327E-05,1.972E-05,8.88107E-06,2.24413E-05,1.51809E-05,1.15872E-05,1.46337E-05,3.97329E-05,2.30412E-05,1.3425E-05,1.64732E-05,8.91459E-06,2.86018E-05,1.27355E-05,6.0814E-07,3.47307E-05,1.85091E-05,4.61864E-05,1.69779E-05,1.64031E-05,2.58026E-05,1.29376E-05,1.39818E-05,3.31421E-05,0.405821177,0.96614348,0.202587449,1.519772357,0.448909452,1.080712146,0.092888021,2.561691891,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1193 PE=4 SV=1,
Q7U939,SYNW0420,3,3,2.51983E-06,1.30065E-05,2.23651E-06,9.32697E-06,4.20844E-06,8.21384E-06,2.39392E-06,5.60665E-06,3.83981E-06,2.40898E-06,1.2961E-05,4.42965E-06,2.97806E-06,2.38578E-05,4.15357E-06,3.83026E-06,1.87222E-05,1.0251E-05,5.92094E-06,7.24975E-06,3.94679E-06,6.59988E-06,1.03298E-05,1.09345E-05,0.408871902,1.224425355,0.274229763,0.666582068,0.204060973,1.565150738,0.0484115,1.656770122,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0420 PE=4 SV=1,
Q7U8W2,SYNW0497,3,3,0.000252818,0.000247983,0.000120014,0.000275414,0.000168584,0.000153877,0.000141192,0.000221324,0.000185073,0.000235831,0.000204133,0.000136461,0.000524416,0.000405046,5.1425E-05,0.000363116,0.000245707,0.000249376,0.000206938,0.000199292,0.00018253,0.000192141,0.000326963,0.000286066,0.42578403,0.963049222,0.339765911,0.882047696,0.177259351,1.70167735,0.035607123,1.488832508,Ferredoxin OS=Synechococcus sp. (strain WH8102) OX=84588 GN=petF1 PE=4 SV=1,
Q7U817,SYNW0808,3,3,2.18429E-06,1.24051E-05,3.15502E-06,5.21415E-06,7.73592E-06,6.40539E-06,5.83371E-06,1.76186E-05,1.01303E-05,6.01544E-06,5.85662E-06,4.57898E-06,7.77337E-06,1.62489E-05,6.52238E-07,5.01997E-06,2.01162E-05,0.000103578,5.91482E-06,6.45182E-06,1.11942E-05,5.48368E-06,8.22483E-06,4.29046E-05,0.427849671,1.090789071,0.015776037,1.892568276,0.288941316,1.49987448,0.176007356,7.824043203,Two-component response regulator OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0808 PE=4 SV=1,
Q7U8R4,SYNW0549,3,3,6.70801E-06,1.61284E-05,1.82567E-05,6.97126E-06,1.15354E-05,2.44997E-05,2.64719E-05,8.0218E-05,2.44818E-05,1.6413E-05,2.17061E-05,3.02827E-05,2.85761E-05,3.62262E-05,4.19571E-05,2.44164E-05,5.22333E-05,5.17402E-05,1.36977E-05,1.43354E-05,4.37239E-05,2.28006E-05,3.55865E-05,4.27967E-05,0.428780496,1.046558581,0.113940686,3.192060374,0.002344001,1.56076809,0.046229838,1.876997191,Circadian clock protein KaiB OS=Synechococcus sp. (strain WH8102) OX=84588 GN=kaiB PE=3 SV=1,
Q7U9U2,SYNW0161,3,3,6.14809E-06,9.42255E-06,8.79998E-06,7.95255E-06,5.49339E-06,9.87519E-06,4.77272E-06,1.58241E-05,1.71185E-05,5.36028E-06,5.84054E-06,2.16804E-06,8.59264E-06,7.31323E-06,1.34323E-06,1.1522E-05,4.48587E-06,2.00314E-05,8.12354E-06,7.77371E-06,1.25718E-05,4.45629E-06,5.7497E-06,1.20131E-05,0.432000565,0.956935999,0.136106137,1.547572066,0.192824365,1.290244622,0.154553413,2.695757283,Putative glycolate oxidase subunit GlcE OS=Synechococcus sp. (strain WH8102) OX=84588 GN=glcE PE=4 SV=1,
Q7U7W8,SYNW0861,3,3,4.93173E-06,3.13276E-06,9.62883E-06,5.05252E-06,5.96684E-06,7.48856E-06,3.03639E-05,4.00343E-05,5.45628E-06,8.22801E-06,4.96166E-06,4.90497E-06,2.40785E-05,2.2795E-05,9.30456E-06,3.75483E-05,2.7381E-05,1.45626E-05,5.89778E-06,6.1693E-06,2.52848E-05,6.03155E-06,1.8726E-05,2.64973E-05,0.43382544,1.046039237,0.126981627,4.287181668,0.046865644,3.104675851,0.035441019,4.393117247,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0861 PE=4 SV=1,
Q7U3N1,SYNW2400,3,3,1.1055E-06,2.30819E-06,1.87343E-06,4.02615E-07,6.56942E-07,3.70086E-06,1.80838E-06,2.41212E-05,6.67147E-06,3.59494E-07,2.63535E-06,5.62137E-08,1.43935E-06,2.83388E-06,4.27911E-08,2.73523E-06,2.2603E-06,7.55991E-06,1.76238E-06,1.58681E-06,1.0867E-05,1.01702E-06,1.43867E-06,4.18515E-06,0.440636853,0.900379988,0.14713961,6.166125129,0.167438435,1.414599402,0.151805658,4.115111205,Short-chain dehydrogenase/reductase (SDR) superfamily OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2400 PE=4 SV=1,
Q7U4V0,SYNW1963,3,3,2.02876E-05,1.70505E-05,3.43608E-05,2.52869E-05,2.33564E-05,2.53592E-05,4.80266E-05,6.94203E-05,3.73742E-05,2.92301E-05,3.11477E-05,2.08822E-05,3.46527E-05,2.81779E-05,1.66865E-05,8.74306E-05,3.9904E-05,3.25071E-05,2.38996E-05,2.46675E-05,5.1607E-05,2.70867E-05,2.65057E-05,5.32806E-05,0.44492567,1.032127965,0.095623804,2.15932305,0.432665724,0.978552612,0.121876667,1.967039556,Methylthioribulose-1-phosphate dehydratase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=mtnB PE=3 SV=1,
Q7U5L1,SYNW1692,3,3,4.10562E-05,2.77178E-05,1.55277E-05,3.8163E-05,2.45606E-05,2.31578E-05,3.46707E-05,3.39596E-05,6.52109E-05,3.08273E-05,2.62647E-05,2.3261E-05,7.30762E-05,2.20997E-05,7.09697E-06,3.35034E-05,1.95065E-05,4.61104E-05,2.81006E-05,2.86271E-05,4.46137E-05,2.67843E-05,3.4091E-05,3.30401E-05,0.447882847,1.018738177,0.21669888,1.587645181,0.360704459,1.27279636,0.274054206,1.233561039,Ribonucleotide reductase (Class II) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=nrdJ PE=4 SV=1,
Q7U4K1,SYNW2066,3,3,1.219E-05,4.5992E-05,3.70075E-05,1.14046E-05,3.70805E-05,4.89297E-05,2.13675E-05,4.92239E-05,9.33056E-05,1.04733E-05,3.19925E-05,3.9141E-05,1.40515E-05,3.45857E-05,3.65463E-05,2.45905E-05,5.30391E-05,5.94192E-05,3.17298E-05,3.24716E-05,5.46323E-05,2.72023E-05,2.83945E-05,4.56829E-05,0.456901201,1.023378212,0.152841064,1.721798104,0.298515507,1.043828663,0.006895386,1.679379732,NAD(P)H-quinone oxidoreductase subunit N OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ndhN PE=3 SV=1,
Q7U3A6,SYNW2526,3,3,6.55913E-07,6.80484E-07,2.92093E-05,4.16373E-06,3.37377E-06,2.18378E-05,4.52207E-07,1.65085E-06,8.7304E-06,3.20401E-06,3.80599E-06,1.74593E-05,4.70107E-07,2.82137E-06,1.37543E-05,1.0431E-06,1.74638E-06,1.79416E-05,1.01819E-05,9.79178E-06,3.61115E-06,8.15643E-06,5.68192E-06,6.91036E-06,0.460699313,0.961686397,0.222456947,0.354664202,0.044876875,0.696618136,0.143136035,0.847228288,Threonine synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=thrC PE=3 SV=1,
Q7U4M6,SYNW2041,3,3,2.63012E-05,4.88051E-05,4.85724E-05,2.63956E-05,3.29378E-05,6.16597E-05,2.74964E-05,7.03521E-05,4.58387E-05,1.94688E-05,3.03231E-05,7.17823E-05,2.31847E-05,4.3914E-05,6.95062E-05,2.54752E-05,5.32953E-05,8.08228E-05,4.12262E-05,4.0331E-05,4.78957E-05,4.05247E-05,4.5535E-05,5.31977E-05,0.462308689,0.978286165,0.234470392,1.161778377,0.19598793,1.123633713,0.068030868,1.312722725,Iron-sulfur cluster carrier protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2041 PE=3 SV=1,
Q7U7T5,SYNW0895,3,3,4.28181E-05,5.17296E-05,1.5994E-05,4.62968E-05,4.31675E-05,2.25433E-05,2.25751E-05,4.65633E-05,2.92834E-05,3.12519E-05,4.02832E-05,2.4109E-05,5.33078E-05,5.70154E-05,4.13938E-06,4.46794E-05,4.29091E-05,4.59338E-05,3.68472E-05,3.73359E-05,3.28073E-05,3.18813E-05,3.81542E-05,4.45074E-05,0.462637617,1.013262327,0.358698753,0.890360311,0.340854784,1.196756976,0.075504247,1.396033993,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0895 PE=4 SV=1,
Q7U7W0,SYNW0870,3,3,3.01331E-05,4.37671E-05,2.19198E-05,4.24519E-05,3.05404E-05,2.07434E-05,0.000108578,4.43954E-05,2.1344E-05,3.26073E-05,3.96871E-05,1.48272E-05,1.88387E-05,3.56402E-05,7.80425E-06,3.11353E-05,5.73219E-05,1.2348E-05,3.194E-05,3.12452E-05,5.81058E-05,2.90405E-05,2.0761E-05,3.36017E-05,0.466780749,0.978247251,0.211148671,1.81921705,0.051223102,0.714899189,0.278940422,1.157063404,Conserved hypothetical OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0870 PE=4 SV=1,
Q7U9E1,SYNW0317,3,3,4.76678E-07,2.2745E-06,3.71472E-07,3.55849E-07,7.08005E-07,1.86479E-06,1.50612E-07,4.63576E-07,6.36233E-08,1.88438E-07,3.47916E-06,8.51721E-08,7.06735E-07,4.1356E-07,1.62584E-08,2.01365E-08,1.10053E-07,3.38749E-07,1.04088E-06,9.76215E-07,2.25937E-07,1.25092E-06,3.78851E-07,1.56313E-07,0.474163342,0.937872559,0.121699573,0.217062824,0.257148363,0.302857172,0.219772507,0.12495798,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0317 PE=4 SV=1,
Q7U7E4,SYNW1041,3,3,4.33022E-05,3.62404E-05,1.85852E-05,3.89274E-05,2.95133E-05,2.89285E-05,2.09101E-05,2.38327E-05,2.89364E-05,3.62704E-05,4.27783E-05,3.14626E-05,5.22653E-05,5.50701E-05,8.57922E-06,3.93024E-05,4.38893E-05,3.78468E-05,3.27093E-05,3.24564E-05,2.45598E-05,3.68371E-05,3.86382E-05,4.03461E-05,0.483271978,0.992269279,0.244411268,0.750849853,0.448867834,1.048893786,0.075233438,1.095259169,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1041 PE=4 SV=1,
Q7U5V7,SYNW1584,3,3,2.03808E-05,2.22669E-05,4.81854E-06,2.39896E-05,1.32198E-05,1.06768E-05,1.09415E-05,1.63306E-05,1.05794E-05,1.76618E-05,1.69829E-05,2.11793E-05,3.27189E-05,2.39534E-05,4.43967E-06,1.66175E-05,1.56992E-05,1.70615E-05,1.58221E-05,1.5962E-05,1.26172E-05,1.8608E-05,2.03707E-05,1.64594E-05,0.48933422,1.00884742,0.278859919,0.797441786,0.435233515,1.094725913,0.080708355,0.884533234,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1584 PE=4 SV=1,
Q7U6U8,SYNW1238,3,3,1.18765E-06,3.66318E-07,1.27473E-05,1.0881E-06,4.84062E-06,8.58824E-06,1.11199E-05,3.67939E-05,2.07422E-05,9.05029E-07,1.41913E-06,1.49117E-06,1.54017E-05,2.20824E-05,7.6526E-07,7.3544E-06,2.4722E-05,2.88587E-05,4.76708E-06,4.83899E-06,2.28853E-05,1.27178E-06,1.27498E-05,2.03117E-05,0.48980761,1.015083555,0.093443413,4.800699028,0.10635416,10.02518073,0.048473669,15.97112619,Methionine synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=metH PE=4 SV=1,
Q7TTU2,SYNW1631,3,3,7.55266E-06,1.40536E-05,1.29608E-05,9.82104E-06,1.11839E-05,1.36382E-05,5.33326E-06,4.92827E-06,1.73797E-05,7.02119E-06,7.71504E-06,1.25035E-05,5.27162E-06,3.51467E-06,4.1323E-06,5.71058E-06,4.39136E-06,1.06069E-05,1.15223E-05,1.15477E-05,9.21376E-06,9.07992E-06,4.3062E-06,6.90296E-06,0.494091165,1.002202869,0.307370978,0.799642338,0.066100576,0.474254811,0.033912032,0.760244688,tRNA/rRNA methyltransferase (SpoU) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=spoU PE=3 SV=1,
Q7UA18,SYNW0083,2,2,2.66422E-07,1.13655E-07,1.90613E-06,1.05031E-06,1.16028E-06,2.61305E-06,2.32982E-07,2.82402E-07,2.23359E-06,9.25139E-07,1.85848E-06,3.65592E-07,7.59323E-07,3.52872E-07,2.2154E-07,5.54409E-07,4.79992E-07,3.70922E-07,7.62068E-07,1.60788E-06,9.16323E-07,1.04974E-06,4.44578E-07,4.68441E-07,0.007231333,2.109888378,0.138846839,1.20241652,0.155558858,0.423514522,0.147338329,0.446246626,Putative deacetylase sulfotransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0083 PE=4 SV=1,
Q7U4W3,SYNW1950,2,2,3.93129E-06,1.05595E-05,1.17158E-05,2.73542E-07,2.75017E-06,4.54096E-06,7.1872E-07,7.09457E-07,5.08215E-06,2.30078E-06,5.33107E-06,4.14868E-06,6.27292E-07,1.80667E-06,8.25976E-07,8.67314E-07,8.80796E-07,1.44119E-05,8.7355E-06,2.52156E-06,2.17011E-06,3.92684E-06,1.08665E-06,5.38668E-06,0.020282576,0.288656348,0.037828512,0.248424417,0.02003172,0.276722863,0.387900964,1.371758516,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1950 PE=4 SV=1,
Q7U887,SYNW0735,2,2,0.000170772,0.000188584,0.000126123,0.000137762,0.000135735,0.000100752,0.000145162,0.000148677,0.000261497,0.000206065,0.000186819,0.000176414,0.000147077,0.000225021,2.71806E-05,0.000160863,0.000286618,0.000162073,0.000161826,0.00012475,0.000185112,0.000189766,0.000133093,0.000203184,0.022738465,0.770889651,0.359409483,1.143893592,0.202458352,0.701351673,0.394828766,1.07071062,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0735 PE=4 SV=1,
Q7U9D7,SYNW0321,2,2,1.30456E-06,1.00659E-06,9.7728E-07,1.92034E-07,2.79764E-07,5.03297E-07,1.40572E-07,0,6.15125E-07,3.15696E-07,3.81863E-07,0,5.83705E-08,0,1.23857E-08,0,2.71839E-14,2.359E-07,1.09614E-06,3.25032E-07,2.51899E-07,2.32519E-07,2.35854E-08,7.86335E-08,0.026684594,0.29652374,0.037518549,0.229805073,0.107193493,0.101434071,0.257142559,0.338180107,"ABC transporter, membrane component OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0321 PE=4 SV=1",
Q7TTS5,SYNW2320,2,2,9.92364E-07,7.44485E-07,3.46702E-06,1.67468E-06,2.50204E-06,4.53595E-06,5.91706E-07,5.50288E-07,1.75926E-06,1.31597E-06,3.99203E-06,3.58995E-06,2.69671E-08,2.35221E-07,1.26164E-06,4.19141E-07,1.21986E-06,5.00677E-07,1.73462E-06,2.90422E-06,9.67084E-07,2.96598E-06,5.07944E-07,7.13225E-07,0.032641427,1.674266638,0.123362481,0.557517651,0.037628719,0.1712566,0.040576909,0.240468322,Nicotinate-nucleotide pyrophosphorylase:Quinolinate phosphoriobsyl transferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=nadC PE=3 SV=1,
Q7U859,SYNW0765,2,2,1.38072E-05,2.15882E-05,1.74632E-05,8.44495E-06,1.29208E-05,1.42556E-05,5.208E-06,5.4759E-06,8.15552E-06,1.29784E-05,2.23012E-05,8.21821E-06,3.18095E-06,1.09723E-06,6.88418E-06,2.97325E-06,2.5988E-06,1.14395E-05,1.76195E-05,1.18738E-05,6.27981E-06,1.44993E-05,3.72079E-06,5.67051E-06,0.034297131,0.673898838,0.020914817,0.356411977,0.101025873,0.256619336,0.157606125,0.391090036,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0765 PE=4 SV=1,
Q7U566,SYNW1841,2,2,5.39117E-05,3.76766E-05,2.23833E-05,5.97343E-05,4.74396E-05,2.60151E-05,3.80409E-05,4.20426E-05,3.43008E-05,4.26483E-05,4.8129E-05,1.8375E-05,0.000102072,7.94602E-05,1.14578E-05,9.90116E-05,7.46186E-05,5.38783E-05,3.79905E-05,4.43964E-05,3.81281E-05,3.63841E-05,6.43301E-05,7.58362E-05,0.035125933,1.168616586,0.494138012,1.003620765,0.141627897,1.768082705,0.023392593,2.084320761,Cytochrome b6-f complex iron-sulfur subunit OS=Synechococcus sp. (strain WH8102) OX=84588 GN=petC PE=3 SV=1,
Q7UA19,SYNW0082,2,2,3.01198E-06,3.27928E-06,3.17215E-06,4.63867E-06,4.88871E-06,3.72177E-06,9.20808E-06,1.51319E-05,4.86471E-06,3.49281E-06,5.49994E-06,2.70892E-06,4.32988E-06,6.31633E-06,4.02948E-06,6.0469E-06,1.088E-05,1.00484E-05,3.15447E-06,4.41638E-06,9.73489E-06,3.90056E-06,4.89189E-06,8.99179E-06,0.035629188,1.40003736,0.077274744,3.08605822,0.013257705,1.254152691,0.03351548,2.305256911,"6,7-dimethyl-8-ribityllumazine synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ribH PE=3 SV=1",
Q7U7M9,SYNW0952,2,2,1.90428E-05,2.08755E-05,2.71338E-05,1.36901E-05,1.23522E-05,2.41711E-05,2.24581E-05,2.95135E-05,4.64085E-05,7.08388E-06,1.16914E-05,1.30409E-05,7.72202E-06,8.91673E-06,1.29881E-05,1.1294E-05,2.25697E-05,3.36258E-05,2.23507E-05,1.67378E-05,3.27934E-05,1.06054E-05,9.87563E-06,2.24965E-05,0.036688827,0.74887069,0.077324733,1.467216427,0.278056652,0.931187357,0.064752706,2.121225552,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0952 PE=4 SV=1,
Q7U4J0,SYNW2077,2,2,2.06877E-05,3.54551E-05,7.67949E-05,9.14454E-06,1.88186E-05,7.13932E-05,1.79568E-05,0.000143745,1.80942E-05,1.16383E-05,1.9615E-05,6.88988E-05,1.57591E-05,2.90176E-05,0.000108636,8.80758E-06,4.44664E-05,1.98605E-05,4.43126E-05,3.31188E-05,5.99319E-05,3.3384E-05,5.11376E-05,2.43782E-05,0.037429578,0.747389881,0.390211152,1.35247986,0.125382625,1.531798001,0.358319742,0.730234022,50S ribosomal protein L14 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rplN PE=3 SV=1,
Q7U7P7,SYNW0934,2,2,1.71052E-06,5.42778E-06,6.23147E-06,3.17907E-06,5.97025E-06,6.99763E-06,4.62898E-06,8.77605E-06,5.73573E-06,1.31218E-06,3.2914E-06,4.50914E-06,2.01134E-06,5.35714E-06,8.10747E-07,3.06687E-06,3.70785E-06,1.22363E-05,4.45659E-06,5.38232E-06,6.38025E-06,3.03757E-06,2.72641E-06,6.33702E-06,0.040033943,1.207720224,0.127242791,1.431643417,0.437236742,0.897562028,0.139892048,2.086213557,Isoprenyl transferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=uppS PE=3 SV=1,
Q7U8L3,SYNW0603,2,2,6.54841E-06,6.74357E-06,1.25995E-05,9.73522E-06,1.27886E-05,1.47177E-05,2.73034E-05,9.94031E-05,4.51731E-05,1.13888E-05,3.82039E-06,1.0869E-05,3.27733E-05,3.63877E-05,5.77798E-06,1.87253E-05,5.93294E-05,5.97766E-05,8.6305E-06,1.24138E-05,5.72932E-05,8.69272E-06,2.49797E-05,4.59437E-05,0.042032252,1.438368067,0.080194233,6.638457624,0.141021806,2.873632513,0.06606649,5.285311074,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0603 PE=4 SV=1,
Q7U3R4,SYNW2365,2,2,8.61018E-07,4.24382E-07,8.43789E-07,3.23602E-07,3.07682E-08,7.01591E-07,2.72837E-06,2.34745E-06,3.08884E-06,3.74117E-06,4.22171E-06,1.35655E-05,8.2819E-06,8.53628E-07,3.79627E-06,1.33577E-06,1.93025E-06,2.05398E-06,7.0973E-07,3.51987E-07,2.72156E-06,7.17613E-06,4.3106E-06,1.77333E-06,0.045161405,0.495944984,0.001703141,3.834637028,0.280137814,0.600685629,0.109478822,0.247115436,Putative small heat shock protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2365 PE=3 SV=1,
Q7U6V6,SYNW1230,2,2,1.6852E-07,4.37519E-07,5.48662E-06,3.9057E-06,1.88597E-06,7.01964E-06,1.737E-06,1.41674E-06,7.1075E-06,4.08352E-07,8.09281E-07,6.5374E-06,9.47169E-07,1.69933E-06,3.07407E-06,2.71681E-07,2.13185E-06,1.26784E-05,2.03089E-06,4.27044E-06,3.42041E-06,2.58501E-06,1.90686E-06,5.0273E-06,0.048030003,2.102746006,0.010610836,1.684197298,0.337594067,0.737659368,0.163377769,1.944787173,Possible DnaJ domain OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1230 PE=4 SV=1,
