Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 3.1,Light 5.1,Light Glu nM 1.1,Light Glu nM 3.1,Light Glu nM 4.1,Light Glu mM 1.1,Light Glu mM 3.1,Light Glu mM 4.1,Darkness 1.1,Darkness 3.1,Darkness 5.1,Darkness Glu nM 1.1,Darkness Glu nM 3.1,Darkness Glu nM 5.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Alteromonas_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,t.test G nM/L,FC G nM/L,t.test G mM/L,FC GmM/L,t.test G nM/O,FC G nM/D,t.test G mM/O,FC G mM/D,Alteromonas_SS120.1,locus_tag_deh24,log2_FC_light_low_glucose,log2_FC_light_high_glucose,log2_FC_dark_low_glucose,log2_FC_dark_high_glucose,t_test_light_low_glucose,t_test_light_high_glucose,t_test_dark_low_glucose,t_test_dark_high_glucose,resolved_locus_tag,resolution_method
A0A359KCM1,2,2,12.02386,Histidine kinase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_20610 PE=4 SV=1,213268.3,234876.0,983226.2,408636.7,866934.4,582783.0,1135783.0,983737.0,2353885.0,5466168.0,1851508.0,2665710.0,1419411.0,233588.3,247390.4,179128.6,168887.1,370005.5,1129217.0,419880.8,304147.2,544954.3,929949.8,481506.9,2968043.0,463360.7,782706.2,0.00039,0.000775,0.000795,0.000868,0.001195,0.000695,0.00427,0.000615,0.000879,0.000311,0.000476,0.000902,0.000679,0.000886,0.000485,0.001655,0.000952,0.001778,Histidine kinase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_20610 PE=4 SV=1,0.000653,0.000919,0.001922,0.000563,0.001008,0.001128,0.142,1.41,0.217,2.94,0.349,1.79,0.035,2.0,Histidine kinase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_20610 PE=4 SV=1,DEH24_20610,0.4956951626240687,1.5558161550616396,0.8399595874895318,1.0,0.142,0.217,0.349,0.035,,unresolved
A0A359K9M5,4,4,14.02318,Histidine--tRNA ligase OS=Alteromonas sp. OX=232 GN=hisS PE=3 SV=1,81018.95,66165.58,141547.0,63270.2,176494.4,630108.4,394721.4,241622.6,1518269.0,3217905.0,1824712.0,4946102.0,1888871.0,57055.88,204076.1,37534.1,104535.1,114597.3,511448.7,227447.0,179423.0,79992.67,72122.12,108105.8,2706806.0,430539.1,775332.7,0.000148,0.000112,0.000162,0.000938,0.000294,0.000448,0.002514,0.001142,0.00117,7.59e-05,9.96e-05,0.000279,0.000368,0.00013,0.000109,0.001509,0.000885,0.001761,Histidine--tRNA ligase OS=Alteromonas sp. OX=232 GN=hisS PE=3 SV=1,0.000141,0.00056,0.001609,0.000152,0.000583,0.000929,0.078,3.98,0.041,11.44,0.371,3.84,0.016,6.13,Histidine--tRNA ligase OS=Alteromonas sp. OX=232 GN=hisS PE=3 SV=1,,1.992768430768924,3.5160151470036647,1.9411063109464315,2.6158870739160567,0.078,0.041,0.371,0.016,,empty
A0A359K496,2,2,6.589949,Histidinol dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=hisD PE=3 SV=1,3399.453,2699.78,20948.55,4059.056,17675.93,14970.76,56008.48,8532.505,24268.41,748453.8,86808.48,495854.6,252536.2,1587.972,32621.56,1695.521,0.0,1585.696,3223.26,5614.043,11196.84,4214.797,4311.403,1280.857,40545.6,19573.2,2987.648,6.22e-06,1.65e-05,1.62e-05,2.23e-05,1.04e-05,7.17e-06,0.000585,0.000114,0.000156,2.11e-06,4.5e-06,3.86e-06,9.08e-06,6.85e-06,1.29e-06,2.26e-05,4.02e-05,6.79e-06,Histidinol dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=hisD PE=3 SV=1,1.3e-05,1.33e-05,0.000285,3.49e-06,1.02e-05,2e-05,0.487,1.02,0.109,21.97,0.25,2.93,0.087,5.73,Histidinol dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=hisD PE=3 SV=1,,0.0285691521967709,4.457462964648552,1.5509006646475232,2.5185351389821804,0.487,0.109,0.25,0.087,,empty
A0A359K334,2,2,12.76313,Inosine-5'-monophosphate dehydrogenase OS=Alteromonas sp. OX=232 GN=guaB PE=3 SV=1,536531.2,322986.1,194877.3,69033.31,194257.2,181997.2,1433104.0,126643.6,342935.4,3376444.0,5536533.0,17443100.0,4304681.0,37838.9,290260.3,76945.9,274039.6,41151.93,274917.1,69246.46,1741634.0,170957.1,1808678.0,50469.43,5478642.0,577869.9,502514.9,0.000982,0.000154,0.000178,0.000271,0.000154,0.000101,0.002638,0.004026,0.002667,5.03e-05,0.000204,0.0001,0.000112,0.000278,5.08e-05,0.003054,0.001188,0.001141,Inosine-5'-monophosphate dehydrogenase OS=Alteromonas sp. OX=232 GN=guaB PE=3 SV=1,0.000438,0.000175,0.00311,0.000118,0.001128,0.000922,0.182,0.4,0.027,7.1,0.271,9.53,0.064,7.8,Inosine-5'-monophosphate dehydrogenase OS=Alteromonas sp. OX=232 GN=guaB PE=3 SV=1,,-1.3219280948873622,2.82781902461732,3.2524762141352173,2.963474123974886,0.182,0.027,0.271,0.064,,empty
A0A359K4B7,2,2,6.718784,Inositol-1-monophosphatase OS=Alteromonas sp. OX=232 GN=DEH24_06020 PE=3 SV=1,209850.1,1186997.0,2355962.0,928130.6,2107579.0,60701.58,3188935.0,1735146.0,188526.2,371262.6,573625.1,2185156.0,634278.6,379718.1,1169063.0,285878.4,319894.1,392183.5,536784.8,610196.1,361484.4,688141.5,1620453.0,690254.5,779431.2,338336.5,172324.7,0.000384,0.001857,0.001933,9.04e-05,0.002108,5.57e-05,0.00029,0.000504,0.000393,0.000505,0.000759,0.000956,0.000987,0.001118,0.000695,0.000435,0.000695,0.000391,Inositol-1-monophosphatase OS=Alteromonas sp. OX=232 GN=DEH24_06020 PE=3 SV=1,0.001391,0.000751,0.000396,0.00074,0.000749,0.000826,0.211,0.54,0.08,0.28,0.245,1.01,0.148,1.12,Inositol-1-monophosphatase OS=Alteromonas sp. OX=232 GN=DEH24_06020 PE=3 SV=1,DEH24_06020,-0.888968687611256,-1.8365012677171204,0.01435529297707,0.1634987322828795,0.211,0.08,0.245,0.148,,unresolved
A0A359K6G9,2,2,13.66174,Isocitrate dehydrogenase OS=Alteromonas sp. OX=232 GN=DEH24_13670 PE=4 SV=1,123907.9,197932.3,344839.0,142267.2,442951.6,282828.2,454131.8,214366.0,745315.7,3565379.0,4522530.0,6193643.0,5568305.0,119777.2,164334.0,30653.08,133545.2,92269.06,436117.5,167052.0,221016.6,78354.38,272694.9,142757.3,7834556.0,692892.9,1083608.0,0.000227,0.000272,0.000406,0.000421,0.00026,0.00022,0.002785,0.00143,0.00345,0.000159,8.14e-05,0.000225,0.00027,0.000127,0.000144,0.004368,0.001424,0.002461,Isocitrate dehydrogenase OS=Alteromonas sp. OX=232 GN=DEH24_13670 PE=4 SV=1,0.000302,0.000301,0.002555,0.000155,0.001546,0.001396,0.497,1.0,0.029,8.47,0.349,9.96,0.046,8.99,Isocitrate dehydrogenase OS=Alteromonas sp. OX=232 GN=DEH24_13670 PE=4 SV=1,DEH24_13670,0.0,3.082361969557474,3.316145742293356,3.168321115739723,0.497,0.029,0.349,0.046,,unresolved
A0A359KBP7,7,7,33.26553,Ketol-acid reductoisomerase (NADP(+)) OS=Alteromonas sp. OX=232 GN=ilvC PE=3 SV=1,1519282.0,879299.3,1940788.0,490724.3,2216286.0,1292731.0,4062826.0,857888.0,3706445.0,9108486.0,38278386.0,72743518.0,37044937.0,519344.4,1172329.0,263794.9,1313862.0,707046.5,6361990.0,871813.0,1399344.0,698369.4,1999275.0,840724.3,48670017.0,11231036.0,4684712.0,0.00278,0.00153,0.002033,0.001925,0.001042,0.001094,0.007115,0.01679,0.022954,0.000691,0.0007,0.001723,0.00141,0.001135,0.000846,0.027133,0.023086,0.01064,Ketol-acid reductoisomerase (NADP(+)) OS=Alteromonas sp. OX=232 GN=ilvC PE=3 SV=1,0.002114,0.001354,0.01562,0.001038,0.009705,0.011947,0.016,0.64,0.055,7.39,0.434,9.35,0.034,11.51,Ketol-acid reductoisomerase (NADP(+)) OS=Alteromonas sp. OX=232 GN=ilvC PE=3 SV=1,,-0.6438561897747247,2.885574364371426,3.2249663650002742,3.524815928357506,0.016,0.055,0.434,0.034,,empty
A0A359K500,2,2,7.338826,Leucine--tRNA ligase OS=Alteromonas sp. OX=232 GN=leuS PE=3 SV=1,63469.11,32226.2,74093.17,22887.51,31819.64,36511.9,75609.14,26535.18,35625.92,240379.1,43149.02,2090340.0,759286.1,23566.98,85000.07,10092.32,3647.404,8220.335,33956.37,30737.82,11354.24,12224.58,29350.62,34830.2,294588.0,279010.1,28113.25,0.000116,5.84e-05,2.92e-05,5.44e-05,3.22e-05,1.05e-05,0.000188,0.000482,0.00047,3.14e-05,2.68e-05,2e-05,4.97e-05,1.99e-05,3.5e-05,0.000164,0.000574,6.39e-05,Leucine--tRNA ligase OS=Alteromonas sp. OX=232 GN=leuS PE=3 SV=1,6.79e-05,3.24e-05,0.00038,2.61e-05,7.3e-05,0.000235,0.058,0.48,0.061,5.6,0.191,2.8,0.13,9.02,Leucine--tRNA ligase OS=Alteromonas sp. OX=232 GN=leuS PE=3 SV=1,,-1.0588936890535685,2.485426827170241,1.4854268271702418,3.1731274334806563,0.058,0.061,0.191,0.13,,empty
A0A359K1S1,4,4,12.02954,Lysine--tRNA ligase OS=Alteromonas sp. OX=232 GN=lysS PE=3 SV=1,751159.3,270881.5,1303957.0,404417.4,3132991.0,985541.7,3348666.0,1335690.0,5025294.0,294058.0,550095.6,3239577.0,568887.9,231290.6,2633764.0,413551.1,715639.3,603068.6,4398792.0,257419.6,833913.8,583563.2,1378980.0,713537.0,1196626.0,300198.5,3476141.0,0.001374,0.001028,0.002874,0.001468,0.001623,0.001484,0.00023,0.000748,0.000352,0.000308,0.001098,0.00147,0.000416,0.000948,0.000718,0.000667,0.000617,0.007895,Lysine--tRNA ligase OS=Alteromonas sp. OX=232 GN=lysS PE=3 SV=1,0.001758,0.001525,0.000443,0.000958,0.000778,0.003424,0.366,0.87,0.091,0.25,0.204,0.81,0.218,3.57,Lysine--tRNA ligase OS=Alteromonas sp. OX=232 GN=lysS PE=3 SV=1,,-0.2009126939259964,-2.0,-0.3040061868900999,1.835924074254375,0.366,0.091,0.204,0.218,,empty
A0A359KBF7,5,5,32.69126,Malate dehydrogenase OS=Alteromonas sp. OX=232 GN=mdh PE=3 SV=1,2175855.0,3746616.0,4905200.0,2145719.0,10310776.0,2855072.0,12230991.0,4576288.0,16305348.0,62220623.0,56098301.0,195000000.0,44988991.0,1701466.0,5405690.0,1426692.0,5540509.0,2380970.0,7943705.0,3246564.0,9655765.0,2686222.0,9300768.0,4698231.0,75112374.0,16271475.0,11736762.0,0.003981,0.003866,0.009457,0.004252,0.00556,0.004815,0.048604,0.045068,0.027876,0.002264,0.003787,0.005803,0.00525,0.004366,0.004728,0.041875,0.033447,0.026658,Malate dehydrogenase OS=Alteromonas sp. OX=232 GN=mdh PE=3 SV=1,0.005768,0.004875,0.040516,0.003951,0.01699,0.021957,0.344,0.85,0.026,7.02,0.277,4.3,0.016,5.56,Malate dehydrogenase OS=Alteromonas sp. OX=232 GN=mdh PE=3 SV=1,,-0.2344652536370229,2.811471030529836,2.104336659814736,2.475084882948783,0.344,0.026,0.277,0.016,,empty
A0A359K9N9,2,2,11.31525,Methionine--tRNA ligase OS=Alteromonas sp. OX=232 GN=metG PE=3 SV=1,215972.6,191044.3,183362.1,81897.58,124463.7,182422.5,327589.7,108553.4,251199.1,2171177.0,2340413.0,6114273.0,1849303.0,77919.43,103110.5,56794.54,107230.1,76337.34,695700.7,259932.5,308245.8,127599.0,205093.6,121115.0,2855870.0,801885.1,163390.1,0.000395,0.000145,0.000114,0.000272,0.000132,7.42e-05,0.001696,0.001411,0.001146,0.000104,0.000151,0.000186,0.00042,0.000207,0.000122,0.001592,0.001648,0.000371,Methionine--tRNA ligase OS=Alteromonas sp. OX=232 GN=metG PE=3 SV=1,0.000218,0.000159,0.001418,0.000147,0.00064,0.000746,0.11,0.73,0.002,6.51,0.228,4.36,0.068,5.08,Methionine--tRNA ligase OS=Alteromonas sp. OX=232 GN=metG PE=3 SV=1,,-0.4540316308947075,2.702657543390911,2.1243281350022016,2.344828496997441,0.11,0.002,0.228,0.068,,empty
A0A359K8A9,4,4,15.86703,Molecular chaperone HtpG (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_13095 PE=3 SV=1,312450.9,560919.4,594010.1,368693.9,5407712.0,310084.7,3284147.0,420785.7,5157633.0,8060204.0,4105009.0,15233404.0,4626869.0,519521.1,834943.9,164005.7,548726.7,259284.3,4744821.0,248413.0,3851008.0,280671.4,4573615.0,727707.6,4018417.0,2528860.0,2391342.0,0.000572,0.000468,0.00496,0.000462,0.000511,0.001523,0.006296,0.003516,0.002867,0.000691,0.000435,0.000632,0.000402,0.000456,0.000732,0.00224,0.005198,0.005431,Molecular chaperone HtpG (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_13095 PE=3 SV=1,0.002,0.000832,0.004226,0.000586,0.001143,0.00421,0.206,0.42,0.217,2.11,0.342,1.95,0.038,7.18,Molecular chaperone HtpG (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_13095 PE=3 SV=1,DEH24_13095,-1.2515387669959646,1.0772429989324603,0.963474123974886,2.8439838440483265,0.206,0.217,0.342,0.038,,unresolved
A0A359K390,3,3,11.93067,NAD-dependent malic enzyme OS=Alteromonas sp. OX=232 GN=DEH24_07915 PE=3 SV=1,46847.16,35243.65,37761.53,34763.25,58159.74,146945.0,40670.05,139091.8,21220.19,42049.99,1460775.0,3259864.0,692660.7,76753.47,62796.91,33929.61,168.9118,36215.42,2188740.0,108063.3,32457.64,11617.71,8977.309,85054.66,217881.2,299859.8,271649.7,8.57e-05,2.98e-05,5.33e-05,0.000219,0.000169,6.27e-06,3.28e-05,0.000752,0.000429,0.000102,9.01e-05,8.83e-05,0.000175,1.89e-05,8.56e-05,0.000121,0.000616,0.000617,NAD-dependent malic enzyme OS=Alteromonas sp. OX=232 GN=DEH24_07915 PE=3 SV=1,5.63e-05,0.000131,0.000405,9.35e-05,7.53e-05,0.00043,0.172,2.33,0.13,7.19,0.496,0.81,0.084,4.6,NAD-dependent malic enzyme OS=Alteromonas sp. OX=232 GN=DEH24_07915 PE=3 SV=1,DEH24_07915,1.2203299548795556,2.845991770664573,-0.3040061868900999,2.2016338611696504,0.172,0.13,0.496,0.084,,unresolved
A0A359K060,2,2,22.3048,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_02500 PE=4 SV=1,651365.5,1281514.0,804117.2,400836.6,1175632.0,864379.3,215830.8,539741.5,236700.7,9000682.0,6755665.0,15399922.0,6319900.0,243141.0,952714.1,252822.2,212185.2,283338.9,1121754.0,659026.9,1378882.0,407929.6,915629.8,704035.4,5626406.0,1833259.0,1693757.0,0.001192,0.000634,0.001078,0.001287,0.000656,6.99e-05,0.007031,0.003554,0.003916,0.000324,0.000671,0.000691,0.001066,0.000663,0.000708,0.003137,0.003768,0.003847,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_02500 PE=4 SV=1,0.000968,0.000671,0.004834,0.000562,0.001503,0.002861,0.246,0.69,0.03,4.99,0.208,2.68,0.001,5.09,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_02500 PE=4 SV=1,DEH24_02500,-0.5353317329965558,2.319039815562536,1.422233000683048,2.3476656563009706,0.246,0.03,0.208,0.001,,unresolved
A0A359K9X1,9,9,46.17017,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_15880 PE=4 SV=1,481492.3,423015.5,1179671.0,215369.7,1553755.0,597518.9,3346252.0,501594.1,2128795.0,24656127.0,18274383.0,52141081.0,24176772.0,197690.6,1487722.0,112795.7,651690.6,406873.7,1077008.0,361864.0,847289.7,319865.7,1549126.0,476850.1,24522556.0,5330375.0,2592734.0,0.000881,0.00093,0.001425,0.00089,0.000609,0.000629,0.01926,0.012035,0.01498,0.000263,0.000299,0.000992,0.000585,0.00052,0.00048,0.013671,0.010957,0.005889,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_15880 PE=4 SV=1,0.001079,0.000709,0.015425,0.000518,0.00489,0.005975,0.127,0.66,0.011,14.3,0.486,9.44,0.031,11.53,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_15880 PE=4 SV=1,DEH24_15880,-0.5994620704162712,3.8379432418910273,3.2387868595871163,3.527320607877047,0.127,0.011,0.486,0.031,,unresolved
A0A359K7K2,2,2,6.735249,Nucleoid-associated protein DEH24_15635 OS=Alteromonas sp. OX=232 GN=DEH24_15635 PE=3 SV=1,462863.9,131356.9,315757.3,140429.2,355970.5,65550.89,1025136.0,422847.7,1966006.0,696902.3,442269.2,2121824.0,70024.82,174003.4,208808.4,98647.06,270450.8,156369.0,298502.6,262713.8,285029.3,146096.5,749028.5,266651.1,824903.6,49645.87,150787.4,0.000847,0.000249,0.000326,9.76e-05,0.000514,0.000581,0.000544,0.00049,4.34e-05,0.000232,0.000262,0.000381,0.000425,0.000237,0.000268,0.00046,0.000102,0.000342,Nucleoid-associated protein DEH24_15635 OS=Alteromonas sp. OX=232 GN=DEH24_15635 PE=3 SV=1,0.000474,0.000397,0.000359,0.000291,0.000322,0.000306,0.42,0.84,0.292,0.76,0.428,1.1,0.469,1.05,Nucleoid-associated protein DEH24_15635 OS=Alteromonas sp. OX=232 GN=DEH24_15635 PE=3 SV=1,DEH24_15635,-0.2515387669959644,-0.3959286763311392,0.137503523749935,0.070389327891398,0.42,0.292,0.428,0.469,,unresolved
A0A2D5LH71,4,4,22.16572,Nucleoside diphosphate kinase OS=Alteromonas sp. OX=232 GN=ndk PE=3 SV=1,1179973.0,1040746.0,3019729.0,1462504.0,6567615.0,1084084.0,2635752.0,2101475.0,6113721.0,59890726.0,22889462.0,118000000.0,32570059.0,1213630.0,3263356.0,453078.9,602284.3,1043715.0,6116411.0,1421528.0,1616378.0,1207154.0,1690172.0,2509010.0,20615843.0,8532176.0,17021334.0,0.002159,0.00238,0.006024,0.001614,0.002553,0.001805,0.046784,0.027131,0.020181,0.001615,0.001203,0.002544,0.002299,0.001962,0.002525,0.011493,0.017538,0.03866,Nucleoside diphosphate kinase OS=Alteromonas sp. OX=232 GN=ndk PE=3 SV=1,0.003521,0.001991,0.031366,0.001787,0.005327,0.019907,0.189,0.57,0.045,8.91,0.098,2.98,0.06,11.14,Nucleoside diphosphate kinase OS=Alteromonas sp. OX=232 GN=ndk PE=3 SV=1,,-0.8109661756099832,3.1554254317471973,1.5753123306874368,3.4776773275653072,0.189,0.045,0.098,0.06,,empty
A0A359K422,2,2,5.879031,Orotidine 5'-phosphate decarboxylase OS=Alteromonas sp. OX=232 GN=pyrF PE=3 SV=1,6347.633,0.0,0.0,708.3633,556.9397,0.0,3096.103,0.0,3577.758,234466.2,1352.411,4207.177,65582.12,255.6926,2648.617,1045.321,1474.28,0.0,54127.71,1986.388,0.0,274.1138,351.0261,686.8264,12243.04,16692.99,10749.75,1.16e-05,0.0,5.11e-07,0.0,0.0,1.06e-06,0.000183,9.71e-07,4.06e-05,3.4e-07,2.77e-06,0.0,3.21e-06,4.46e-07,6.91e-07,6.83e-06,3.43e-05,2.44e-05,Orotidine 5'-phosphate decarboxylase OS=Alteromonas sp. OX=232 GN=pyrF PE=3 SV=1,4.04e-06,3.52e-07,7.49e-05,1.04e-06,2.65e-06,2.09e-05,0.225,0.09,0.152,18.54,0.405,2.56,0.054,20.15,Orotidine 5'-phosphate decarboxylase OS=Alteromonas sp. OX=232 GN=pyrF PE=3 SV=1,,-3.473931188332412,4.212569338850806,1.3561438102252754,4.332707933640605,0.225,0.152,0.405,0.054,,empty
A0A359K5P7,4,4,13.35277,Oxoglutarate dehydrogenase (succinyl-transferring) (Fragment) OS=Alteromonas sp. OX=232 GN=sucA PE=4 SV=1,451153.9,836848.4,1077448.0,615905.6,2154218.0,277208.7,1722570.0,708045.8,3585060.0,4423835.0,6009241.0,12312019.0,4786723.0,359210.9,2728428.0,244674.7,832005.1,385144.0,4895144.0,565798.9,2354272.0,677556.5,1878147.0,809590.7,10274624.0,1787028.0,1420978.0,0.000825,0.000849,0.001976,0.000413,0.00086,0.001059,0.003456,0.002842,0.002966,0.000478,0.00065,0.000939,0.000915,0.001101,0.000815,0.005728,0.003673,0.003227,Oxoglutarate dehydrogenase (succinyl-transferring) (Fragment) OS=Alteromonas sp. OX=232 GN=sucA PE=4 SV=1,0.001217,0.000777,0.003088,0.000689,0.002548,0.002706,0.122,0.64,0.03,2.54,0.155,3.7,0.029,3.93,Oxoglutarate dehydrogenase (succinyl-transferring) (Fragment) OS=Alteromonas sp. OX=232 GN=sucA PE=4 SV=1,,-0.6438561897747247,1.3448284969974411,1.8875252707415875,1.9745293124838816,0.122,0.03,0.155,0.029,,empty
A0A359K3H3,2,2,21.44571,Periplasmic serine endoprotease DegP-like OS=Alteromonas sp. OX=232 GN=DEH24_08430 PE=3 SV=1,85128.68,226428.5,277994.0,88146.88,299900.0,137805.8,998052.4,99848.39,479293.5,953793.9,1682901.0,318951.7,2219292.0,65866.74,93729.93,38352.84,163999.2,78786.94,372443.0,97969.95,368869.1,124781.6,865242.4,140197.9,2956843.0,928327.4,137646.1,0.000156,0.000219,0.000275,0.000205,0.000121,0.000142,0.000745,7.36e-05,0.001375,8.76e-05,0.000102,0.000192,0.000158,0.000203,0.000141,0.001648,0.001908,0.000313,Periplasmic serine endoprotease DegP-like OS=Alteromonas sp. OX=232 GN=DEH24_08430 PE=3 SV=1,0.000217,0.000156,0.000731,0.000127,0.000664,0.000812,0.196,0.72,0.145,3.38,0.239,5.22,0.079,6.39,Periplasmic serine endoprotease DegP-like OS=Alteromonas sp. OX=232 GN=DEH24_08430 PE=3 SV=1,DEH24_08430,-0.4739311883324124,1.7570232465074596,2.38404980679516,2.6758159311722696,0.196,0.145,0.239,0.079,,unresolved
A0A359K2A9,2,2,11.87092,Phenylalanine--tRNA ligase alpha subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_05375 PE=3 SV=1,34331.6,437695.3,282712.3,91498.14,198945.3,43792.0,563710.3,183012.5,1987820.0,1594714.0,4165634.0,17313419.0,3583752.0,110176.1,242673.1,42336.96,392583.1,136691.4,346960.1,89398.92,1433771.0,132529.7,294060.2,194860.8,8111452.0,205000.9,487106.6,6.28e-05,0.000223,0.000182,6.52e-05,0.000222,0.000587,0.001246,0.003996,0.002221,0.000147,0.000112,0.000333,0.000145,0.000215,0.000196,0.004522,0.000421,0.001106,Phenylalanine--tRNA ligase alpha subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_05375 PE=3 SV=1,0.000156,0.000292,0.002487,0.000197,0.001645,0.000561,0.21,1.87,0.046,15.94,0.439,8.33,0.146,2.84,Phenylalanine--tRNA ligase alpha subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_05375 PE=3 SV=1,DEH24_05375,0.903038270112912,3.9945797242157473,3.058316495590823,1.5058909297299572,0.21,0.046,0.439,0.146,,unresolved
A0A359K230,2,2,10.8813,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_03225 PE=3 SV=1,105095.0,248024.7,252446.7,51984.21,320183.5,87085.61,1122699.0,113445.4,884265.3,375415.0,1146392.0,7002233.0,1943259.0,47233.87,346433.3,73316.29,320593.9,60520.58,395327.6,164431.8,763558.2,108610.8,439015.7,72389.39,1547232.0,275213.4,522349.9,0.000192,0.000199,0.000294,0.00013,0.000138,0.000261,0.000293,0.001616,0.001204,6.28e-05,0.000195,0.000147,0.000266,0.000177,7.28e-05,0.000863,0.000566,0.001186,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_03225 PE=3 SV=1,0.000228,0.000176,0.001038,0.000135,0.000371,0.00066,0.017,0.77,0.085,4.55,0.353,2.75,0.032,4.89,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_03225 PE=3 SV=1,DEH24_03225,-0.3770696490798233,2.1858665453113337,1.459431618637297,2.289834465177509,0.017,0.085,0.353,0.032,,unresolved
A0A359K5L5,3,3,9.917603,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_12145 PE=3 SV=1,169024.2,182301.5,281776.4,134962.1,468524.4,220109.2,478673.7,195712.9,588927.2,563814.1,1650347.0,5241423.0,3405911.0,83237.92,127350.1,61001.8,60578.43,74956.3,1274207.0,96627.24,170384.6,138327.0,116654.0,181396.5,4169336.0,1074944.0,60745.51,0.000309,0.000222,0.00043,0.000328,0.000238,0.000174,0.00044,0.00121,0.00211,0.000111,0.000162,0.000183,0.000156,0.000225,0.000183,0.002324,0.00221,0.000138,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_12145 PE=3 SV=1,0.00032,0.000246,0.001254,0.000152,0.000911,0.000889,0.251,0.77,0.086,3.91,0.097,6.0,0.096,5.86,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_12145 PE=3 SV=1,DEH24_12145,-0.3770696490798233,1.967168607532628,2.584962500721156,2.550900664647523,0.251,0.086,0.097,0.096,,unresolved
A0A359KAT0,3,3,14.19004,Phosphoenolpyruvate carboxylase OS=Alteromonas sp. OX=232 GN=ppc PE=3 SV=1,363043.7,541256.2,570182.6,336598.2,1190692.0,471815.7,1999686.0,437879.9,1886572.0,656566.2,3470323.0,9946035.0,2217923.0,375256.9,1105342.0,214358.9,996923.8,293881.8,220855.0,443339.0,1529567.0,505551.1,1048081.0,513859.4,5145980.0,1360209.0,2467173.0,0.000664,0.000449,0.001092,0.000703,0.000532,0.000557,0.000513,0.002296,0.001374,0.000499,0.000569,0.000716,0.000717,0.000822,0.000517,0.002869,0.002796,0.005604,Phosphoenolpyruvate carboxylase OS=Alteromonas sp. OX=232 GN=ppc PE=3 SV=1,0.000735,0.000597,0.001394,0.000595,0.001403,0.003045,0.28,0.81,0.195,1.9,0.299,2.36,0.034,5.12,Phosphoenolpyruvate carboxylase OS=Alteromonas sp. OX=232 GN=ppc PE=3 SV=1,,-0.3040061868900999,0.925999418556223,1.2387868595871163,2.356143810225275,0.28,0.195,0.299,0.034,,empty
