RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_light,Clust name_light,ClustID_ox,Clust name_ox,LLLO-CC-M061814.14_AV,MLLO-CC-M061814.13_AV,HLLO-CC-TS040514.18_AV,Average_light_Conditions
N/A,tll1275,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,phosphatidylglycerol biosynthesis,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase PgsA,pgsA,1,D,0,,333.4491186,526.1143896,479.5452023,446.3695702
N/A,tll1276,Energy metabolism,Carbon fixation in prokaryotes,Calvin-Benson cycle,bifunctional fructose-1_6-bisphosphatase II / sedoheptulose-1_7-bisphosphatase GlpX,glpX,1,D,3,G,8626.958975,40115.69685,43321.80251,30688.15278
N/A,tll1277,Unknown function,Enzymes of unknown specificity,None,family 57 glycoside hydrolase,,4,C,4,H,7425.958651,4025.125206,3345.06327,4932.049042
N/A,tll1278,Unknown function,Enzymes of unknown specificity,None,fumarylacetoacetate (FAA) hydrolase family protein,,1,D,3,G,508.6019787,710.5183649,1804.704803,1007.941715
N/A,tll1282,Signal transduction,Two-component systems,None,two component signal transduction system hybrid histidine kinase / response regulator with GAF and PAS sensory domains,,4,C,4,H,3911.93321,1801.497696,1528.124827,2413.851911
N/A,tll1283,Energy metabolism,Electron transport,photosynthetic electron transport,cytochrome c6c (soluble cytochrome f) PetJ,petJ,1,D,3,G,62830.21994,111751.3297,98284.28911,90955.27957
N/A,tll1284,Energy metabolism,Photosynthesis,photosystem II other subunits in cyanobacteria,photosystem II cytochrome c550 PsbV2,psbV2,3,A,1,E,110258.5757,146477.697,108593.7452,121776.6726
N/A,tll1285,Energy metabolism,Photosynthesis,photosystem II other subunits in cyanobacteria,photosystem II cytochrome c550 PsbV,psbV,3,A,1,E,83262.00502,135557.063,88830.45056,102549.8395
N/A,tll1291,Unknown function,Enzymes of unknown specificity,None,FGGY family carbohydrate kinase,,2,B,0,,157.0558848,93.20700943,144.63412,131.6323381
N/A,tll1292,Unknown function,General,None,protein of unknown function DUF1817,,3,A,4,H,1578.109449,2731.16573,676.2662742,1661.847151
N/A,tll1297,Unknown function,General,None,hypothetical protein,,1,D,3,G,440.9557462,1364.661585,1458.215899,1087.94441
N/A,tll1298,Transport and binding proteins,Cations and iron carrying compounds,cobalt uptake system CbiOMNQ and nickel uptake system CbiKLMNOQ,ECF-type cobalt uptake system ATPase component CbiO,cbiO,1,D,4,H,1076.954387,2158.052559,1618.513867,1617.840271
N/A,tll1299,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,pyruvate dehydrogenase dihydrolipoamide acetyltransferase E2 component PdhC,pdhC,1,D,3,G,3401.361136,18014.23085,18924.02664,13446.53954
N/A,tll1300,Unknown function,General,None,protein of unknown function DUF2869,,1,D,3,G,1262.227956,10121.94969,17778.17719,9720.784943
N/A,tll1301,Fatty acid and lipid metabolism,Fatty acid degradation,Fatty acid activation,long-chain-fatty-acid:[acyl-carrier protein] ligase (AMP-forming) FadD,fadD,1,D,3,G,1301.184203,2273.481276,2875.915842,2150.193774
N/A,tll1304,Intracellular trafficking_ assembly_ and processing,Peptidases,membrane protease,M50 family intramembrane metalloprotease,,4,C,4,H,8607.025141,5575.8095,2494.141074,5558.991905
N/A,tll1307,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,precorrin-3B C17-methyltransferase CobJ,cobJ,4,C,4,H,755.859613,431.3181278,432.4211283,539.8662897
N/A,tll1308,Unknown function,General,None,hypothetical protein,,4,C,4,H,2762.665114,2275.951748,2070.834815,2369.817226
N/A,tll1309,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP_ cyanopterine biosynthesis,Zn-dependent GTP cyclohydrolase I FolE,folE,1,D,4,H,3213.523355,5178.907029,4519.725671,4304.052018
N/A,tll1310,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydroopterin biosynthesis,sepiapterin reductase Spr,spr,4,C,4,H,6912.495627,6563.985626,5287.215757,6254.56567
N/A,tll1311,Fatty acid and lipid metabolism,Biosynthesis,acetyl-CoA carboxylase complex,acetyl-CoA carboxylase complex carboxyl transferase alpha subunit AccA,accA,1,D,3,G,5030.708187,7519.442151,10944.8337,7831.661346
N/A,tll1312,Fatty acid and lipid metabolism,Biosynthesis,Heptadecane biosynthesis,fatty aldehyde-generating acyl-ACP reductase,,1,D,3,G,768.9700371,1816.933492,3101.114151,1895.67256
N/A,tll1313,Fatty acid and lipid metabolism,Biosynthesis,Heptadecane biosynthesis,long-chain fatty aldehyde decarbonylase,,1,D,3,G,1780.238184,6306.368374,14576.26028,7554.288945
N/A,tll1316,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,6-phosphofructokinase 1 PfkA,pfkA,3,A,4,H,2047.216789,3340.075861,2012.292393,2466.528347
N/A,tll1318,Transport and binding proteins,Amino acids_ peptides and amines,neutral amino acid uptake sysetm NatABCDE,ABC-type neutral amino acid transport system ATPase component NatA,natA,1,D,4,H,1558.032206,2137.831152,1895.542759,1863.802039
N/A,tll1319,Transport and binding proteins,Amino acids_ peptides and amines,neutral amino acid uptake sysetm NatABCDE,ABC-type netural amino acid transport system permease component NatC,natC,4,C,4,H,3355.808113,2576.521631,2836.516007,2922.948584
N/A,tll1324,Transport and binding proteins,Unknown substrate,None,ABC type tranport system permease component YCF38,ycf38,3,A,4,H,7305.82502,9674.221866,6884.683811,7954.910233
N/A,tll1325,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis,putative HD superfamily hydrolase of NAD metabolism,,3,A,4,H,7963.38112,11153.93288,9166.782472,9428.032158
N/A,tll1327,Nucleic acid metabolism,General,class II (B12-dependent) ribonucleotide reductase,adenosylcobalamin-dependent ribonucleotide-triphosphate reductase NrdJ,nrdJ,1,D,1,E,1659.119495,5889.371334,4963.282384,4170.591071
N/A,tll1329,Transport and binding proteins,Unknown substrate,None,ABC-type transport system ATPase component,,4,C,4,H,1684.831978,1087.915544,865.4922904,1212.746604
N/A,tll1334,Defense and invasion systems,Detoxification and inactivation,None,universal stress protein UspA family,,1,D,3,G,8333.016478,8711.743459,8654.62596,8566.461966
N/A,tll1337,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis from cob(II)yrinate diamide,cobalamin 5'-phosphate synthase CobS,cobS,0,,0,,35.67193947,33.07619463,46.86990915,38.53934775
N/A,tll1338,Intracellular trafficking_ assembly_ and processing,Peptidases,None,periplasmic processing peptidase PqqE,pqqE,0,,4,H,538.1361564,521.9622756,569.5842087,543.2275469
N/A,tll1339,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication elongation factors and DNA single strand breaks repair,DNA polymerase I PolA,polA,1,D,2,F,907.3746075,1063.447067,1222.747742,1064.523139
N/A,tll1340,Transport and binding proteins,Unknown substrate,None,ABC-type transport system ATPase component,,1,D,4,H,1020.416519,1622.998617,1617.609923,1420.341687
N/A,tll1357,Transport and binding proteins,Cofactors and prosthetic groups,assimilatory nitrate reduction,Mot1-like molybdenum uptake transporter,,1,D,3,G,1132.215159,2171.262534,1816.919764,1706.799152
N/A,tll1358,Unknown function,Enzymes of unknown specificity,None,family 3 glycosyl transferase,,1,D,3,G,516.8066763,1882.053594,2372.551645,1590.470638
N/A,tll1359,Regulatory functions,DNA interactions,assimilatory nitrate reduction,nitrite-responsive transcriptional regulator of nitrogen assimilation NtcB,ntcB,1,D,3,G,589.2853114,2178.206722,5382.318772,2716.603602
N/A,tll1360,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,molybdopterin synthase catalytic subunit MoaE,moaE,4,C,4,H,1463.221163,836.0295273,668.1830259,989.1445719
N/A,tll1362,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,bifunctional molybdenum cofactor biosynthesis protein / molybdopterin-guanine dinucleotide biosynthesis protein MoaC-MobA,moaC-MobA,1,D,3,G,2880.375991,4377.627466,4391.506597,3883.170018
N/A,tll1363,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,molybdenum cofactor biosynthesis protein MoaA,moaA,1,D,3,G,1161.753586,1230.237023,1223.7414,1205.244003
N/A,tll1364,Prosthetic groups_ cofactors_ and carriers,Molybdopterin and tungstate,molybdopterin biosynthesis,molybdopterin biosynthesis protein MoeA,moeA,1,D,3,G,1774.449145,2272.139035,2254.295786,2100.294655
N/A,tll1365,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,urease active site biosynthesis UreEFGH,urease accessory protein UreF,ureF,4,C,4,H,524.7418634,343.5439094,281.0205859,383.1021196
N/A,tll1366,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,urease active site biosynthesis UreEFGH,urease accessory protein UreE,ureE,3,A,4,H,1098.928569,1106.726221,793.269299,999.6413633
N/A,tll1367,Signal transduction,Two-component systems,circadian clock,two component signal transduction system hydrid histidine kinase / response regulator with GAF domain,,2,B,2,F,782.4528394,521.3269526,674.5074541,659.4290821
N/A,tll1368,Energy metabolism,Nitrogen metabolism,None,ferredoxin-dependent glutamate synthase GlsF,glsF,4,C,3,G,27694.36065,25062.41338,22120.79822,24959.19075
N/A,tll1373,Defense and invasion systems,Detoxification and inactivation,oxygen and nitric oxide detoxification:photosystem I,flavodiiron protein Flv1,flv1,4,C,3,G,63819.2841,21261.72376,19752.5727,34944.52685
N/A,tll1374,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,4,C,4,H,2303.795761,371.9134805,160.830914,945.5133853
N/A,tll1375,Intracellular trafficking_ assembly_ and processing,Peptidases,peptidoglycan biosynthesis,D-alanyl-D-alanine carboxypeptidase DacB,dacB,2,B,4,H,259.8843493,178.6336435,227.4347602,221.984251
N/A,tll1376,Unknown function,Enzymes of unknown specificity,None,acetyltransferase GNAT family,,1,D,4,H,820.4885645,1253.822838,1277.010197,1117.1072
N/A,tll1379,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel2 transposase OrfB TnpB_ISTel2,tnpB_ISTel2,4,C,0,,153.8184695,51.82981563,43.75244238,83.13357584
N/A,tll1382,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,chitobiose uptake system ChiEFG?,ABC-type multiple sugar uptake system ChiG-like permease component,,4,C,0,,746.537923,478.5182297,403.3199131,542.7920219
N/A,tll1383,Transport and binding proteins,Unknown substrate,None,RND type transport system FtsX family permease component,,4,C,4,H,3127.011638,2132.353184,1775.661283,2345.008702
N/A,tll1384,Translation,Translation factors,release factors,peptidyl-tRNA hydrolase Pth1,pth1,4,C,1,E,8364.71097,4541.973469,1922.581241,4943.08856
N/A,tll1388,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,photosystem I biogenesis,photosystem I assembly protein Ycf4,ycf4,1,D,3,G,1162.205068,2657.800415,2970.358945,2263.45481
N/A,tll1394,Unknown function,General,None,hypothetical protein,,4,C,4,H,428.4697897,264.8428613,343.4558447,345.5894986
N/A,tll1395,Cell structure_ growth_ and death,Chromosome and assoicated proteins,None,putative Spo0A activation inhibitor Soj,soj,2,B,3,G,659.88661,358.2239251,955.8199243,657.9768198
N/A,tll1396,Unknown function,General,None,hypothetical protein,,4,C,4,H,6833.560035,3642.948765,1874.407442,4116.972081
N/A,tll1397,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,leucine biosynthesis from pyruvate and acetyl-CoA,2-isopropylmalate synthase LeuA,leuA,4,C,4,H,25846.70492,24953.60392,17002.06415,22600.791
N/A,tll1398,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,sirohydrochlorin cobaltochelatase CbiX,cbiX,1,D,1,E,124.5411683,967.869093,3465.139551,1519.183271
N/A,tll1399,Unknown function,General,None,hypothetical protein,,4,C,4,H,5117.122492,1766.810639,1089.092198,2657.67511
N/A,tll1400,Defense and invasion systems,Detoxification and inactivation,ergothioneine biosynthesis,ergothioneine biosynthesis protein EgtB,egtB,2,B,3,G,617.9211249,327.1124953,505.7843113,483.6059771
N/A,tll1401,Defense and invasion systems,Detoxification and inactivation,ergothioneine biosynthesis,ergothioneine biosynthesis protein EgtC,egtC,4,C,4,H,1279.833257,478.3293332,322.0242079,693.3955992
N/A,tll1403,Terpenoids and polyketides metabolism,Carotenoid metabolism,lycopene biosynthesis from isopentyl pyrophosphate (IPP),FMN-dependent isopentenyl-diphosphate delta-isomerase Idi,idi,1,D,3,G,868.904665,2110.9988,3306.468559,2095.457342
N/A,tll1404,Natural products biosynthesis,General,Isoprenoid biosynthesis,geranylgeranyl reductase family protein,,1,D,3,G,430.1765858,590.9641354,1384.120857,801.7538595
N/A,tll1405,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,CDF family iron uptake facilitator,,4,C,4,H,1578.635103,1150.958636,913.4337722,1214.342504
N/A,tll1406,Intracellular trafficking_ assembly_ and processing,Peptidases,None,periplasmic carboxyl-terminal serine protease CtpC,ctpC,4,C,2,F,20104.62649,18506.70114,13740.37529,17450.56764
N/A,tll1407,Unknown function,General,None,hypothetical protein,,1,D,3,G,2845.267147,6294.704023,5078.005992,4739.325721
N/A,tll1408,Amino acid metabolism,Arginine and proline metabolism,ornithine biosynthesis from glutamate_ acetylated branch,acetylglutamate kinase ArgB,argB,1,D,2,F,868.8988404,2470.620921,2171.136832,1836.885531
N/A,tll1409,Unknown function,General,None,uncharacterized protein,,1,D,3,G,2417.29927,2966.78553,3172.162737,2852.082512
N/A,tll1410,Unknown function,General,None,protein of unknown function DUF3571,,4,C,3,G,922.0163162,905.4216537,727.9385988,851.7921896
N/A,tll1411,Unknown function,General,None,extracellular protein with SCP domain,,2,B,3,G,1577.266483,795.9792645,1392.660364,1255.302037
N/A,tll1413,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyllide a biosynthesis from protoporphyrin IX,magnesium chelatase subunit BchD,bchD,1,D,3,G,4049.074029,6263.518303,6551.096632,5621.229655
N/A,tll1417,Transport and binding proteins,Unknown substrate,None,AEC family efflux carrier,,4,C,4,H,290.7402033,169.3830012,168.081008,209.4014042
N/A,tll1418,Transport and binding proteins,Cofactors and prosthetic groups,cobalt uptake system CbiOMNQ and nickel uptake system CbiKLMNOQ,ECF-type Co2+/Ni2+ uptake system permease component NikK,nikK,1,D,4,H,713.8097448,1100.314496,1681.746619,1165.290287
N/A,tll1419,Transport and binding proteins,Cations and iron carrying compounds,nickel uptake system CibKL,ECF-type Co2+/Ni2+ uptake system accessory component NikL,nikL,1,D,4,H,896.7759159,1356.860107,2759.652355,1671.096126
N/A,tll1420,Unknown function,General,None,hypothetical protein,,2,B,4,H,979.58374,653.1696076,1742.837086,1125.196811
N/A,tll1428,Carbohydrate metabolism,Fructose and mannose metabolism,fructose degradation,fructokinase ScrK,scrK,4,C,4,H,451.0434272,257.0893688,310.5344662,339.5557541
N/A,tll1433,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,None,DnaJ-class molecular chaperone,,1,D,1,E,399.8849478,570.4857707,774.4692083,581.6133089
N/A,tll1435,Unknown function,General,None,hypothetical protein,,1,D,3,G,4731.216371,6782.051774,6792.779593,6102.015912
N/A,tll1440,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase anaplerotic reactions,oxaloacetate decarboxylating malate dehydrogenase MaeA,maeA,1,D,3,G,1622.576689,3553.427889,6677.219779,3951.074785
N/A,tll1441,Unknown function,General,None,hypothetical protein,,3,A,4,H,14943.26516,14557.04758,6699.759164,12066.69063
N/A,tll1450,Nucleic acid metabolism,DNA replication_ recombination_ and repair,modulation of nucleotide pools,Nudix hydrolase family protein,,1,D,0,,363.1646776,688.8165353,699.9431267,583.9747799
N/A,tll1451,Defense and invasion systems,Detoxification and inactivation,peroxide detoxification,BCP-A family peroxiredoxin PrxQ-B1,prxQ-B1,1,D,3,G,2364.957722,3366.973434,4455.337832,3395.756329
N/A,tll1452,Unknown function,General,None,hypothetical protein,,4,C,4,H,777.7627647,271.7584817,163.4322931,404.3178465
N/A,tll1453,Unknown function,General,None,hypothetical protein,,4,C,4,H,4761.742663,2396.870664,1512.355424,2890.322917
N/A,tll1454,Defense and invasion systems,Detoxification and inactivation,peroxide detoxification,2-Cys family peroxiredoxin,,1,D,4,H,97280.31522,110471.787,135483.3475,114411.8166
N/A,tll1457,Translation,tRNA and rRNA base modification,16S and 23S rRNA modification,bifunctional 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase TlyA,tlyA,4,C,4,H,1488.03059,998.6074311,917.4534742,1134.697165
N/A,tll1458,Transport and binding proteins,Amino acids_ peptides and amines,glutathione upake system GsiABCD,ABC-type glutathione uptake system substrate-binding component GsiB,gsiB,4,C,4,H,3814.252984,1204.209253,1056.785329,2025.082522
N/A,tll1462,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,branched chain amino acid biosynthesis,branched-chain amino acid aminotransferase IlvE,ilvE,1,D,3,G,1776.777521,3601.7036,7229.352564,4202.611229
N/A,tll1463,Unknown function,General,None,protein of unknown function DUF389,,1,D,1,E,1638.810294,1735.809125,2362.80981,1912.47641
N/A,tll1464,Signal transduction,General,None,signal transduction protein with MEKHLA (PAS) sensory domain,,0,,4,H,1129.21855,1150.026146,1129.585377,1136.276691
N/A,tll1465,Unknown function,Enzymes of unknown specificity,None,class V pyridoxal-phosphate-dependent aminotransferase,,1,D,3,G,7907.36198,24950.31691,25366.13635,19407.93841
