RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions,resolved_locus_tag,resolution_method
,tll1107,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,1-acylglycerol-3-phosphate biosynthesis_ PlsX/Y pathway,acyl-phosphate glycerol 3-phosphate acyltransferase PlsY,plsY,4,H,2341.019407,2332.803513,2566.526525,2413.449815,tll1107,locus_tag:NCBI Locus Tag
,tll1108,Unknown function,General,,protein of unknown function DUF3086,,1,E,1999.778943,2372.124834,2165.621382,2179.175053,tll1108,locus_tag:NCBI Locus Tag
,tll1109,Unknown function,General,,protein of unknown function DUF3119,,1,E,3462.073782,4202.541882,3707.397808,3790.671158,tll1109,locus_tag:NCBI Locus Tag
,tll1110,Unknown function,General,,proline-rich protein,,1,E,14098.39405,14865.98282,12478.35352,13814.24346,tll1110,locus_tag:NCBI Locus Tag
,tll1111,Prosthetic groups_ cofactors_ and carriers,Biotin and lipoate metabolism,biotin biosynthesis,bifunctional biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase BirA,birA,0,,43.52809569,42.47838048,44.39139786,43.46595801,tll1111,locus_tag:NCBI Locus Tag
,tll1112,,,,,,2,F,90.60078398,73.54756508,130.1477519,98.09870033,tll1112,locus_tag:NCBI Locus Tag
,tll1114,,,,,,0,,20.7421754,9.478514766,25.08566651,18.43545223,tll1114,locus_tag:NCBI Locus Tag
,tll1116,Unknown function,General,,protein of unknown function DUF88,,4,H,25.03110149,51.75818222,81.57062038,52.7866347,tll1116,locus_tag:NCBI Locus Tag
,tll1117,Transport and binding proteins,Unknown substrate,,ABC-type transport system permease component,,4,H,889.3097262,1112.41593,1170.941659,1057.555772,tll1117,locus_tag:NCBI Locus Tag
,tll1125,Transport and binding proteins,Accesory functions,TonB energy transduction system,proton channel MotA/TolQ/ExbB family,,1,E,1475.482166,1563.094108,1385.816797,1474.79769,tll1125,locus_tag:NCBI Locus Tag
,tll1126,Transport and binding proteins,Anions,,BASS family bile acid:Na+ symporter,,0,,67.88260351,76.56550432,106.1085815,83.51889643,tll1126,locus_tag:NCBI Locus Tag
,tll1133,Unknown function,General,,DUF309 domain protein YpuF,ypuF,0,,69.58411905,72.14642756,75.39751076,72.37601912,tll1133,locus_tag:NCBI Locus Tag
,tll1141,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel2 transposase OrfB TnpB_ISTel2,tnpB_ISTel2,3,G,1640.996412,1229.910147,1214.594704,1361.833754,tll1141,locus_tag:NCBI Locus Tag
,tll1144,Translation,Transfer RNA biogenesis,tRNA aminoacylation,aspartyl-tRNA synthetase AspS,aspS,3,G,4739.05906,4118.97715,3013.520127,3957.185446,tll1144,locus_tag:NCBI Locus Tag
,tll1148,Cell structure_ growth_ and death,Microcompartments,B-carboxysome,carboxysome structural protein CcmO,ccmO,4,H,4252.777263,5557.332066,6478.959908,5429.689746,tll1148,locus_tag:NCBI Locus Tag
,tll1149,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,coenzyme A biosynthesis from pantothenate,type III pantothenate kinase CoaX,coaX,4,H,756.1941288,1007.305377,907.5583798,890.3526287,tll1149,locus_tag:NCBI Locus Tag
,tll1150,Regulatory functions,DNA interactions,,transcriptional repressor CalA,calA,3,G,2370.863574,2223.354063,1936.697766,2176.971801,tll1150,locus_tag:NCBI Locus Tag
,tll1152,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,4,H,40.70803143,73.5184033,170.1002658,94.77556685,tll1152,locus_tag:NCBI Locus Tag
,tll1155,Unknown function,Enzymes of unknown specificity,,metallo-beta lactamase domain protein,,4,H,563.2653516,628.6457257,740.6192359,644.1767711,tll1155,locus_tag:NCBI Locus Tag
,tll1156,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,,thymidylate synthase complementing protein,thy1,3,G,1536.431337,1265.579136,1162.317952,1321.442808,tll1156,locus_tag:NCBI Locus Tag
,tll1164,Unknown function,General,,hypothetical protein,,0,,248.7223289,217.927163,245.0467744,237.2320888,tll1164,locus_tag:NCBI Locus Tag
,tll1167,Unknown function,General,,protein containing domains DUF403,,3,G,714.5715619,571.723501,600.7669132,629.0206587,tll1167,locus_tag:NCBI Locus Tag
,tll1175,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel2 transposase OrfB TnpB_ISTel2,tnpB_ISTel2,2,F,3166.736198,2664.682289,3005.269036,2945.562508,tll1175,locus_tag:NCBI Locus Tag
,tll1181,Intracellular trafficking_ assembly_ and processing,Peptidases,,oligopeptidase A PrlC,prlC,1,E,8009.639943,8379.156246,7679.140046,8022.645412,tll1181,locus_tag:NCBI Locus Tag
,tll1182,Intracellular trafficking_ assembly_ and processing,Peptidases,,peptidase M23B,,1,E,16686.07357,17761.2848,14065.83788,16171.06542,tll1182,locus_tag:NCBI Locus Tag
,tll1183,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,cell elongation-specific transpeptidase MrdA,mrdA,3,G,1719.75672,1521.841426,1370.587401,1537.395182,tll1183,locus_tag:NCBI Locus Tag
,tll1186,Unknown function,Enzymes of unknown specificity,,phosphoketolase,,1,E,1096.774568,1183.73674,1119.498159,1133.336489,tll1186,locus_tag:NCBI Locus Tag
,tll1187,Nucleic acid metabolism,DNA degradation,,putative deoxyribonuclease YcfH,ycfH,3,G,2141.892721,1786.64468,1769.933798,1899.4904,tll1187,locus_tag:NCBI Locus Tag
,tll1189,Signal transduction,General,circadian clock,circadian phase modifier CpmA-like,,4,H,1057.870734,1381.156249,1494.32053,1311.115838,tll1189,locus_tag:NCBI Locus Tag
,tll1190,Intracellular trafficking_ assembly_ and processing,Peptidases,membrane protease,intramembrane metalloprotease,,1,E,7457.833317,8793.693256,8027.606926,8093.0445,tll1190,locus_tag:NCBI Locus Tag
,tll1191,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,heat shock,molecular chaperone HtpG,htpG,1,E,16504.49159,18055.082,15717.70504,16759.09288,tll1191,locus_tag:NCBI Locus Tag
,tll1192,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,protoporphyrin IX biosynthesis from uroporphyrinogen III,coproporphyrinogen III oxidase HemN-like,,4,H,260.2446487,293.7280707,322.8889974,292.2872389,tll1192,locus_tag:NCBI Locus Tag
,tll1193,Unknown function,General,,UPF0182 family membrane protein,,4,H,414.9305819,476.6378077,611.8749309,501.1477735,tll1193,locus_tag:NCBI Locus Tag
,tll1195,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,Chlorophyll biosynthesis | thylakoid membrane formation,photosynthetic pigment/protein complex formation Pitt,pitT,3,G,6068.483189,4522.942888,4324.715181,4972.047086,tll1195,locus_tag:NCBI Locus Tag
,tll1199,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,UDP-sugar metabolism,bifunctional polysaccharide chain length determinant / protein tyrosine autokinase,wzc,2,F,3909.674659,3640.830749,3792.547579,3781.017662,tll1199,locus_tag:NCBI Locus Tag
,tll1200,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,UDP-sugar metabolism,NAD-dependent epimerase/dehydratase family protein,,3,G,4749.789165,4391.602288,3995.244039,4378.878497,tll1200,locus_tag:NCBI Locus Tag
,tll1201,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,Lipopolysaccharide biosynthesis unusual sugar,UDP-N-acetyl-D-galactosamine dehydrogenase WbpO,wbpO,3,G,5469.816584,5051.183301,4827.791867,5116.263917,tll1201,locus_tag:NCBI Locus Tag
,tll1202,Unknown function,Enzymes of unknown specificity,UDP-sugar metabolism,glycosyl transferase family 4,,3,G,2829.75293,2072.180067,1748.38254,2216.771846,tll1202,locus_tag:NCBI Locus Tag
,tll1203,Unknown function,General,,membrane protein,,3,G,405.5425047,231.8653894,227.0119754,288.1399565,tll1203,locus_tag:NCBI Locus Tag
,tll1205,Regulatory functions,Protein interactions,serine/threonine protein kinases,serine/threonine protein kinase,,4,H,1901.016005,2051.69579,2049.020405,2000.5774,tll1205,locus_tag:NCBI Locus Tag
,tll1213,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,menaquinone-specific isochorismate synthase MenF,menF,3,G,1175.155864,953.5791275,780.8688837,969.8679583,tll1213,locus_tag:NCBI Locus Tag
,tll1221,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,O-succinylbenzoic acid--CoA ligase MenE,menE,0,,246.7034154,225.9124259,243.3218557,238.645899,tll1221,locus_tag:NCBI Locus Tag
,tll1225,Amino acid metabolism,Glycine_ serine and threonine metabolism,threonine biosynthesis from aspartate semialdehyde,threonine synthase ThrC,thrC,4,H,116.8046319,192.1754726,247.0666918,185.3489321,tlr0982,tier1:gene
,tll1227,Amino acid metabolism,Glycine_ serine and threonine metabolism,threonine biosynthesis from homoserine,threonine synthase ThrC,thrC,3,G,7819.411711,6402.613652,4963.980424,6395.335262,tll1227,locus_tag:NCBI Locus Tag
,tll1230,Unknown function,General,,hypothetical protein,,4,H,853.1549912,1020.915097,1055.657992,976.5760267,tll1230,locus_tag:NCBI Locus Tag
,tll1231,Unknown function,General,,membrane protein RDD family,,4,H,312.5102391,410.000049,497.4229742,406.6444208,tll1231,locus_tag:NCBI Locus Tag
,tll1237,Intracellular trafficking_ assembly_ and processing,Peptidases,UDP-N-acetylglucosamine biosynthesis from fructose-6-phosphate,glutamine--fructose-6-phosphate transaminase (isomerizing) GlmS,glmS,3,G,11075.47009,10109.17018,8218.962053,9801.200775,tll1237,locus_tag:NCBI Locus Tag
,tll1238,Unknown function,General,,hypothetical protein,,3,G,5201.772309,4447.555617,3476.935004,4375.420977,tll1238,locus_tag:NCBI Locus Tag
,tll1241,Unknown function,Enzymes of unknown specificity,,TIGR00268 family adenine nucleotide alpha hydrolase,,4,H,1348.044135,1509.433192,1644.069336,1500.515554,tll1241,locus_tag:NCBI Locus Tag
,tll1243,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA repair_ single strand breaks,single-stranded-DNA-specific exonuclease RecJ,recJ,0,,565.5323982,612.0895648,581.8173415,586.4797682,tll1243,locus_tag:NCBI Locus Tag
,tll1251,Unknown function,General,,hypothetical protein,,3,G,155.6569959,116.5647531,98.93309257,123.7182805,tll1251,locus_tag:NCBI Locus Tag
,tll1264,Unknown function,General,,hypothetical protein,,3,G,458.1431488,359.7651281,306.1354271,374.6812347,tll1264,locus_tag:NCBI Locus Tag
,tll1268,Terpenoids and polyketides metabolism,Carotenoid metabolism,phycobilisome,orange carotenoid binding protein beta subunit OcpB,ocpB,4,H,218.9025822,346.0287841,546.8086152,370.5799938,tll1268,locus_tag:NCBI Locus Tag
,tll1269,Terpenoids and polyketides metabolism,Carotenoid metabolism,phycobilisome,orange carotenoid binding protein alpha subunit OcpA,ocpA,4,H,3116.878113,3833.535318,5162.811448,4037.741627,tll1269,locus_tag:NCBI Locus Tag
,tll1273,Energy metabolism,Carbon fixation in prokaryotes,Calvin-Benson cycle_ Pentose phosphate pathway,ribose 5-phosphate isomerase RpiA,rpiA,3,G,17216.41354,13810.71285,10778.15925,13935.09521,tll1273,locus_tag:NCBI Locus Tag
,tll1275,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,phosphatidylglycerol biosynthesis,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase PgsA,pgsA,0,,479.5452023,509.4584044,469.4367674,486.1467914,tll1275,locus_tag:NCBI Locus Tag
,tll1276,Energy metabolism,Carbon fixation in prokaryotes,Calvin-Benson cycle,bifunctional fructose-1_6-bisphosphatase II / sedoheptulose-1_7-bisphosphatase GlpX,glpX,3,G,43321.80251,37176.11518,25491.13746,35329.68505,tll1276,locus_tag:NCBI Locus Tag
,tll1277,Unknown function,Enzymes of unknown specificity,,family 57 glycoside hydrolase,,4,H,3345.06327,3562.518999,3990.588434,3632.723568,tll1277,locus_tag:NCBI Locus Tag
,tll1278,Unknown function,Enzymes of unknown specificity,,fumarylacetoacetate (FAA) hydrolase family protein,,3,G,1804.704803,1454.082208,1115.342589,1458.0432,tll1278,locus_tag:NCBI Locus Tag
,tll1282,Signal transduction,Two-component systems,,two component signal transduction system hybrid histidine kinase / response regulator with GAF and PAS sensory domains,,4,H,1528.124827,1626.465354,2027.941237,1727.510473,TLL_RS12745,multi:NCBI Locus Tag
,tll1283,Energy metabolism,Electron transport,photosynthetic electron transport,cytochrome c6c (soluble cytochrome f) PetJ,petJ,3,G,98284.28911,90372.48166,73794.62,87483.79692,tll1283,locus_tag:NCBI Locus Tag
,tll1284,Energy metabolism,Photosynthesis,photosystem II other subunits in cyanobacteria,photosystem II cytochrome c550 PsbV2,psbV2,1,E,108593.7452,119671.6379,76077.06632,101447.4831,tll1284,locus_tag:NCBI Locus Tag
,tll1285,Energy metabolism,Photosynthesis,photosystem II other subunits in cyanobacteria,photosystem II cytochrome c550 PsbV,psbV,1,E,88830.45056,98350.82311,69612.0924,85597.78869,tll1285,locus_tag:NCBI Locus Tag
,tll1291,Unknown function,Enzymes of unknown specificity,,FGGY family carbohydrate kinase,,0,,144.63412,146.4106056,188.2810444,159.7752567,tll1291,locus_tag:NCBI Locus Tag
,tll1292,Unknown function,General,,protein of unknown function DUF1817,,4,H,676.2662742,1326.320559,2040.83815,1347.808328,tll1292,locus_tag:NCBI Locus Tag
,tll1297,Unknown function,General,,hypothetical protein,,3,G,1458.215899,1176.415744,1076.113143,1236.914929,tll1297,locus_tag:NCBI Locus Tag
,tll1298,Transport and binding proteins,Cations and iron carrying compounds,cobalt uptake system CbiOMNQ and nickel uptake system CbiKLMNOQ,ECF-type cobalt uptake system ATPase component CbiO,cbiO,4,H,1618.513867,1735.350272,1929.271675,1761.045271,tll1298,locus_tag:NCBI Locus Tag
,tll1299,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,pyruvate dehydrogenase dihydrolipoamide acetyltransferase E2 component PdhC,pdhC,3,G,18924.02664,18098.95035,14854.97051,17292.64917,tll1299,locus_tag:NCBI Locus Tag
,tll1300,Unknown function,General,,protein of unknown function DUF2869,,3,G,17778.17719,14295.68213,9072.067544,13715.30895,tll1300,locus_tag:NCBI Locus Tag
,tll1301,Fatty acid and lipid metabolism,Fatty acid degradation,Fatty acid activation,long-chain-fatty-acid:[acyl-carrier protein] ligase (AMP-forming) FadD,fadD,3,G,2875.915842,2524.095524,1931.418657,2443.810008,tll1301,locus_tag:NCBI Locus Tag
,tll1304,Intracellular trafficking_ assembly_ and processing,Peptidases,membrane protease,M50 family intramembrane metalloprotease,,4,H,2494.141074,3122.046047,4124.743044,3246.976721,tll1304,locus_tag:NCBI Locus Tag
,tll1307,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,precorrin-3B C17-methyltransferase CobJ,cobJ,4,H,432.4211283,431.7473619,551.8453729,472.004621,tll1307,locus_tag:NCBI Locus Tag
,tll1308,Unknown function,General,,hypothetical protein,,4,H,2070.834815,2348.843591,2638.840924,2352.839777,tll1308,locus_tag:NCBI Locus Tag
,tll1309,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP_ cyanopterine biosynthesis,Zn-dependent GTP cyclohydrolase I FolE,folE,4,H,4519.725671,5339.301301,6204.115987,5354.380986,tll1309,locus_tag:NCBI Locus Tag
,tll1310,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydroopterin biosynthesis,sepiapterin reductase Spr,spr,4,H,5287.215757,7963.647599,9052.078646,7434.314001,tll1310,locus_tag:NCBI Locus Tag
,tll1311,Fatty acid and lipid metabolism,Biosynthesis,acetyl-CoA carboxylase complex,acetyl-CoA carboxylase complex carboxyl transferase alpha subunit AccA,accA,3,G,10944.8337,10997.42501,10720.66412,10887.64094,tll1311,locus_tag:NCBI Locus Tag
,tll1312,Fatty acid and lipid metabolism,Biosynthesis,Heptadecane biosynthesis,fatty aldehyde-generating acyl-ACP reductase,,3,G,3101.114151,3001.360841,2890.684688,2997.719893,tll1312,locus_tag:NCBI Locus Tag
,tll1313,Fatty acid and lipid metabolism,Biosynthesis,Heptadecane biosynthesis,long-chain fatty aldehyde decarbonylase,,3,G,14576.26028,10240.00309,6244.214175,10353.49251,tll1313,locus_tag:NCBI Locus Tag
,tll1316,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,6-phosphofructokinase 1 PfkA,pfkA,4,H,2012.292393,2418.307258,3172.540094,2534.379915,tll1316,locus_tag:NCBI Locus Tag
,tll1318,Transport and binding proteins,Amino acids_ peptides and amines,neutral amino acid uptake sysetm NatABCDE,ABC-type neutral amino acid transport system ATPase component NatA,natA,4,H,1895.542759,2034.866074,2030.594358,1987.001063,tll1318,locus_tag:NCBI Locus Tag
,tll1319,Transport and binding proteins,Amino acids_ peptides and amines,neutral amino acid uptake sysetm NatABCDE,ABC-type netural amino acid transport system permease component NatC,natC,4,H,2836.516007,3374.258716,3512.054744,3240.943156,tll1319,locus_tag:NCBI Locus Tag
,tll1324,Transport and binding proteins,Unknown substrate,,ABC type tranport system permease component YCF38,ycf38,4,H,6884.683811,7881.059983,8229.992177,7665.245324,tll1324,locus_tag:NCBI Locus Tag
,tll1325,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis,putative HD superfamily hydrolase of NAD metabolism,,4,H,9166.782472,10242.1619,12889.83048,10766.25829,tll1325,locus_tag:NCBI Locus Tag
,tll1327,Nucleic acid metabolism,General,class II (B12-dependent) ribonucleotide reductase,adenosylcobalamin-dependent ribonucleotide-triphosphate reductase NrdJ,nrdJ,1,E,4963.282384,5397.060203,4560.853394,4973.731994,tll1327,locus_tag:NCBI Locus Tag
,tll1329,Transport and binding proteins,Unknown substrate,,ABC-type transport system ATPase component,,4,H,865.4922904,884.8024695,1072.112123,940.8022944,tll1329,locus_tag:NCBI Locus Tag
,tll1334,Defense and invasion systems,Detoxification and inactivation,,universal stress protein UspA family,,3,G,8654.62596,7570.921096,7365.143958,7863.563671,tll1334,locus_tag:NCBI Locus Tag
,tll1337,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis from cob(II)yrinate diamide,cobalamin 5'-phosphate synthase CobS,cobS,0,,46.86990915,46.09444335,43.27940894,45.41458715,tll1337,locus_tag:NCBI Locus Tag
,tll1338,Intracellular trafficking_ assembly_ and processing,Peptidases,,periplasmic processing peptidase PqqE,pqqE,4,H,569.5842087,659.706574,636.7333553,622.008046,tll1338,locus_tag:NCBI Locus Tag
,tll1339,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication elongation factors and DNA single strand breaks repair,DNA polymerase I PolA,polA,2,F,1222.747742,1107.123668,1200.194435,1176.688615,tll1339,locus_tag:NCBI Locus Tag
,tll1340,Transport and binding proteins,Unknown substrate,,ABC-type transport system ATPase component,,4,H,1617.609923,1712.324344,1746.75229,1692.228852,tll1340,locus_tag:NCBI Locus Tag
,tll1357,Transport and binding proteins,Cofactors and prosthetic groups,assimilatory nitrate reduction,Mot1-like molybdenum uptake transporter,,3,G,1816.919764,1524.955678,1581.381823,1641.085755,tll1357,locus_tag:NCBI Locus Tag
,tll1358,Unknown function,Enzymes of unknown specificity,,family 3 glycosyl transferase,,3,G,2372.551645,1925.172338,1754.762334,2017.495439,tll1358,locus_tag:NCBI Locus Tag
,tll1359,Regulatory functions,DNA interactions,assimilatory nitrate reduction,nitrite-responsive transcriptional regulator of nitrogen assimilation NtcB,ntcB,3,G,5382.318772,3248.901232,2425.565548,3685.595184,tll1359,locus_tag:NCBI Locus Tag
,tll1360,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,molybdopterin synthase catalytic subunit MoaE,moaE,4,H,668.1830259,794.2433367,998.7211384,820.3825003,tll1360,locus_tag:NCBI Locus Tag
,tll1362,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,bifunctional molybdenum cofactor biosynthesis protein / molybdopterin-guanine dinucleotide biosynthesis protein MoaC-MobA,moaC-MobA,3,G,4391.506597,4310.984409,4238.215514,4313.56884,tll1362,locus_tag:NCBI Locus Tag
,tll1363,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,molybdenum cofactor biosynthesis protein MoaA,moaA,3,G,1223.7414,1174.407507,1151.688593,1183.279167,tll1363,locus_tag:NCBI Locus Tag
,tll1364,Prosthetic groups_ cofactors_ and carriers,Molybdopterin and tungstate,molybdopterin biosynthesis,molybdopterin biosynthesis protein MoeA,moeA,3,G,2254.295786,2262.306472,1932.406785,2149.669681,tll1364,locus_tag:NCBI Locus Tag
,tll1365,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,urease active site biosynthesis UreEFGH,urease accessory protein UreF,ureF,4,H,281.0205859,371.4627466,435.4944103,362.6592476,tll1365,locus_tag:NCBI Locus Tag
,tll1366,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,urease active site biosynthesis UreEFGH,urease accessory protein UreE,ureE,4,H,793.269299,830.2863403,956.8759312,860.1438568,tll1366,locus_tag:NCBI Locus Tag
