gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
BL107_RS11860,,BL107_RS11860,BL107_17285,Protein Homology,2264571.0,2265719.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359208.1,NAD(P)/FAD-dependent oxidoreductase,WP_009790612.1,,,,,BL107_17285,2264571.0,2265719.0,+,CK_Syn_BL107_17285,ndbB,"GO:0055114,GO:0016491,GO:0050660",CK_00001150,"G.2,N","Electron transport,Regulatory functions","COG1252,bactNOG06758,bactNOG00901,cyaNOG00654","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.3,Transferred to 1.6.99.3,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity,flavin adenine dinucleotide binding",type 2 NADH dehydrogenase,"PF00070,PF07992,IPR001327,IPR023753","Pyridine nucleotide-disulphide oxidoreductase,Pyridine nucleotide-disulphide oxidoreductase,Description not found.,FAD/NAD(P)-binding domain","112,263","Energy metabolism / Electron transport,Regulatory functions / Protein interactions",,1.6.5.-
hflX,hflX,BL107_RS11865,BL107_17290,Protein Homology,2265716.0,2267383.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790613.1,GTPase HflX,WP_009790613.1,GO:0005525,,GTP binding|0005525||IEA,,BL107_17290,2265716.0,2267383.0,+,CK_Syn_BL107_17290,hflX,GO:0005525,CK_00001651,K.2,Ribosomal proteins: synthesis and modification,"COG2262,bactNOG00121,cyaNOG00541","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,GTP binding,GTPase,"TIGR03156,PF01926,PF13167,PS51705,IPR030394,IPR006073,IPR016496,IPR025121","GTP-binding protein HflX,50S ribosome-binding GTPase,GTP-binding GTPase N-terminal,HflX-type guanine nucleotide-binding (G) domain profile.,HflX-type guanine nucleotide-binding (G) domain,GTP binding domain,GTPase HflX,GTPase HflX%2C N-terminal",158,Protein synthesis / Ribosomal proteins: synthesis and modification,,
BL107_RS11870,,BL107_RS11870,BL107_17295,Protein Homology,2267380.0,2269185.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790614.1,SLC13 family permease,WP_009790614.1,"GO:0055085,GO:0016020",membrane|0016020||IEA,,transmembrane transport|0055085||IEA,BL107_17295,2267380.0,2269185.0,+,CK_Syn_BL107_17295,BL107_17295,"GO:0006813,GO:0055085,GO:0008324,GO:0016021",CK_00000189,Q.4,Cations and iron carrying compounds,"COG0471,bactNOG02191,cyaNOG01555,cyaNOG04883","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"potassium ion transport,transmembrane transport,potassium ion transport,transmembrane transport,cation transmembrane transporter activity,potassium ion transport,transmembrane transport,cation transmembrane transporter activity,integral component of membrane",putative sodium/potassium/sulfate transporter%2C DASS family,"PF03600,PF02080,PS01271,PS51202,IPR006037,IPR001898,IPR004680,IPR006037,IPR031312,IPR036721","Citrate transporter,TrkA-C domain,Sodium:sulfate symporter family signature.,RCK C-terminal domain profile.,Regulator of K+ conductance%2C C-terminal,Solute carrier family 13,Citrate transporter-like domain,Regulator of K+ conductance%2C C-terminal,Sodium/sulphate symporter%2C conserved site,Regulator of K+ conductance%2C C-terminal domain superfamily",145,Transport and binding proteins / Cations and iron carrying compounds,,
BL107_RS11875,,BL107_RS11875,BL107_17300,Protein Homology,2269221.0,2270636.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359205.1,TrkH family potassium uptake protein,WP_009790615.1,GO:0015079,,potassium ion transmembrane transporter activity|0015079||IEA,,BL107_17300,2269221.0,2270636.0,+,CK_Syn_BL107_17300,ktrB,"GO:0006813,GO:0055085",CK_00001151,Q.4,Cations and iron carrying compounds,"COG0168,bactNOG03400,bactNOG97656,cyaNOG01273","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"potassium ion transport,transmembrane transport",Ktr-type potassium uptake transporter%2C potassium-translocating subunit B,"PF02386,IPR003445","Cation transport protein,Cation transporter",145,Transport and binding proteins / Cations and iron carrying compounds,,
BL107_RS11880,,BL107_RS11880,BL107_17305,Protein Homology,2270667.0,2271371.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790616.1,TrkA family potassium uptake protein,WP_009790616.1,GO:0006813,,,potassium ion transport|0006813||IEA,BL107_17305,2270667.0,2271371.0,+,CK_Syn_BL107_17305,ktrA,"GO:0006813,GO:0055085",CK_00001152,Q.4,Cations and iron carrying compounds,"COG0569,bactNOG09502,cyaNOG00610,cyaNOG06135","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"potassium ion transport,transmembrane transport",Ktr-type potassium uptake system%2C NAD-binding component,"PF02080,PF02254,PS51202,PS51201,IPR006037,IPR003148","TrkA-C domain,TrkA-N domain,RCK C-terminal domain profile.,RCK N-terminal domain profile.,Regulator of K+ conductance%2C C-terminal,Regulator of K+ conductance%2C N-terminal",145,Transport and binding proteins / Cations and iron carrying compounds,,
BL107_RS11885,,BL107_RS11885,BL107_17310,Protein Homology,2271375.0,2272517.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359203.1,anhydro-N-acetylmuramic acid kinase,WP_037988590.1,,,,,BL107_17310,2271393.0,2272517.0,+,CK_Syn_BL107_17310,anmK,"GO:0006040,GO:0009254,GO:0005524,GO:0016773",CK_00001314,C.2,Murein sacculus and peptidoglycan,"COG2377,bactNOG00126,cyaNOG00551","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",2.7.1.170,anhydro-N-acetylmuramic acid kinase%3B anhMurNAc kinase%3B AnmK,"amino sugar metabolic process,peptidoglycan turnover,amino sugar metabolic process,peptidoglycan turnover,ATP binding,phosphotransferase activity%2C alcohol group as acceptor",anhydro-N-acetylmuramic acid kinase,"PF03702,IPR005338","Anhydro-N-acetylmuramic acid kinase,Anhydro-N-acetylmuramic acid kinase","100,89","Central intermediary metabolism / Amino sugars,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan",,2.7.1.170
BL107_RS11895,,BL107_RS11895,BL107_17320,Protein Homology,2272917.0,2273246.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006169910.1,hypothetical protein,WP_006169910.1,,,,,BL107_17320,2272917.0,2273246.0,+,CK_Syn_BL107_17320,BL107_17320,,CK_00055271,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
BL107_RS11900,,BL107_RS11900,BL107_17325,Protein Homology,2273294.0,2273524.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006169909.1,hypothetical protein,WP_006169909.1,,,,,BL107_17325,2273279.0,2273524.0,+,CK_Syn_BL107_17325,BL107_17325,,CK_00001155,,,"COG0047,NOG40810,COG1293,COG2873,bactNOG76111,cyaNOG08365","COG: METABOLISM [F] Nucleotide transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
BL107_RS11905,,BL107_RS11905,BL107_17330,GeneMarkS-2+,2273576.0,2273806.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_037988591.1,,,,,BL107_17330,2273576.0,2273752.0,-,CK_Syn_BL107_17330,BL107_17330,,CK_00043018,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
BL107_RS11910,,BL107_RS11910,BL107_17335,Protein Homology,2273794.0,2275545.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790621.1,ABC-F family ATP-binding cassette domain-containing protein,WP_009790621.1,GO:0005524,,ATP binding|0005524||IEA,,BL107_17335,2273794.0,2275545.0,+,CK_Syn_BL107_17335,BL107_17335,"GO:0015886,GO:0015439,GO:0005524,GO:0016887,GO:0043190",CK_00001156,Q.9, Unknown substrate,"COG0488,bactNOG00270,cyaNOG01170","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"heme transport,heme transport,ATPase-coupled heme transmembrane transporter activity,ATP binding,ATPase activity,heme transport,ATPase-coupled heme transmembrane transporter activity,ATP binding,ATPase activity,ATP-binding cassette (ABC) transporter complex",ABC transport system ATP-binding/permease protein%2C Uup family,"PF00005,PF12848,PS00211,PS50893,IPR017871,IPR003439","ABC transporter,ABC transporter,ABC transporters family signature.,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter%2C conserved site,ABC transporter-like",141,Transport and binding proteins / Unknown substrate,,
BL107_RS12440,,BL107_RS12440,BL107_17340,GeneMarkS-2+,2275667.0,2275849.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_232193095.1,,,,,BL107_17340,2275712.0,2275849.0,+,CK_Syn_BL107_17340,BL107_17340,,CK_00055721,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
BL107_RS11915,,BL107_RS11915,BL107_17345,Protein Homology,2275890.0,2277035.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790623.1,trypsin-like peptidase domain-containing protein,WP_009790623.1,,,,,BL107_17345,2275890.0,2277035.0,-,CK_Syn_BL107_17345,degQ,"GO:0006508,GO:0004252,GO:0030288",CK_00008096,L.5,Other,"COG0265,bactNOG01284,cyaNOG06031","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",3.4.21.-,,"proteolysis,proteolysis,serine-type endopeptidase activity,proteolysis,serine-type endopeptidase activity,outer membrane-bounded periplasmic space",serine endoprotease%2C periplasmic,"PF13180,PF13365,PS50106,IPR001478","PDZ domain,Trypsin-like peptidase domain,PDZ domain profile.,PDZ domain","189,703","Protein fate / Other,Unknown function / Enzymes of unknown specificity",,
BL107_RS11920,,BL107_RS11920,BL107_17350,Protein Homology,2277170.0,2277427.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790624.1,DUF2973 domain-containing protein,WP_009790624.1,,,,,BL107_17350,2277170.0,2277427.0,+,CK_Syn_BL107_17350,BL107_17350,,CK_00042327,I.2,Prophage functions,,,,,,bacteriophage-like protein,"PF11189,IPR021355","Protein of unknown function (DUF2973),Bacteriophage Syn9%2C Gp224",152,Mobile and extrachromosomal element functions / Prophage functions,,
BL107_RS11925,,BL107_RS11925,BL107_17355,Protein Homology,2277463.0,2277846.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790625.1,hypothetical protein,WP_009790625.1,,,,,BL107_17355,2277463.0,2277846.0,+,CK_Syn_BL107_17355,BL107_17355,,CK_00001157,,,"NOG46622,bactNOG55536,cyaNOG05184","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
hrpB,hrpB,BL107_RS11930,BL107_17365,Protein Homology,2278062.0,2280563.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790627.1,ATP-dependent helicase HrpB,WP_009790627.1,GO:0004386,,helicase activity|0004386||IEA,,BL107_17365,2278062.0,2280563.0,+,CK_Syn_BL107_17365,hrpB,"GO:0006139,GO:0008026,GO:0004386,GO:0003676,GO:0005524",CK_00001530,P.1,Degradation of RNA,"COG1643,bactNOG00172,cyaNOG05855","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",3.6.4.13,RNA helicase%3B CSFV NS3 helicase%3B DBP2%3B DbpA%3B DDX17%3B DDX25%3B DDX3%3B DDX3X%3B DDX3Y%3B DDX4%3B DDX5%3B DEAD-box protein DED1%3B DEAD-box RNA helicase%3B DEAH-box protein 2%3B DEAH-box RNA helicase%3B DED1%3B Dex(H/D) RNA helicase%3B EhDEAD1%3B EhDEAD1 RNA helicase%3B eIF4A helicase%3B KOKV helicase%3B Mtr4p%3B nonstructural protein 3 helicase%3B NPH-II%3B RHA%3B RNA helicase A%3B RNA helicase DDX3%3B RNA helicase Hera%3B RNA-dependent ATPase%3B TGBp1 NTPase/helicase domain%3B VRH1%3B GRTH/DDX25,"nucleobase-containing compound metabolic process,nucleobase-containing compound metabolic process,helicase activity,helicase activity,nucleic acid binding,ATP binding",ATP-dependent RNA helicase,"TIGR01970,PF00270,PF08482,PF04408,PF00271,PS51192,PS51194,IPR014001,IPR011545,IPR013689,IPR007502,IPR001650,IPR010225","ATP-dependent helicase HrpB,DEAD/DEAH box helicase,ATP-dependent helicase C-terminal,Helicase associated domain (HA2),Helicase conserved C-terminal domain,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.,Superfamilies 1 and 2 helicase C-terminal domain profile.,Helicase superfamily 1/2%2C ATP-binding domain,DEAD/DEAH box helicase domain,ATP-dependent RNA helicase HrpB%2C C-terminal,Helicase-associated domain,Helicase%2C C-terminal,ATP-dependent helicase HrpB",134,Transcription / Degradation of RNA,,3.6.4.13
BL107_RS12445,,BL107_RS12445,BL107_17370,Protein Homology,2280654.0,2280794.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620213.1,chlorophyll a/b-binding protein,WP_009790628.1,,,,,BL107_17370,2280654.0,2280794.0,+,CK_Syn_BL107_17370,hli,"GO:0009644,GO:0016020",CK_00000050,"D.1.2,D.1.7,J","Light,Trace metals,Photosynthesis and respiration","NOG145532,NOG268047,NOG294429,bactNOG79436,bactNOG80779,bactNOG76256,cyaNOG04638,cyaNOG08508","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"response to high light intensity,response to high light intensity,membrane",high light inducible protein,"PF00504,IPR022796,IPR023329","Chlorophyll A-B binding protein,Chlorophyll A-B binding protein,Chlorophyll a/b binding domain superfamily",149,Cellular processes / Adaptations to atypical conditions,,
BL107_RS11940,,BL107_RS11940,BL107_17375,Protein Homology,2280900.0,2281106.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790629.1,hypothetical protein,WP_009790629.1,,,,,BL107_17375,2280900.0,2281106.0,+,CK_Syn_BL107_17375,BL107_17375,GO:0016020,CK_00002164,R.2,Conserved hypothetical proteins,,,,,membrane,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved,,
xseA,xseA,BL107_RS11945,BL107_17380,Protein Homology,2281096.0,2282259.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790630.1,exodeoxyribonuclease VII large subunit,WP_009790630.1,"GO:0006308,GO:0008855,GO:0009318",exodeoxyribonuclease VII complex|0009318||IEA,exodeoxyribonuclease VII activity|0008855||IEA,DNA catabolic process|0006308||IEA,BL107_17380,2281096.0,2282259.0,+,CK_Syn_BL107_17380,xseA,"GO:0006281,GO:0008855",CK_00001316,F.1.3, Mismatch excision repair,"COG1570,bactNOG00828,cyaNOG02026","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",3.1.11.6,exodeoxyribonuclease VII%3B Escherichia coli exonuclease VII%3B E. coli exonuclease VII%3B endodeoxyribonuclease VII%3B exonuclease VII,"DNA repair,DNA repair,exodeoxyribonuclease VII activity",exodeoxyribonuclease VII%2C large subunit,"TIGR00237,PF02601,PF13742,IPR020579,IPR025824,IPR003753","exodeoxyribonuclease VII%2C large subunit,Exonuclease VII%2C large subunit,OB-fold nucleic acid binding domain,Exonuclease VII%2C large subunit%2C C-terminal,OB-fold nucleic acid binding domain,Exonuclease VII%2C large subunit",131,DNA metabolism / Degradation of DNA,,3.1.11.6
xseB,xseB,BL107_RS11950,BL107_17385,Protein Homology,2282256.0,2282552.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790631.1,exodeoxyribonuclease VII small subunit,WP_009790631.1,"GO:0006308,GO:0008855,GO:0009318",exodeoxyribonuclease VII complex|0009318||IEA,exodeoxyribonuclease VII activity|0008855||IEA,DNA catabolic process|0006308||IEA,BL107_17385,2282256.0,2282552.0,+,CK_Syn_BL107_17385,xseB,"GO:0006281,GO:0008855,GO:0009318",CK_00001730,F.1.3, Mismatch excision repair,"COG1722,NOG40377,bactNOG74065,cyaNOG08116","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",3.1.11.6,exodeoxyribonuclease VII%3B Escherichia coli exonuclease VII%3B E. coli exonuclease VII%3B endodeoxyribonuclease VII%3B exonuclease VII,"DNA repair,DNA repair,exodeoxyribonuclease VII activity,DNA repair,exodeoxyribonuclease VII activity,exodeoxyribonuclease VII complex",exodeoxyribonuclease VII%2C small subunit,"PF02609,IPR003761","Exonuclease VII small subunit,Exonuclease VII%2C small subunit",131,DNA metabolism / Degradation of DNA,,3.1.11.6
BL107_RS11955,,BL107_RS11955,BL107_17390,Protein Homology,2282545.0,2282895.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359192.1,DUF2834 domain-containing protein,WP_009790632.1,,,,,BL107_17390,2282545.0,2282895.0,+,CK_Syn_BL107_17390,BL107_17390,,CK_00001158,,,"NOG39629,COG1176,bactNOG53793,cyaNOG04674","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,Uncharacterized conserved membrane protein,"PF11196,IPR021362","Protein of unknown function (DUF2834),Protein of unknown function DUF2834",156,Hypothetical proteins / Conserved,,
BL107_RS11960,,BL107_RS11960,BL107_17395,Protein Homology,2282871.0,2283218.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790633.1,hypothetical protein,WP_009790633.1,,,,,BL107_17395,2282871.0,2283218.0,-,CK_Syn_BL107_17395,BL107_17395,"GO:0008270,GO:0005622",CK_00045052,"D.1.7,R.2","Trace metals,Conserved hypothetical proteins","COG1066,NOG46771,bactNOG70271,cyaNOG07795","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"zinc ion binding,zinc ion binding,intracellular",uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved,,
BL107_RS11965,,BL107_RS11965,BL107_17400,Protein Homology,2283272.0,2284213.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790634.1,YihY/virulence factor BrkB family protein,WP_009790634.1,GO:0016020,membrane|0016020||IEA,,,BL107_17400,2283272.0,2284213.0,-,CK_Syn_BL107_17400,BL107_17400,,CK_00001159,R.2,Conserved hypothetical proteins,"COG1295,bactNOG85333,bactNOG48637,bactNOG94042,cyaNOG09098,cyaNOG00071","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,virulence factor BrkB family protein,"TIGR00765,PF03631,IPR017039","YihY family inner membrane protein,Virulence factor BrkB,Virulence factor BrkB",185,Unclassified / Role category not yet assigned,,
BL107_RS05395,,BL107_RS05395,BL107_10376,Protein Homology,1037434.0,1037798.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360419.1,NAD(P)/FAD-dependent oxidoreductase,WP_009789266.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,BL107_10376,,,,,,,,,,,,,,,,,,,,,1.-.-.-
BL107_RS00350,,BL107_RS00350,BL107_RS00350,Protein Homology,65048.0,65671.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011365326.1,DUF3172 domain-containing protein,WP_037987805.1,,,,,BL107_05159,65048.0,65671.0,+,CK_Syn_BL107_05159,BL107_05159,,CK_00044597,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved membrane protein (DUF3172),"PF11371,IPR021511","Protein of unknown function (DUF3172),Protein of unknown function DUF3172",156,Hypothetical proteins / Conserved,position_merge:BL107_05159→None,
BL107_RS12480,,BL107_RS12480,BL107_RS12480,GeneMarkS-2+,110740.0,111801.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779351.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS01080,,BL107_RS01080,BL107_RS01080,Protein Homology,219623.0,220384.0,+,,,COORDINATES: protein motif:HMM:NF012888.4,sulfotransferase domain-containing protein,WP_071984212.1,"GO:0015016,GO:0016787",,"[heparan sulfate]-glucosamine N-sulfotransferase activity|0015016||IEA,hydrolase activity|0016787||IEA",,,,,,,,,,,,,,,,,,,,,,,
BL107_RS01105,,BL107_RS01105,BL107_RS01105,Protein Homology,226016.0,227002.0,+,,,COORDINATES: protein motif:HMM:NF027681.4,NAD(P)-dependent oxidoreductase,WP_037987846.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,BL107_17404,226016.0,227002.0,+,CK_Syn_BL107_17404,galE,"GO:0006012,GO:0003978,GO:0003978,GO:0003824,GO:0050662",CK_00056821,,,,,5.1.3.2,UDP-glucose 4-epimerase%3B UDP-galactose 4-epimerase%3B uridine diphosphoglucose epimerase%3B galactowaldenase%3B UDPG-4-epimerase%3B uridine diphosphate galactose 4-epimerase%3B uridine diphospho-galactose-4-epimerase%3B UDP-glucose epimerase%3B 4-epimerase%3B uridine diphosphoglucose 4-epimerase%3B uridine diphosphate glucose 4-epimerase%3B UDP-D-galactose 4-epimerase,"galactose metabolic process,galactose metabolic process,UDP-glucose 4-epimerase activity,UDP-glucose 4-epimerase activity,catalytic activity,coenzyme binding",UDP-glucose 4-epimerase GalE,"TIGR01179,PF13950,PF01370,IPR005886,IPR025308,IPR001509","UDP-glucose 4-epimerase GalE,Description not found.,NAD dependent epimerase/dehydratase family,UDP-glucose 4-epimerase,Description not found.,NAD-dependent epimerase/dehydratase",119,Energy metabolism / Sugars,position_merge:BL107_17404→None,
BL107_RS13185,,BL107_RS13185,BL107_RS13185,GeneMarkS-2+,255821.0,255943.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_255344614.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS01340,,BL107_RS01340,BL107_RS01340,Protein Homology,274074.0,274805.0,+,,,COORDINATES: protein motif:HMM:NF012888.4,sulfotransferase domain-containing protein,WP_071984214.1,"GO:0015016,GO:0016787",,"[heparan sulfate]-glucosamine N-sulfotransferase activity|0015016||IEA,hydrolase activity|0016787||IEA",,,,,,,,,,,,,,,,,,,,,,,
BL107_RS12490,,BL107_RS12490,BL107_RS12490,Protein Homology,274865.0,275875.0,-,,,COORDINATES: protein motif:HMM:NF012744.4,glycosyltransferase,WP_156779355.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,BL107_17415,274865.0,275875.0,-,CK_Syn_BL107_17415,,,CK_00009066,,,,,,,,conserved hypothetical protein distantly related to glycosyltransferases,"PF00534,IPR001296","Glycosyl transferases group 1,Glycosyl transferase%2C family 1",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,position_merge:BL107_17415→None,2.4.-.-
BL107_RS12495,,BL107_RS12495,BL107_RS12495,GeneMarkS-2+,277364.0,278149.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156779356.1,,,,,BL107_17416,277364.0,278149.0,-,CK_Syn_BL107_17416,,,CK_00009067,R.3,Enzymes of unknown specificity,,,,,,nucleotide-diphospho-sugar transferase,IPR029044,Nucleotide-diphospho-sugar transferases,703,Unknown function / Enzymes of unknown specificity,position_merge:BL107_17416→None,
BL107_RS12820,,BL107_RS12820,BL107_RS12820,Protein Homology,332884.0,333561.0,-,,,COORDINATES: protein motif:HMM:NF036807.4,sulfotransferase,WP_369791561.1,,,,,,,,,,,,,,,,,,,,,,,,,,
BL107_RS13030,,BL107_RS13030,BL107_RS13030,GeneMarkS-2+,339507.0,339962.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,tetratricopeptide repeat protein,WP_232192712.1,,,,,SynBL107_50001,339507.0,339962.0,+,CK_Syn_BL107_50001,,GO:0005515,CK_00002441,L.3,Protein folding and stabilization,COG0457,COG: POORLY CHARACTERIZED [R] General function prediction only,,,protein binding,tetratricopeptide repeat family protein,IPR011990,Tetratricopeptide-like helical domain superfamily,95,Protein fate / Protein folding and stabilization,position_merge:SynBL107_50001→None,
