am_hot1a3_id,locus_tag
AMHOT1A3_single_01919,ACZ81_09535
AMHOT1A3_single_01920,ACZ81_09540
AMHOT1A3_single_01921,ACZ81_09545
AMHOT1A3_single_01922,ACZ81_09550
AMHOT1A3_single_01923,ACZ81_09555
AMHOT1A3_single_01924,ACZ81_09560
AMHOT1A3_single_01925,ACZ81_09565
AMHOT1A3_single_01926,ACZ81_09570
AMHOT1A3_single_01927,ACZ81_09575
AMHOT1A3_single_01929,ACZ81_09595
AMHOT1A3_single_01930,ACZ81_09610
AMHOT1A3_single_01931,ACZ81_09615
AMHOT1A3_single_01932,ACZ81_RS21345
AMHOT1A3_single_01933,ACZ81_09620
AMHOT1A3_single_01934,ACZ81_09625
AMHOT1A3_single_01935,ACZ81_09630
AMHOT1A3_single_01936,ACZ81_09635
AMHOT1A3_single_01937,ACZ81_09640
AMHOT1A3_single_01938,ACZ81_09645
AMHOT1A3_single_01939,ACZ81_09650
AMHOT1A3_single_01940,ACZ81_09655
AMHOT1A3_single_01941,ACZ81_09660
AMHOT1A3_single_01942,ACZ81_09665
AMHOT1A3_single_01943,ACZ81_09670
AMHOT1A3_single_01944,ACZ81_09675
AMHOT1A3_single_01945,ACZ81_09680
AMHOT1A3_single_01946,ACZ81_09685
AMHOT1A3_single_01947,ACZ81_09690
AMHOT1A3_single_01948,ACZ81_09695
AMHOT1A3_single_01949,ACZ81_09700
AMHOT1A3_single_01950,ACZ81_09705
AMHOT1A3_single_01951,ACZ81_09710
AMHOT1A3_single_01952,ACZ81_09715
AMHOT1A3_single_01953,ACZ81_09720
AMHOT1A3_single_01954,ACZ81_09725
AMHOT1A3_single_01955,ACZ81_09730
AMHOT1A3_single_01956,ACZ81_09735
AMHOT1A3_single_01957,ACZ81_09740
AMHOT1A3_single_01958,ACZ81_09745
AMHOT1A3_single_01960,ACZ81_09755
AMHOT1A3_single_01961,ACZ81_09760
AMHOT1A3_single_01962,ACZ81_09765
AMHOT1A3_single_01963,ACZ81_09770
AMHOT1A3_single_01964,ACZ81_09775
AMHOT1A3_single_01965,ACZ81_09780
AMHOT1A3_single_01966,ACZ81_09785
AMHOT1A3_single_01967,ACZ81_09790
AMHOT1A3_single_01968,ACZ81_09795
AMHOT1A3_single_01969,ACZ81_09800
AMHOT1A3_single_01971,ACZ81_09815
AMHOT1A3_single_01972,ACZ81_09820
AMHOT1A3_single_01973,ACZ81_09825
AMHOT1A3_single_01974,ACZ81_09830
AMHOT1A3_single_01975,ACZ81_09835
AMHOT1A3_single_01976,ACZ81_09840
AMHOT1A3_single_01977,ACZ81_09845
AMHOT1A3_single_01978,ACZ81_09850
AMHOT1A3_single_01979,ACZ81_09855
AMHOT1A3_single_01980,ACZ81_09860
AMHOT1A3_single_01981,ACZ81_09865
AMHOT1A3_single_01982,ACZ81_09870
AMHOT1A3_single_01983,ACZ81_09875
AMHOT1A3_single_01984,ACZ81_09880
AMHOT1A3_single_01985,ACZ81_09885
AMHOT1A3_single_01986,ACZ81_09895
AMHOT1A3_single_01987,ACZ81_09900
AMHOT1A3_single_01988,ACZ81_09905
AMHOT1A3_single_01989,ACZ81_09910
AMHOT1A3_single_01990,ACZ81_09915
AMHOT1A3_single_01991,ACZ81_09920
AMHOT1A3_single_01992,ACZ81_09925
AMHOT1A3_single_01993,ACZ81_09930
AMHOT1A3_single_01994,ACZ81_09935
AMHOT1A3_single_01995,ACZ81_09940
AMHOT1A3_single_01996,ACZ81_09945
AMHOT1A3_single_01997,ACZ81_09950
AMHOT1A3_single_01998,ACZ81_09955
AMHOT1A3_single_01999,ACZ81_09960
AMHOT1A3_single_02000,ACZ81_09965
AMHOT1A3_single_02001,ACZ81_09970
AMHOT1A3_single_02002,ACZ81_09975
AMHOT1A3_single_02003,ACZ81_09980
AMHOT1A3_single_02004,ACZ81_09985
AMHOT1A3_single_02005,ACZ81_09990
AMHOT1A3_single_02006,ACZ81_09995
AMHOT1A3_single_02007,ACZ81_10000
AMHOT1A3_single_02008,ACZ81_10005
AMHOT1A3_single_02009,ACZ81_10010
AMHOT1A3_single_02010,ACZ81_10015
AMHOT1A3_single_02011,ACZ81_10020
AMHOT1A3_single_02012,ACZ81_10025
AMHOT1A3_single_02013,ACZ81_10030
AMHOT1A3_single_02014,ACZ81_10035
AMHOT1A3_single_02015,ACZ81_10040
AMHOT1A3_single_02016,ACZ81_10045
AMHOT1A3_single_02017,ACZ81_10050
AMHOT1A3_single_02018,ACZ81_10055
AMHOT1A3_single_02019,ACZ81_10060
AMHOT1A3_single_02020,ACZ81_10065
AMHOT1A3_single_02021,ACZ81_10070
AMHOT1A3_single_02022,ACZ81_10075
AMHOT1A3_single_02023,ACZ81_10080
AMHOT1A3_single_02024,ACZ81_10085
AMHOT1A3_single_02025,ACZ81_10090
AMHOT1A3_single_02026,ACZ81_10095
AMHOT1A3_single_02027,ACZ81_10100
AMHOT1A3_single_02028,ACZ81_10105
AMHOT1A3_single_02029,ACZ81_10110
AMHOT1A3_single_02030,ACZ81_10115
AMHOT1A3_single_02031,ACZ81_10120
AMHOT1A3_single_02032,ACZ81_10125
AMHOT1A3_single_02033,ACZ81_10130
AMHOT1A3_single_02034,ACZ81_10135
AMHOT1A3_single_02035,ACZ81_10140
AMHOT1A3_single_02036,ACZ81_10145
AMHOT1A3_single_02037,ACZ81_10150
AMHOT1A3_single_02038,ACZ81_10155
AMHOT1A3_single_02039,ACZ81_10160
AMHOT1A3_single_02040,ACZ81_10165
AMHOT1A3_single_02042,ACZ81_10170
AMHOT1A3_single_02043,ACZ81_10175
AMHOT1A3_single_02044,ACZ81_10180
AMHOT1A3_single_02045,ACZ81_10185
AMHOT1A3_single_02046,ACZ81_10190
AMHOT1A3_single_02047,ACZ81_10195
AMHOT1A3_single_02048,ACZ81_10200
AMHOT1A3_single_02049,ACZ81_10205
AMHOT1A3_single_02050,ACZ81_10210
AMHOT1A3_single_02051,ACZ81_RS21515
AMHOT1A3_single_02052,ACZ81_10220
AMHOT1A3_single_02053,ACZ81_10225
AMHOT1A3_single_02054,ACZ81_10230
AMHOT1A3_single_02055,ACZ81_10235
AMHOT1A3_single_02056,ACZ81_10240
AMHOT1A3_single_02057,ACZ81_10245
AMHOT1A3_single_02058,ACZ81_10250
AMHOT1A3_single_02059,ACZ81_10255
AMHOT1A3_single_02060,ACZ81_10260
AMHOT1A3_single_02061,ACZ81_10265
AMHOT1A3_single_02062,ACZ81_10270
AMHOT1A3_single_02063,ACZ81_10275
AMHOT1A3_single_02064,ACZ81_10280
AMHOT1A3_single_02067,ACZ81_10290
AMHOT1A3_single_02068,ACZ81_10295
AMHOT1A3_single_02069,ACZ81_10300
AMHOT1A3_single_02070,ACZ81_10305
AMHOT1A3_single_02071,ACZ81_10310
AMHOT1A3_single_02074,ACZ81_10320
AMHOT1A3_single_02075,ACZ81_10325
AMHOT1A3_single_02076,ACZ81_10330
AMHOT1A3_single_02077,ACZ81_10335
AMHOT1A3_single_02078,ACZ81_10340
AMHOT1A3_single_02079,ACZ81_10345
AMHOT1A3_single_02080,ACZ81_10350
AMHOT1A3_single_02081,ACZ81_10355
AMHOT1A3_single_02082,ACZ81_10360
AMHOT1A3_single_02083,ACZ81_10365
AMHOT1A3_single_02084,ACZ81_10370
AMHOT1A3_single_02085,ACZ81_10375
AMHOT1A3_single_02086,ACZ81_10380
AMHOT1A3_single_02087,ACZ81_10385
AMHOT1A3_single_02088,ACZ81_10390
AMHOT1A3_single_02089,ACZ81_10395
AMHOT1A3_single_02090,ACZ81_10400
AMHOT1A3_single_02091,ACZ81_10405
AMHOT1A3_single_02092,ACZ81_10410
AMHOT1A3_single_02093,ACZ81_10415
AMHOT1A3_single_02094,ACZ81_10420
AMHOT1A3_single_02095,ACZ81_10425
AMHOT1A3_single_02096,ACZ81_10430
AMHOT1A3_single_02097,ACZ81_10435
AMHOT1A3_single_02098,ACZ81_10440
AMHOT1A3_single_02099,ACZ81_10445
AMHOT1A3_single_02100,ACZ81_10450
AMHOT1A3_single_02101,ACZ81_10455
AMHOT1A3_single_02102,ACZ81_10460
AMHOT1A3_single_02106,ACZ81_10480
AMHOT1A3_single_02107,ACZ81_10485
AMHOT1A3_single_02108,ACZ81_10490
AMHOT1A3_single_02109,ACZ81_10495
AMHOT1A3_single_02110,ACZ81_10500
AMHOT1A3_single_02111,ACZ81_RS21850
AMHOT1A3_single_02113,ACZ81_10510
AMHOT1A3_single_02116,ACZ81_10525
AMHOT1A3_single_02117,ACZ81_10530
AMHOT1A3_single_02118,ACZ81_10535
AMHOT1A3_single_02119,ACZ81_10540
AMHOT1A3_single_02121,ACZ81_10550
AMHOT1A3_single_02122,ACZ81_10555
AMHOT1A3_single_02123,ACZ81_10560
AMHOT1A3_single_02124,ACZ81_10565
AMHOT1A3_single_02125,ACZ81_10570
AMHOT1A3_single_02126,ACZ81_10575
AMHOT1A3_single_02127,ACZ81_10580
AMHOT1A3_single_02128,ACZ81_10585
AMHOT1A3_single_02129,ACZ81_10590
AMHOT1A3_single_02130,ACZ81_10595
AMHOT1A3_single_02131,ACZ81_10600
AMHOT1A3_single_02132,ACZ81_10605
AMHOT1A3_single_02133,ACZ81_10610
AMHOT1A3_single_02134,ACZ81_10615
AMHOT1A3_single_02136,ACZ81_10620
AMHOT1A3_single_02137,ACZ81_10625
AMHOT1A3_single_02138,ACZ81_10630
AMHOT1A3_single_02139,ACZ81_10635
AMHOT1A3_single_02140,ACZ81_10640
AMHOT1A3_single_02142,ACZ81_10645
AMHOT1A3_single_02143,ACZ81_10655
AMHOT1A3_single_02144,ACZ81_10660
AMHOT1A3_single_02145,ACZ81_10665
AMHOT1A3_single_02146,ACZ81_10670
AMHOT1A3_single_02147,ACZ81_10675
AMHOT1A3_single_02148,ACZ81_10680
AMHOT1A3_single_02149,ACZ81_10685
AMHOT1A3_single_02150,ACZ81_10690
AMHOT1A3_single_02151,ACZ81_10695
AMHOT1A3_single_02152,ACZ81_10700
AMHOT1A3_single_02153,ACZ81_10705
AMHOT1A3_single_02154,ACZ81_10710
AMHOT1A3_single_02155,ACZ81_10715
AMHOT1A3_single_02156,ACZ81_10720
AMHOT1A3_single_02157,ACZ81_10725
AMHOT1A3_single_02158,ACZ81_10730
AMHOT1A3_single_02159,ACZ81_10735
AMHOT1A3_single_02160,ACZ81_10740
AMHOT1A3_single_02161,ACZ81_10745
AMHOT1A3_single_02162,ACZ81_10750
AMHOT1A3_single_02163,ACZ81_10755
AMHOT1A3_single_02164,ACZ81_10760
AMHOT1A3_single_02165,ACZ81_10765
AMHOT1A3_single_02166,ACZ81_10770
AMHOT1A3_single_02167,ACZ81_10775
AMHOT1A3_single_02168,ACZ81_10780
AMHOT1A3_single_02169,ACZ81_10785
AMHOT1A3_single_02170,ACZ81_10790
AMHOT1A3_single_02171,ACZ81_10795
AMHOT1A3_single_02172,ACZ81_10800
AMHOT1A3_single_02173,ACZ81_10805
AMHOT1A3_single_02174,ACZ81_10810
AMHOT1A3_single_02175,ACZ81_10815
AMHOT1A3_single_02176,ACZ81_10820
AMHOT1A3_single_02177,ACZ81_10825
AMHOT1A3_single_02178,ACZ81_10830
AMHOT1A3_single_02179,ACZ81_10835
AMHOT1A3_single_02180,ACZ81_10840
AMHOT1A3_single_02181,ACZ81_10845
AMHOT1A3_single_02182,ACZ81_10850
AMHOT1A3_single_02183,ACZ81_10855
AMHOT1A3_single_02184,ACZ81_10860
AMHOT1A3_single_02185,ACZ81_10865
AMHOT1A3_single_02186,ACZ81_10870
AMHOT1A3_single_02187,ACZ81_10875
AMHOT1A3_single_02188,ACZ81_10880
AMHOT1A3_single_02189,ACZ81_10885
AMHOT1A3_single_02190,ACZ81_10890
AMHOT1A3_single_02191,ACZ81_10895
AMHOT1A3_single_02192,ACZ81_10900
AMHOT1A3_single_02193,ACZ81_10910
AMHOT1A3_single_02194,ACZ81_10915
AMHOT1A3_single_02195,ACZ81_10925
AMHOT1A3_single_02196,ACZ81_10930
AMHOT1A3_single_02197,ACZ81_10935
AMHOT1A3_single_02198,ACZ81_10940
AMHOT1A3_single_02199,ACZ81_10945
AMHOT1A3_single_02201,ACZ81_10955
AMHOT1A3_single_02204,ACZ81_10960
AMHOT1A3_single_02205,ACZ81_10965
AMHOT1A3_single_02206,ACZ81_10970
AMHOT1A3_single_02208,ACZ81_10975
AMHOT1A3_single_02210,ACZ81_10985
AMHOT1A3_single_02211,ACZ81_10990
AMHOT1A3_single_02212,ACZ81_10995
AMHOT1A3_single_02213,ACZ81_11000
AMHOT1A3_single_02214,ACZ81_11005
AMHOT1A3_single_02215,ACZ81_11010
AMHOT1A3_single_02216,ACZ81_11015
AMHOT1A3_single_02217,ACZ81_11020
AMHOT1A3_single_02218,ACZ81_11025
AMHOT1A3_single_02219,ACZ81_11030
AMHOT1A3_single_02220,ACZ81_11035
AMHOT1A3_single_02221,ACZ81_11040
AMHOT1A3_single_02222,ACZ81_11045
AMHOT1A3_single_02223,ACZ81_11050
AMHOT1A3_single_02224,ACZ81_11055
AMHOT1A3_single_02225,ACZ81_11060
AMHOT1A3_single_02226,ACZ81_11065
AMHOT1A3_single_02227,ACZ81_11075
AMHOT1A3_single_02228,ACZ81_11080
AMHOT1A3_single_02229,ACZ81_11085
AMHOT1A3_single_02230,ACZ81_11090
AMHOT1A3_single_02231,ACZ81_11095
AMHOT1A3_single_02232,ACZ81_11100
AMHOT1A3_single_02233,ACZ81_11105
AMHOT1A3_single_02234,ACZ81_11110
AMHOT1A3_single_02235,ACZ81_11115
AMHOT1A3_single_02236,ACZ81_11120
AMHOT1A3_single_02237,ACZ81_11125
AMHOT1A3_single_02238,ACZ81_11130
AMHOT1A3_single_02239,ACZ81_11135
AMHOT1A3_single_02240,ACZ81_11140
AMHOT1A3_single_02241,ACZ81_11145
AMHOT1A3_single_02242,ACZ81_11150
AMHOT1A3_single_02243,ACZ81_11155
AMHOT1A3_single_02244,ACZ81_11160
AMHOT1A3_single_02245,ACZ81_11165
AMHOT1A3_single_02246,ACZ81_11170
AMHOT1A3_single_02247,ACZ81_11175
AMHOT1A3_single_02248,ACZ81_11180
AMHOT1A3_single_02249,ACZ81_11185
AMHOT1A3_single_02250,ACZ81_11190
AMHOT1A3_single_02251,ACZ81_11195
AMHOT1A3_single_02252,ACZ81_11200
AMHOT1A3_single_02253,ACZ81_11205
AMHOT1A3_single_02254,ACZ81_11210
AMHOT1A3_single_02255,ACZ81_11215
AMHOT1A3_single_02256,ACZ81_11220
AMHOT1A3_single_02257,ACZ81_11225
AMHOT1A3_single_02258,ACZ81_11230
AMHOT1A3_single_02259,ACZ81_11235
AMHOT1A3_single_02260,ACZ81_11240
AMHOT1A3_single_02261,ACZ81_11245
AMHOT1A3_single_02262,ACZ81_11250
AMHOT1A3_single_02263,ACZ81_11255
AMHOT1A3_single_02264,ACZ81_11260
AMHOT1A3_single_02265,ACZ81_11265
AMHOT1A3_single_02266,ACZ81_11270
AMHOT1A3_single_02267,ACZ81_11275
AMHOT1A3_single_02268,ACZ81_11280
AMHOT1A3_single_02269,ACZ81_11285
AMHOT1A3_single_02270,ACZ81_11290
AMHOT1A3_single_02271,ACZ81_11295
AMHOT1A3_single_02272,ACZ81_11300
AMHOT1A3_single_02273,ACZ81_11305
AMHOT1A3_single_02274,ACZ81_11310
AMHOT1A3_single_02275,ACZ81_11315
AMHOT1A3_single_02276,ACZ81_11320
AMHOT1A3_single_02277,ACZ81_11325
AMHOT1A3_single_02278,ACZ81_11330
AMHOT1A3_single_02279,ACZ81_11335
AMHOT1A3_single_02280,ACZ81_11340
AMHOT1A3_single_02281,ACZ81_11345
AMHOT1A3_single_02282,ACZ81_11350
AMHOT1A3_single_02283,ACZ81_11355
AMHOT1A3_single_02284,ACZ81_11360
AMHOT1A3_single_02285,ACZ81_11365
AMHOT1A3_single_02286,ACZ81_11370
AMHOT1A3_single_02287,ACZ81_11375
AMHOT1A3_single_02288,ACZ81_11380
AMHOT1A3_single_02289,ACZ81_11385
AMHOT1A3_single_02290,ACZ81_11390
AMHOT1A3_single_02291,ACZ81_11395
AMHOT1A3_single_02292,ACZ81_11400
AMHOT1A3_single_02293,ACZ81_11405
AMHOT1A3_single_02294,ACZ81_11410
AMHOT1A3_single_02295,ACZ81_11415
AMHOT1A3_single_02296,ACZ81_11420
AMHOT1A3_single_02297,ACZ81_11425
AMHOT1A3_single_02298,ACZ81_11430
AMHOT1A3_single_02299,ACZ81_11435
AMHOT1A3_single_02300,ACZ81_11440
AMHOT1A3_single_02301,ACZ81_11445
AMHOT1A3_single_02302,ACZ81_11450
AMHOT1A3_single_02303,ACZ81_11460
AMHOT1A3_single_02304,ACZ81_11465
AMHOT1A3_single_02305,ACZ81_RS11480
AMHOT1A3_single_02306,ACZ81_11475
AMHOT1A3_single_02307,ACZ81_11480
AMHOT1A3_single_02308,ACZ81_11485
AMHOT1A3_single_02309,ACZ81_11490
AMHOT1A3_single_02310,ACZ81_11500
AMHOT1A3_single_02311,ACZ81_11505
AMHOT1A3_single_02312,ACZ81_11510
AMHOT1A3_single_02313,ACZ81_11515
AMHOT1A3_single_02314,ACZ81_11520
AMHOT1A3_single_02315,ACZ81_11530
AMHOT1A3_single_02316,ACZ81_11535
AMHOT1A3_single_02317,ACZ81_11540
AMHOT1A3_single_02318,ACZ81_11545
AMHOT1A3_single_02319,ACZ81_11550
AMHOT1A3_single_02320,ACZ81_RS21355
AMHOT1A3_single_02321,ACZ81_11555
AMHOT1A3_single_02322,ACZ81_11560
AMHOT1A3_single_02323,ACZ81_11565
AMHOT1A3_single_02324,ACZ81_11570
AMHOT1A3_single_02325,ACZ81_11575
AMHOT1A3_single_02326,ACZ81_11580
AMHOT1A3_single_02327,ACZ81_11585
AMHOT1A3_single_02328,ACZ81_11590
AMHOT1A3_single_02329,ACZ81_11595
AMHOT1A3_single_02330,ACZ81_11600
AMHOT1A3_single_02331,ACZ81_11605
AMHOT1A3_single_02332,ACZ81_11610
AMHOT1A3_single_02333,ACZ81_11615
AMHOT1A3_single_02334,ACZ81_11620
AMHOT1A3_single_02335,ACZ81_11625
AMHOT1A3_single_02336,ACZ81_11635
AMHOT1A3_single_02337,ACZ81_11640
AMHOT1A3_single_02338,ACZ81_RS20885
AMHOT1A3_single_02339,ACZ81_11645
AMHOT1A3_single_02340,ACZ81_11650
AMHOT1A3_single_02341,ACZ81_11655
AMHOT1A3_single_02342,ACZ81_11660
AMHOT1A3_single_02343,ACZ81_11665
AMHOT1A3_single_02344,ACZ81_11670
AMHOT1A3_single_02345,ACZ81_11675
AMHOT1A3_single_02346,ACZ81_11680
AMHOT1A3_single_02347,ACZ81_11685
AMHOT1A3_single_02348,ACZ81_11690
AMHOT1A3_single_02349,ACZ81_11695
AMHOT1A3_single_02350,ACZ81_11700
AMHOT1A3_single_02351,ACZ81_11705
AMHOT1A3_single_02352,ACZ81_11710
AMHOT1A3_single_02353,ACZ81_11715
AMHOT1A3_single_02354,ACZ81_11720
AMHOT1A3_single_02355,ACZ81_11725
AMHOT1A3_single_02356,ACZ81_11730
AMHOT1A3_single_02357,ACZ81_11735
AMHOT1A3_single_02358,ACZ81_11740
AMHOT1A3_single_02359,ACZ81_11745
AMHOT1A3_single_02360,ACZ81_11750
AMHOT1A3_single_02361,ACZ81_11755
AMHOT1A3_single_02362,ACZ81_11770
AMHOT1A3_single_02363,ACZ81_11775
AMHOT1A3_single_02364,ACZ81_11780
AMHOT1A3_single_02365,ACZ81_11785
AMHOT1A3_single_02366,ACZ81_11790
AMHOT1A3_single_02367,ACZ81_11795
AMHOT1A3_single_02368,ACZ81_11800
AMHOT1A3_single_02370,ACZ81_11805
AMHOT1A3_single_02371,ACZ81_11810
AMHOT1A3_single_02372,ACZ81_11815
AMHOT1A3_single_02373,ACZ81_11820
AMHOT1A3_single_02374,ACZ81_11825
AMHOT1A3_single_02375,ACZ81_11830
AMHOT1A3_single_02376,ACZ81_11835
AMHOT1A3_single_02377,ACZ81_11840
AMHOT1A3_single_02378,ACZ81_11845
AMHOT1A3_single_02379,ACZ81_11850
AMHOT1A3_single_02380,ACZ81_11855
AMHOT1A3_single_02381,ACZ81_11860
AMHOT1A3_single_02382,ACZ81_11865
AMHOT1A3_single_02383,ACZ81_11870
AMHOT1A3_single_02384,ACZ81_11875
AMHOT1A3_single_02385,ACZ81_11880
AMHOT1A3_single_02386,ACZ81_11885
AMHOT1A3_single_02387,ACZ81_11890
AMHOT1A3_single_02388,ACZ81_11895
AMHOT1A3_single_02389,ACZ81_11900
AMHOT1A3_single_02390,ACZ81_11905
AMHOT1A3_single_02391,ACZ81_11910
AMHOT1A3_single_02392,ACZ81_11915
AMHOT1A3_single_02393,ACZ81_11920
AMHOT1A3_single_02394,ACZ81_11925
AMHOT1A3_single_02395,ACZ81_11930
AMHOT1A3_single_02396,ACZ81_11935
AMHOT1A3_single_02397,ACZ81_11940
AMHOT1A3_single_02398,ACZ81_11945
AMHOT1A3_single_02399,ACZ81_11950
AMHOT1A3_single_02400,ACZ81_11955
AMHOT1A3_single_02401,ACZ81_11960
AMHOT1A3_single_02402,ACZ81_11965
AMHOT1A3_single_02403,ACZ81_11970
AMHOT1A3_single_02404,ACZ81_11975
AMHOT1A3_single_02406,ACZ81_11980
AMHOT1A3_single_02407,ACZ81_11985
AMHOT1A3_single_02408,ACZ81_11990
AMHOT1A3_single_02409,ACZ81_11995
AMHOT1A3_single_02410,ACZ81_12000
AMHOT1A3_single_02411,ACZ81_12005
AMHOT1A3_single_02412,ACZ81_12010
AMHOT1A3_single_02413,ACZ81_12015
AMHOT1A3_single_02414,ACZ81_12020
AMHOT1A3_single_02415,ACZ81_12045
AMHOT1A3_single_02417,ACZ81_12055
AMHOT1A3_single_02418,ACZ81_12060
AMHOT1A3_single_02419,ACZ81_12065
AMHOT1A3_single_02420,ACZ81_12070
AMHOT1A3_single_02421,ACZ81_12075
AMHOT1A3_single_02422,ACZ81_12080
AMHOT1A3_single_02424,ACZ81_12090
AMHOT1A3_single_02425,ACZ81_12095
AMHOT1A3_single_02426,ACZ81_12100
AMHOT1A3_single_02427,ACZ81_12105
AMHOT1A3_single_02428,ACZ81_12110
AMHOT1A3_single_02429,ACZ81_12115
AMHOT1A3_single_02430,ACZ81_12120
AMHOT1A3_single_02432,ACZ81_12125
AMHOT1A3_single_02433,ACZ81_12130
AMHOT1A3_single_02434,ACZ81_12135
AMHOT1A3_single_02435,ACZ81_12140
AMHOT1A3_single_02436,ACZ81_12145
AMHOT1A3_single_02437,ACZ81_12150
AMHOT1A3_single_02438,ACZ81_RS12165
AMHOT1A3_single_02439,ACZ81_12160
AMHOT1A3_single_02440,ACZ81_12165
AMHOT1A3_single_02441,ACZ81_12170
AMHOT1A3_single_02442,ACZ81_12175
AMHOT1A3_single_02443,ACZ81_12180
AMHOT1A3_single_02444,ACZ81_12185
AMHOT1A3_single_02445,ACZ81_12190
AMHOT1A3_single_02446,ACZ81_RS20895
AMHOT1A3_single_02447,ACZ81_12195
AMHOT1A3_single_02448,ACZ81_12200
AMHOT1A3_single_02449,ACZ81_12205
AMHOT1A3_single_02450,ACZ81_12210
AMHOT1A3_single_02451,ACZ81_12215
AMHOT1A3_single_02452,ACZ81_12220
AMHOT1A3_single_02453,ACZ81_12225
AMHOT1A3_single_02454,ACZ81_12230
AMHOT1A3_single_02455,ACZ81_12235
AMHOT1A3_single_02456,ACZ81_12240
AMHOT1A3_single_02457,ACZ81_12245
AMHOT1A3_single_02458,ACZ81_12250
AMHOT1A3_single_02459,ACZ81_12255
AMHOT1A3_single_02460,ACZ81_12260
AMHOT1A3_single_02461,ACZ81_12265
AMHOT1A3_single_02462,ACZ81_12270
AMHOT1A3_single_02463,ACZ81_12275
AMHOT1A3_single_02464,ACZ81_12280
AMHOT1A3_single_02465,ACZ81_12285
AMHOT1A3_single_02466,ACZ81_12290
AMHOT1A3_single_02467,ACZ81_12295
AMHOT1A3_single_02468,ACZ81_12300
AMHOT1A3_single_02469,ACZ81_12305
AMHOT1A3_single_02470,ACZ81_12310
AMHOT1A3_single_02471,ACZ81_12315
AMHOT1A3_single_02472,ACZ81_12320
AMHOT1A3_single_02473,ACZ81_12325
AMHOT1A3_single_02474,ACZ81_12330
AMHOT1A3_single_02475,ACZ81_12335
AMHOT1A3_single_02476,ACZ81_12340
AMHOT1A3_single_02477,ACZ81_12345
AMHOT1A3_single_02478,ACZ81_12350
AMHOT1A3_single_02479,ACZ81_12355
AMHOT1A3_single_02480,ACZ81_12360
AMHOT1A3_single_02481,ACZ81_12365
AMHOT1A3_single_02482,ACZ81_12370
AMHOT1A3_single_02483,ACZ81_12375
AMHOT1A3_single_02484,ACZ81_12380
AMHOT1A3_single_02485,ACZ81_12385
AMHOT1A3_single_02486,ACZ81_12390
AMHOT1A3_single_02487,ACZ81_12395
AMHOT1A3_single_02488,ACZ81_12400
AMHOT1A3_single_02489,ACZ81_12405
AMHOT1A3_single_02490,ACZ81_12410
AMHOT1A3_single_02491,ACZ81_12415
AMHOT1A3_single_02492,ACZ81_12420
AMHOT1A3_single_02493,ACZ81_12425
AMHOT1A3_single_02494,ACZ81_12430
AMHOT1A3_single_02495,ACZ81_12435
AMHOT1A3_single_02496,ACZ81_12440
AMHOT1A3_single_02497,ACZ81_12445
AMHOT1A3_single_02498,ACZ81_12450
AMHOT1A3_single_02499,ACZ81_12455
AMHOT1A3_single_02500,ACZ81_12460
AMHOT1A3_single_02501,ACZ81_12465
AMHOT1A3_single_02502,ACZ81_12470
AMHOT1A3_single_02503,ACZ81_12475
AMHOT1A3_single_02504,ACZ81_12480
AMHOT1A3_single_02505,ACZ81_12485
AMHOT1A3_single_02506,ACZ81_12490
AMHOT1A3_single_02507,ACZ81_12495
AMHOT1A3_single_02508,ACZ81_12500
AMHOT1A3_single_02509,ACZ81_12505
AMHOT1A3_single_02510,ACZ81_12510
AMHOT1A3_single_02511,ACZ81_12515
AMHOT1A3_single_02512,ACZ81_12520
AMHOT1A3_single_02513,ACZ81_12525
AMHOT1A3_single_02514,ACZ81_12530
AMHOT1A3_single_02515,ACZ81_12535
AMHOT1A3_single_02516,ACZ81_12540
AMHOT1A3_single_02517,ACZ81_12545
AMHOT1A3_single_02518,ACZ81_12550
AMHOT1A3_single_02519,ACZ81_12555
AMHOT1A3_single_02520,ACZ81_12560
AMHOT1A3_single_02521,ACZ81_12565
AMHOT1A3_single_02522,ACZ81_12570
AMHOT1A3_single_02523,ACZ81_12575
AMHOT1A3_single_02524,ACZ81_12580
AMHOT1A3_single_02525,ACZ81_12585
AMHOT1A3_single_02526,ACZ81_12590
AMHOT1A3_single_02527,ACZ81_12595
AMHOT1A3_single_02528,ACZ81_12600
AMHOT1A3_single_02529,ACZ81_12605
AMHOT1A3_single_02530,ACZ81_12610
AMHOT1A3_single_02531,ACZ81_12615
AMHOT1A3_single_02532,ACZ81_12620
AMHOT1A3_single_02533,ACZ81_12625
AMHOT1A3_single_02534,ACZ81_12630
AMHOT1A3_single_02535,ACZ81_12635
AMHOT1A3_single_02536,ACZ81_12640
AMHOT1A3_single_02537,ACZ81_12645
AMHOT1A3_single_02538,ACZ81_12650
AMHOT1A3_single_02539,ACZ81_12655
AMHOT1A3_single_02540,ACZ81_12660
AMHOT1A3_single_02541,ACZ81_12665
AMHOT1A3_single_02542,ACZ81_12670
AMHOT1A3_single_02543,ACZ81_12675
AMHOT1A3_single_02544,ACZ81_12680
AMHOT1A3_single_02545,ACZ81_12685
AMHOT1A3_single_02546,ACZ81_12690
AMHOT1A3_single_02548,ACZ81_12695
AMHOT1A3_single_02549,ACZ81_12700
AMHOT1A3_single_02550,ACZ81_12705
AMHOT1A3_single_02551,ACZ81_12710
AMHOT1A3_single_02552,ACZ81_12715
AMHOT1A3_single_02553,ACZ81_12720
