seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,old_locus_tags,ec_numbers
NC_010475.1,SYNPCC7002_RS17110,,SYNPCC7002_RS17110,SYNPCC7002_A2723,Protein Homology,2850204,2850722,-,,,COORDINATES: protein motif:HMM:NF039907.4,metallopeptidase TldD-related protein,WP_315862535.1,,,,,SYNPCC7002_A2723,
NC_010475.1,SYNPCC7002_RS17115,,SYNPCC7002_RS17115,SYNPCC7002_A2724,Protein Homology,2850725,2851501,-,,,COORDINATES: protein motif:HMM:NF013673.5,PmbA/TldA family metallopeptidase,WP_012308317.1,"GO:0006508,GO:0008237",,metallopeptidase activity|0008237||IEA,proteolysis|0006508||IEA,SYNPCC7002_A2724,
NC_010475.1,SYNPCC7002_RS13480,,SYNPCC7002_RS13480,SYNPCC7002_A2726,Protein Homology,2851667,2852659,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002792215.1,ribose-phosphate pyrophosphokinase,WP_012308319.1,,,,,SYNPCC7002_A2726,
NC_010475.1,bioD,bioD,SYNPCC7002_RS13485,SYNPCC7002_A2727,Protein Homology,2852939,2853652,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308320.1,dethiobiotin synthase,WP_012308320.1,"GO:0009102,GO:0000287,GO:0004141,GO:0005524",,"magnesium ion binding|0000287||IEA,dethiobiotin synthase activity|0004141||IEA,ATP binding|0005524||IEA",biotin biosynthetic process|0009102||IEA,SYNPCC7002_A2727,6.3.3.3
NC_010475.1,SYNPCC7002_RS13490,,SYNPCC7002_RS13490,SYNPCC7002_A2728,Protein Homology,2853612,2854265,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308321.1,ABC transporter ATP-binding protein,WP_012308321.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,SYNPCC7002_A2728,
NC_010475.1,SYNPCC7002_RS13495,,SYNPCC7002_RS13495,SYNPCC7002_A2729,Protein Homology,2854801,2855439,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308322.1,cofactor assembly of complex C subunit B,WP_012308322.1,,,,,SYNPCC7002_A2729,
NC_010475.1,SYNPCC7002_RS13500,,SYNPCC7002_RS13500,SYNPCC7002_A2730,Protein Homology,2855581,2856081,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308323.1,pentapeptide repeat-containing protein,WP_012308323.1,,,,,SYNPCC7002_A2730,
NC_010475.1,SYNPCC7002_RS13505,,SYNPCC7002_RS13505,SYNPCC7002_A2732,Protein Homology,2856490,2857017,+,,,COORDINATES: protein motif:HMM:NF028007.5,FHA domain-containing protein,WP_041443672.1,GO:0051219,,phosphoprotein binding|0051219||IEA,,SYNPCC7002_A2732,
NC_010475.1,SYNPCC7002_RS13510,,SYNPCC7002_RS13510,SYNPCC7002_A2733,Protein Homology,2857051,2859003,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308326.1,FHA domain-containing protein,WP_012308326.1,,,,,SYNPCC7002_A2733,
NC_010475.1,SYNPCC7002_RS13515,,SYNPCC7002_RS13515,SYNPCC7002_A2734,Protein Homology,2859000,2859440,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308327.1,hypothetical protein,WP_012308327.1,,,,,SYNPCC7002_A2734,
NC_010475.1,SYNPCC7002_RS16230,,SYNPCC7002_RS16230,SYNPCC7002_A2735,Protein Homology,2859613,2861229,+,,,COORDINATES: protein motif:HMM:NF012298.5,protein kinase domain-containing protein,WP_012308328.1,,,,,SYNPCC7002_A2735,
NC_010475.1,SYNPCC7002_RS13525,,SYNPCC7002_RS13525,SYNPCC7002_A2736,Protein Homology,2861308,2863239,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308329.1,S9 family peptidase,WP_012308329.1,,,,,SYNPCC7002_A2736,3.4.-.-
NC_010475.1,SYNPCC7002_RS13530,,SYNPCC7002_RS13530,SYNPCC7002_A2737,Protein Homology,2863236,2864435,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308330.1,glutathione S-transferase family protein,WP_012308330.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,SYNPCC7002_A2737,
NC_010475.1,SYNPCC7002_RS13535,,SYNPCC7002_RS13535,SYNPCC7002_A2738,Protein Homology,2864563,2865660,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308331.1,mechanosensitive ion channel family protein,WP_041444038.1,GO:0008381,,mechanosensitive monoatomic ion channel activity|0008381||IEA,,SYNPCC7002_A2738,
NC_010475.1,SYNPCC7002_RS13540,,SYNPCC7002_RS13540,SYNPCC7002_A2739,Protein Homology,2865898,2866887,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308332.1,methyltransferase domain-containing protein,WP_012308332.1,GO:0008757,,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,,SYNPCC7002_A2739,
NC_010475.1,mutY,mutY,SYNPCC7002_RS13550,SYNPCC7002_A2741,Protein Homology,2867140,2868186,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308333.1,A/G-specific adenine glycosylase,WP_012308333.1,"GO:0006284,GO:0019104",,DNA N-glycosylase activity|0019104||IEA,base-excision repair|0006284||IEA,SYNPCC7002_A2741,3.2.2.31
NC_010475.1,SYNPCC7002_RS13555,,SYNPCC7002_RS13555,SYNPCC7002_A2742,Protein Homology,2868183,2868680,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308334.1,YchJ family protein,WP_041443673.1,,,,,SYNPCC7002_A2742,
NC_010475.1,SYNPCC7002_RS13560,,SYNPCC7002_RS13560,SYNPCC7002_A2743,Protein Homology,2868737,2869186,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308335.1,hypothetical protein,WP_041443675.1,,,,,SYNPCC7002_A2743,
NC_010475.1,selD,selD,SYNPCC7002_RS13565,SYNPCC7002_A2744,Protein Homology,2869296,2871488,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308336.1,selenide%2C water dikinase SelD,WP_012308336.1,"GO:0001887,GO:0004756,GO:0005524",,"selenide%2C water dikinase activity|0004756||IEA,ATP binding|0005524||IEA",selenium compound metabolic process|0001887||IEA,SYNPCC7002_A2744,2.7.9.3
NC_010475.1,SYNPCC7002_RS13570,,SYNPCC7002_RS13570,SYNPCC7002_A2745,Protein Homology,2871485,2872885,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308337.1,ABC transporter substrate-binding protein,WP_012308337.1,,,,,SYNPCC7002_A2745,
NC_010475.1,SYNPCC7002_RS13575,,SYNPCC7002_RS13575,SYNPCC7002_A2747,Protein Homology,2873287,2873601,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308339.1,GIY-YIG nuclease family protein,WP_012308339.1,,,,,SYNPCC7002_A2747,
NC_010475.1,ndhC,ndhC,SYNPCC7002_RS13580,SYNPCC7002_A2748,Protein Homology,2873857,2874219,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012411797.1,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit C,WP_012308340.1,,,,,SYNPCC7002_A2748,
NC_010475.1,ndhK,ndhK,SYNPCC7002_RS13585,SYNPCC7002_A2749,Protein Homology,2874210,2874941,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009545578.1,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit K,WP_012308341.1,,,,,SYNPCC7002_A2749,
NC_010475.1,SYNPCC7002_RS13590,,SYNPCC7002_RS13590,SYNPCC7002_A2750,Protein Homology,2874945,2875469,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008275062.1,NAD(P)H-quinone oxidoreductase subunit J,WP_012308342.1,,,,,SYNPCC7002_A2750,
NC_010475.1,SYNPCC7002_RS13595,,SYNPCC7002_RS13595,SYNPCC7002_A2751,GeneMarkS-2+,2875643,2876566,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012308343.1,,,,,SYNPCC7002_A2751,
NC_010475.1,SYNPCC7002_RS13600,,SYNPCC7002_RS13600,SYNPCC7002_A2752,Protein Homology,2876583,2877068,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308344.1,GNAT family N-acetyltransferase,WP_012308344.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,SYNPCC7002_A2752,2.3.-.-
NC_010475.1,SYNPCC7002_RS13605,,SYNPCC7002_RS13605,SYNPCC7002_A2753,GeneMarkS-2+,2877132,2877749,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,response regulator,WP_041443677.1,,,,,SYNPCC7002_A2753,
NC_010475.1,SYNPCC7002_RS13610,,SYNPCC7002_RS13610,SYNPCC7002_A2754,Protein Homology,2878046,2879500,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308346.1,ammonium transporter,WP_012308346.1,"GO:0072488,GO:0008519,GO:0016020",membrane|0016020||IEA,ammonium channel activity|0008519||IEA,ammonium transmembrane transport|0072488||IEA,SYNPCC7002_A2754,
NC_010475.1,SYNPCC7002_RS13615,,SYNPCC7002_RS13615,SYNPCC7002_A2756,Protein Homology,2879706,2880749,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308348.1,fatty acid desaturase,WP_012308348.1,GO:0006629,,,lipid metabolic process|0006629||IEA,SYNPCC7002_A2756,1.14.19.-
NC_010475.1,SYNPCC7002_RS13620,,SYNPCC7002_RS13620,SYNPCC7002_A2755,GeneMarkS-2+,2880803,2881027,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_045442321.1,,,,,SYNPCC7002_A2755,
NC_010475.1,SYNPCC7002_RS13625,,SYNPCC7002_RS13625,SYNPCC7002_A2757,Protein Homology,2881117,2881434,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308349.1,TMEM165/GDT1 family protein,WP_012308349.1,,,,,SYNPCC7002_A2757,
NC_010475.1,SYNPCC7002_RS13630,,SYNPCC7002_RS13630,SYNPCC7002_A2758,Protein Homology,2881514,2881801,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015132279.1,TMEM165/GDT1 family protein,WP_030007751.1,,,,,SYNPCC7002_A2758,
NC_010475.1,SYNPCC7002_RS13635,,SYNPCC7002_RS13635,SYNPCC7002_A2759,Protein Homology,2881894,2883105,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308351.1,M20 family metallopeptidase,WP_012308351.1,,,,,SYNPCC7002_A2759,
NC_010475.1,SYNPCC7002_RS13640,,SYNPCC7002_RS13640,SYNPCC7002_A2760,Protein Homology,2883110,2883763,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308352.1,cupin domain-containing protein,WP_012308352.1,,,,,SYNPCC7002_A2760,
NC_010475.1,SYNPCC7002_RS13645,,SYNPCC7002_RS13645,SYNPCC7002_A2761,Protein Homology,2883894,2885138,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308353.1,VWA domain-containing protein,WP_012308353.1,,,,,SYNPCC7002_A2761,
NC_010475.1,SYNPCC7002_RS13650,,SYNPCC7002_RS13650,SYNPCC7002_A2762,Protein Homology,2885155,2885370,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308354.1,RNA-binding S4 domain-containing protein,WP_012308354.1,,,,,SYNPCC7002_A2762,
NC_010475.1,SYNPCC7002_RS13655,,SYNPCC7002_RS13655,SYNPCC7002_A2763,Protein Homology,2885395,2886132,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308355.1,dienelactone hydrolase family protein,WP_012308355.1,"GO:0016787,GO:0005829",cytosol|0005829||IEA,hydrolase activity|0016787||IEA,,SYNPCC7002_A2763,3.1.-.-
NC_010475.1,SYNPCC7002_RS13660,,SYNPCC7002_RS13660,SYNPCC7002_A2764,Protein Homology,2886278,2888239,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308356.1,LysM peptidoglycan-binding domain-containing M23 family metallopeptidase,WP_012308356.1,,,,,SYNPCC7002_A2764,
NC_010475.1,SYNPCC7002_RS13670,,SYNPCC7002_RS13670,SYNPCC7002_A2765,Protein Homology,2888989,2889444,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308357.1,tRNA (cytidine(34)-2'-O)-methyltransferase,WP_012308357.1,,,,,SYNPCC7002_A2765,
NC_010475.1,gshA,gshA,SYNPCC7002_RS13675,SYNPCC7002_A2766,Protein Homology,2889501,2890646,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308358.1,glutamate--cysteine ligase,WP_012308358.1,"GO:0006750,GO:0004357",,glutamate-cysteine ligase activity|0004357||IEA,glutathione biosynthetic process|0006750||IEA,SYNPCC7002_A2766,6.3.2.2
NC_010475.1,SYNPCC7002_RS17015,,SYNPCC7002_RS17015,SYNPCC7002_A2767,Protein Homology,2890825,2890965,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308359.1,hypothetical protein,WP_012308359.1,,,,,SYNPCC7002_A2767,
NC_010475.1,cobA,cobA,SYNPCC7002_RS13685,SYNPCC7002_A2769,Protein Homology,2891214,2891984,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308361.1,uroporphyrinogen-III C-methyltransferase,WP_143589407.1,"GO:0019354,GO:0004851",,uroporphyrin-III C-methyltransferase activity|0004851||IEA,siroheme biosynthetic process|0019354||IEA,SYNPCC7002_A2769,2.1.1.107
NC_010475.1,SYNPCC7002_RS13690,,SYNPCC7002_RS13690,SYNPCC7002_A2770,Protein Homology,2891967,2893604,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308362.1,acetolactate synthase large subunit,WP_012308362.1,"GO:0000287,GO:0003824,GO:0030976",,"magnesium ion binding|0000287||IEA,catalytic activity|0003824||IEA,thiamine pyrophosphate binding|0030976||IEA",,SYNPCC7002_A2770,2.2.1.6
NC_010475.1,SYNPCC7002_RS13695,,SYNPCC7002_RS13695,SYNPCC7002_A2771,Protein Homology,2893654,2895018,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009543699.1,NAD-dependent succinate-semialdehyde dehydrogenase,WP_012308363.1,,,,,SYNPCC7002_A2771,
NC_010475.1,SYNPCC7002_RS13700,,SYNPCC7002_RS13700,SYNPCC7002_A2772,Protein Homology,2895186,2895710,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015135150.1,phycobiliprotein lyase,WP_045442612.1,GO:0017009,,,protein-phycocyanobilin linkage|0017009||IEA,SYNPCC7002_A2772,
NC_010475.1,SYNPCC7002_RS13705,,SYNPCC7002_RS13705,SYNPCC7002_RS13705,Protein Homology,2895822,2896022,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015135149.1,hypothetical protein,WP_030008230.1,,,,,,
NC_010475.1,SYNPCC7002_RS13710,,SYNPCC7002_RS13710,SYNPCC7002_A2773,Protein Homology,2896206,2897753,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308365.1,AAA family ATPase,WP_012308365.1,,,,,SYNPCC7002_A2773,
NC_010475.1,ald,ald,SYNPCC7002_RS13715,SYNPCC7002_A2774,Protein Homology,2897987,2899075,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308366.1,alanine dehydrogenase,WP_012308366.1,"GO:0042853,GO:0000286",,alanine dehydrogenase activity|0000286||IEA,L-alanine catabolic process|0042853||IEA,SYNPCC7002_A2774,1.4.1.1
NC_010475.1,SYNPCC7002_RS13720,,SYNPCC7002_RS13720,SYNPCC7002_A2775,Protein Homology,2899092,2900057,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308367.1,tyrosine-type recombinase/integrase,WP_012308367.1,"GO:0006310,GO:0015074,GO:0003677",,DNA binding|0003677||IEA,"DNA recombination|0006310||IEA,DNA integration|0015074||IEA",SYNPCC7002_A2775,
NC_010475.1,SYNPCC7002_RS13725,,SYNPCC7002_RS13725,SYNPCC7002_A2776,Protein Homology,2900206,2900916,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308368.1,hypothetical protein,WP_012308368.1,,,,,SYNPCC7002_A2776,
NC_010475.1,SYNPCC7002_RS13730,,SYNPCC7002_RS13730,SYNPCC7002_A2777,Protein Homology,2901120,2901584,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008202299.1,hypothetical protein,WP_012308369.1,,,,,SYNPCC7002_A2777,
NC_010475.1,SYNPCC7002_RS13735,,SYNPCC7002_RS13735,SYNPCC7002_A2778,Protein Homology,2901628,2902188,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308370.1,glutathione S-transferase family protein,WP_012308370.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,SYNPCC7002_A2778,
NC_010475.1,SYNPCC7002_RS13740,,SYNPCC7002_RS13740,SYNPCC7002_A2779,Protein Homology,2902289,2902426,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006195022.1,photosystem II reaction center protein K,WP_012308371.1,,,,,SYNPCC7002_A2779,
NC_010475.1,tgt,tgt,SYNPCC7002_RS13745,SYNPCC7002_A2780,Protein Homology,2902453,2903589,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308372.1,tRNA guanosine(34) transglycosylase Tgt,WP_086459451.1,"GO:0006400,GO:0008479,GO:0005737",cytoplasm|0005737||IEA,tRNA-guanosine(34) queuine transglycosylase activity|0008479||IEA,tRNA modification|0006400||IEA,SYNPCC7002_A2780,2.4.2.29
NC_010475.1,SYNPCC7002_RS13750,,SYNPCC7002_RS13750,SYNPCC7002_A2781,Protein Homology,2903671,2904126,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308373.1,hypothetical protein,WP_012308373.1,,,,,SYNPCC7002_A2781,
NC_010475.1,cobS,cobS,SYNPCC7002_RS13755,SYNPCC7002_A2782,Protein Homology,2904433,2905221,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308374.1,adenosylcobinamide-GDP ribazoletransferase,WP_012308374.1,"GO:0009236,GO:0008818,GO:0051073",,"cobalamin 5'-phosphate synthase activity|0008818||IEA,adenosylcobinamide-GDP ribazoletransferase activity|0051073||IEA",cobalamin biosynthetic process|0009236||IEA,SYNPCC7002_A2782,2.7.8.26
NC_010475.1,SYNPCC7002_RS13760,,SYNPCC7002_RS13760,SYNPCC7002_A2783,Protein Homology,2905201,2905638,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308375.1,PPC domain-containing protein,WP_012308375.1,,,,,SYNPCC7002_A2783,
NC_010475.1,SYNPCC7002_RS13790,,SYNPCC7002_RS13790,SYNPCC7002_A2789,Protein Homology,2911256,2913007,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308376.1,ABC transporter ATP-binding protein,WP_012308376.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,SYNPCC7002_A2789,7.-.-.-
NC_010475.1,SYNPCC7002_RS13795,,SYNPCC7002_RS13795,SYNPCC7002_A2790,Protein Homology,2913148,2914287,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308377.1,anhydro-N-acetylmuramic acid kinase,WP_012308377.1,,,,,SYNPCC7002_A2790,2.7.1.170
NC_010475.1,SYNPCC7002_RS13800,,SYNPCC7002_RS13800,SYNPCC7002_A2791,Protein Homology,2914281,2915198,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308378.1,histone deacetylase,WP_012308378.1,,,,,SYNPCC7002_A2791,
NC_010475.1,SYNPCC7002_RS13805,,SYNPCC7002_RS13805,SYNPCC7002_A2792,Protein Homology,2915239,2915583,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308379.1,hypothetical protein,WP_012308379.1,,,,,SYNPCC7002_A2792,
NC_010475.1,ftsY,ftsY,SYNPCC7002_RS13810,SYNPCC7002_A2793,Protein Homology,2915708,2917339,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308380.1,signal recognition particle-docking protein FtsY,WP_012308380.1,"GO:0006614,GO:0009306,GO:0003924,GO:0005047",,"GTPase activity|0003924||IEA,signal recognition particle binding|0005047||IEA","SRP-dependent cotranslational protein targeting to membrane|0006614||IEA,protein secretion|0009306||IEA",SYNPCC7002_A2793,
NC_010475.1,SYNPCC7002_RS13815,,SYNPCC7002_RS13815,SYNPCC7002_A2795,Protein Homology,2917519,2918301,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015133582.1,photosystem II S4 domain protein,WP_041444044.1,"GO:0015979,GO:0030095,GO:0030096","chloroplast photosystem II|0030095||IEA,plasma membrane-derived thylakoid photosystem II|0030096||IEA",,photosynthesis|0015979||IEA,SYNPCC7002_A2795,
NC_010475.1,SYNPCC7002_RS13820,,SYNPCC7002_RS13820,SYNPCC7002_A2796,Protein Homology,2918298,2919731,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308383.1,FAD-binding domain-containing protein,WP_012308383.1,,,,,SYNPCC7002_A2796,
NC_010475.1,ilvB,ilvB,SYNPCC7002_RS13825,SYNPCC7002_A2797,Protein Homology,2919846,2921621,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308384.1,biosynthetic-type acetolactate synthase large subunit,WP_012308384.1,"GO:0009082,GO:0000287,GO:0003984,GO:0030976,GO:0050660",,"magnesium ion binding|0000287||IEA,acetolactate synthase activity|0003984||IEA,thiamine pyrophosphate binding|0030976||IEA,flavin adenine dinucleotide binding|0050660||IEA",branched-chain amino acid biosynthetic process|0009082||IEA,SYNPCC7002_A2797,2.2.1.6
NC_010475.1,SYNPCC7002_RS13830,,SYNPCC7002_RS13830,SYNPCC7002_A2798,Protein Homology,2921989,2924106,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308385.1,hypothetical protein,WP_143589408.1,,,,,SYNPCC7002_A2798,
NC_010475.1,SYNPCC7002_RS13835,,SYNPCC7002_RS13835,SYNPCC7002_A2799,Protein Homology,2924260,2925549,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308386.1,proton extrusion protein PcxA,WP_012308386.1,,,,,SYNPCC7002_A2799,
NC_010475.1,SYNPCC7002_RS16770,,SYNPCC7002_RS16770,SYNPCC7002_A2800,GeneMarkS-2+,2925797,2925949,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012308387.1,,,,,SYNPCC7002_A2800,
NC_010475.1,SYNPCC7002_RS13840,,SYNPCC7002_RS13840,SYNPCC7002_A2801,Protein Homology,2926190,2926420,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308388.1,DUF433 domain-containing protein,WP_012308388.1,,,,,SYNPCC7002_A2801,
NC_010475.1,SYNPCC7002_RS13845,,SYNPCC7002_RS13845,SYNPCC7002_A2802,Protein Homology,2926504,2926779,+,,,COORDINATES: protein motif:HMM:NF037832.5,DUF5615 family PIN-like protein,WP_159449839.1,,,,,SYNPCC7002_A2802,
NC_010475.1,SYNPCC7002_RS13850,,SYNPCC7002_RS13850,SYNPCC7002_A2803,Protein Homology,2927084,2927611,-,,,COORDINATES: protein motif:HMM:NF028044.5,type IV pilin protein,WP_012308390.1,,,,,SYNPCC7002_A2803,
NC_010475.1,SYNPCC7002_RS17265,,SYNPCC7002_RS17265,SYNPCC7002_A2804,Protein Homology,2927780,2928352,-,,,COORDINATES: protein motif:HMM:NF028044.5,type IV pilin-like G/H family protein,WP_012308391.1,,,,,SYNPCC7002_A2804,
NC_010475.1,SYNPCC7002_RS13860,,SYNPCC7002_RS13860,SYNPCC7002_A2805,Protein Homology,2928687,2929079,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308392.1,endonuclease domain-containing protein,WP_012308392.1,,,,,SYNPCC7002_A2805,
NC_010475.1,SYNPCC7002_RS13865,,SYNPCC7002_RS13865,SYNPCC7002_A2806,Protein Homology,2929220,2930419,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015785362.1,argininosuccinate synthase,WP_012308393.1,"GO:0006526,GO:0004055,GO:0005524",,"argininosuccinate synthase activity|0004055||IEA,ATP binding|0005524||IEA",L-arginine biosynthetic process|0006526||IEA,SYNPCC7002_A2806,6.3.4.5
NC_010475.1,SYNPCC7002_RS13870,,SYNPCC7002_RS13870,SYNPCC7002_A2807,Protein Homology,2930623,2931576,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308394.1,ribonuclease Z,WP_012308394.1,"GO:0042780,GO:0016891",,RNA endonuclease activity%2C producing 5'-phosphomonoesters|0016891||IEA,tRNA 3'-end processing|0042780||IEA,SYNPCC7002_A2807,3.1.26.11
NC_010475.1,SYNPCC7002_RS13875,,SYNPCC7002_RS13875,SYNPCC7002_A2808,Protein Homology,2931568,2931903,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308395.1,hypothetical protein,WP_012308395.1,,,,,SYNPCC7002_A2808,
NC_010475.1,SYNPCC7002_RS13880,,SYNPCC7002_RS13880,SYNPCC7002_A2809,Protein Homology,2932105,2932818,-,,,COORDINATES: protein motif:HMM:NF012699.5,fatty acid desaturase,WP_049761683.1,GO:0006629,,,lipid metabolic process|0006629||IEA,SYNPCC7002_A2809,1.14.19.-
NC_010475.1,SYNPCC7002_RS13885,,SYNPCC7002_RS13885,SYNPCC7002_A2810,Protein Homology,2932931,2933893,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308397.1,orange carotenoid protein N-terminal domain-containing protein,WP_012308397.1,"GO:0016037,GO:0031404,GO:0030089",phycobilisome|0030089||IEA,chloride ion binding|0031404||IEA,light absorption|0016037||IEA,SYNPCC7002_A2810,
NC_010475.1,SYNPCC7002_RS13890,,SYNPCC7002_RS13890,SYNPCC7002_A2811,Protein Homology,2934129,2935514,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308398.1,TldD/PmbA family protein,WP_012308398.1,"GO:0006508,GO:0008270",,zinc ion binding|0008270||IEA,proteolysis|0006508||IEA,SYNPCC7002_A2811,
NC_010475.1,SYNPCC7002_RS13895,,SYNPCC7002_RS13895,SYNPCC7002_A2812,Protein Homology,2935883,2936161,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308399.1,4a-hydroxytetrahydrobiopterin dehydratase,WP_012308399.1,"GO:0006729,GO:0008124",,4-alpha-hydroxytetrahydrobiopterin dehydratase activity|0008124||IEA,tetrahydrobiopterin biosynthetic process|0006729||IEA,SYNPCC7002_A2812,4.2.1.96
NC_010475.1,SYNPCC7002_RS13900,,SYNPCC7002_RS13900,SYNPCC7002_A2813,Protein Homology,2936469,2938181,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308400.1,iron uptake porin,WP_012308400.1,"GO:0033212,GO:0015093,GO:0016020,GO:0046930","membrane|0016020||IEA,pore complex|0046930||IEA",ferrous iron transmembrane transporter activity|0015093||IEA,iron import into cell|0033212||IEA,SYNPCC7002_A2813,
NC_010475.1,SYNPCC7002_RS13905,,SYNPCC7002_RS13905,SYNPCC7002_A2814,Protein Homology,2938424,2939290,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012308401.1,NAD(P)-dependent oxidoreductase,WP_012308401.1,"GO:0050661,GO:0051287",,"NADP binding|0050661||IEA,NAD binding|0051287||IEA",,SYNPCC7002_A2814,1.1.-.-
