ID,day,organism,eggnog_predicted_gene_name,eggnog_predicted_gene_description,eggnog_predicted_COG,KEGG_predicted_gene_name,KEGG_predicted_KEGG_identifier,Marinobacter_LFC,Marinobacter_pvalue,Marinobacter_padj,Alteromonas_LFC,Alteromonas_pvalue,Alteromonas_padj,Thalassospira_1_LFC,Thalassospira_1_pvalue,Thalassospira_1_padj,Thalassospira_2_LFC,Thalassospira_2_pvalue,Thalassospira_2_padj,Pseudohoeflea_LFC,Pseudohoeflea_pvalue,Pseudohoeflea_padj,Community_LFC,Community_pvalue,Community_padj
1_712_MED4_genome,2,MED4,,Cyanobacteria-specific chaperone containing DNAJ domain fused to a membrane domain,O,,,0.621287833,0.012749499,0.032963376,0.070873353,0.864383657,0.931807523,-0.111188389,0.902662607,0.984628998,0.494294632,0.092233918,0.14197224,0.744462758,0.006167029,0.014086637,0.250852546,0.41139885,0.87318061
1_712_MED4_genome,5,MED4,,Cyanobacteria-specific chaperone containing DNAJ domain fused to a membrane domain,O,,,0.077069143,0.723761783,0.931243393,-0.019464594,0.897899289,1,-0.005864065,0.97585006,0.997083323,0.050077424,0.820556231,0.973618604,0.007553667,0.970725171,0.995008204,0.163056182,0.244187535,0.612323449
1_712_MED4_genome,4,MED4,,Cyanobacteria-specific chaperone containing DNAJ domain fused to a membrane domain,O,,,0.258521275,0.398846579,0.703027472,-0.147061401,0.310277378,0.582822595,0.191813992,0.521652381,0.688232187,0.52296799,0.002620754,0.00729633,0.380566899,0.068033321,0.169509739,-0.092825352,0.574101246,0.973047538
1_713_MED4_genome,4,MED4,hslO,Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress,O,hslO; molecular chaperone Hsp33,K04083,0.356842263,0.30758394,0.700302898,-0.526997431,0.004884393,0.183555703,0.387757511,0.276882787,0.497560181,0.499925972,0.01271652,0.02447739,0.275623438,0.269366972,0.43157127,-0.217653941,0.181139382,0.914195769
1_713_MED4_genome,2,MED4,hslO,Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress,O,hslO; molecular chaperone Hsp33,K04083,0.677258321,0.016621846,0.04039849,1.184147291,0.069477829,0.437141231,0.513903006,0.113974667,0.517601265,0.652423578,0.011668603,0.028923079,0.870118564,0.000498497,0.00250684,-0.010659381,0.966333636,0.991470674
1_713_MED4_genome,5,MED4,hslO,Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress,O,hslO; molecular chaperone Hsp33,K04083,-0.22936086,0.440592596,0.830249915,0.016401289,0.955279122,1,-0.422030129,0.160697737,0.569305531,-0.383677309,0.202644629,0.898808268,-0.176812785,0.542079462,0.921174855,-0.12403217,0.635732355,0.835502174
1_714_MED4_genome,4,MED4,,ATP-binding component,P,ecfA2; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],K16787,0.372476897,0.238297258,0.700302898,-0.484607708,0.011762011,0.224263503,0.279427492,0.52199599,0.688232187,0.779920844,0.000868208,0.003339114,0.332076598,0.12866885,0.265206932,0.061230405,0.753928053,0.996426336
1_714_MED4_genome,5,MED4,,ATP-binding component,P,ecfA2; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],K16787,-0.122048552,0.702750406,0.923381347,-0.223150417,0.457324799,1,0.011772208,0.967662652,0.997083323,-0.233738813,0.503985888,0.922965613,0.048718469,0.878221041,0.988363766,-0.024688898,0.931438069,0.971519017
1_714_MED4_genome,2,MED4,,ATP-binding component,P,ecfA2; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],K16787,0.976592528,0.001697835,0.009022708,0.558594042,0.255479295,0.558334158,0.665001495,0.095000625,0.50413315,0.602032036,0.046325418,0.081723581,1.031908529,0.00307225,0.008491788,0.478266526,0.145539607,0.860144317
1_715_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.053044384,0.831803377,0.966078772,0.025975498,0.845703041,1,0.189505312,0.235726986,0.616430756,-0.032804895,0.862759716,0.9845882,-0.146321312,0.498178336,0.912657903,0.05303156,0.650416679,0.840683945
1_715_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.123728744,0.598350642,0.785667521,-0.082906905,0.58188576,0.791644862,0.346645622,0.131189729,0.385344755,0.08215703,0.545301895,0.605529007,-0.318899328,0.052758076,0.14074415,0.016537421,0.902358642,1
1_715_MED4_genome,2,MED4,,Alternative locus ID,S,,,-0.324037952,0.068272803,0.117414551,1.264073238,0.045270719,0.437141231,0.521325205,0.197810421,0.606485612,-0.1278215,0.384975676,0.457352056,-0.218056246,0.355603617,0.419861431,-0.167071069,0.458762979,0.874893221
1_716_MED4_genome,2,MED4,rsmE,Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit,J,rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193],K09761,0.659083586,0.011143973,0.029857145,2.041095884,0.033202144,0.437141231,0.553881459,0.130086216,0.535882122,0.338709797,0.123796569,0.179617227,0.771582336,0.008353269,0.018029922,0.052947895,0.86650875,0.982622969
1_716_MED4_genome,5,MED4,rsmE,Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit,J,rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193],K09761,-0.696559177,0.069834829,0.724256163,-0.013241552,0.957783469,1,-0.315639593,0.304086802,0.661613034,-0.374706939,0.247519154,0.898808268,-0.558878925,0.194939895,0.893299861,-0.075331119,0.761686113,0.885713695
1_716_MED4_genome,4,MED4,rsmE,Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit,J,rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193],K09761,0.50180426,0.154166743,0.700302898,-0.685151514,0.028388616,0.269972931,0.704751388,0.043490093,0.366223526,0.624623625,0.025475239,0.04377275,-0.320299617,0.258826141,0.421360184,-0.264754195,0.32373754,0.952968986
1_717_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.001166175,0.998135191,1,0.334915836,0.454283758,1,-0.472991071,0.285255855,0.654704188,0.072960608,0.862602302,0.9845882,-0.013194163,0.974153386,0.995927969,0.201814536,0.606282158,0.820766755
1_717_MED4_genome,4,MED4,,Alternative locus ID,S,,,0.764194477,0.103695779,0.700302898,-0.384760383,0.06022443,0.321753409,0.858621272,0.074901945,0.369608821,0.729267217,0.023574336,0.041057388,-0.376631906,0.374706873,0.534381516,-0.014027076,0.950815432,1
1_717_MED4_genome,2,MED4,,Alternative locus ID,S,,,1.048158352,0.004618912,0.016400979,1.829134414,0.035122459,0.437141231,0.528211818,0.217469223,0.619037302,0.541479081,0.025865887,0.052303546,1.224017117,0.000506459,0.002533616,0.140576219,0.639302938,0.927276659
1_718_MED4_genome,2,MED4,tesA,Alternative locus ID,E,,,1.463750247,0.008249624,0.023830868,2.67571456,0.020913925,0.437141231,0.400183045,0.691387511,0.915980147,1.021291301,0.044496475,0.079366507,1.542521569,0.00166949,0.005358374,0.150052508,0.742485469,0.950696399
1_718_MED4_genome,5,MED4,tesA,Alternative locus ID,E,,,0.048436797,0.892310443,0.981763688,-0.287784144,0.236102615,1,0.25248731,0.389406569,0.709773439,-0.155352716,0.547966498,0.927669453,0.1473348,0.570711909,0.928891695,0.063175318,0.764368353,0.887094059
1_718_MED4_genome,4,MED4,tesA,Alternative locus ID,E,,,0.753028831,0.191173138,0.700302898,-0.316971447,0.192875117,0.476755055,0.95778763,0.073275712,0.369608821,1.371334828,0.00024196,0.00148976,0.535367624,0.251655691,0.414250713,-0.370960042,0.154673628,0.898889704
1_719_MED4_genome,5,MED4,,Phosphonate ABC transporter permease protein phnE,P,phnE; phosphonate transport system permease protein,K02042,0.336627273,0.426125363,0.825138104,0.117291153,0.771955817,1,0.407934031,0.28765199,0.654704188,0.180476146,0.637027048,0.9427804,0.066669904,0.864418992,0.988363766,0.114027692,0.753257544,0.881521768
1_719_MED4_genome,2,MED4,,Phosphonate ABC transporter permease protein phnE,P,phnE; phosphonate transport system permease protein,K02042,0.852050307,0.004023347,0.014863173,1.539090358,0.086395729,0.437141231,0.091427486,0.906313877,0.984744885,0.876451426,0.009859161,0.025540285,0.852982644,0.003324138,0.009019305,-0.187883511,0.575385999,0.90776364
1_719_MED4_genome,4,MED4,,Phosphonate ABC transporter permease protein phnE,P,phnE; phosphonate transport system permease protein,K02042,0.493479337,0.416808631,0.705983863,0.297881587,0.279965118,0.563745275,1.077141,0.050646149,0.366223526,1.396107725,0.000441199,0.002124167,0.465277168,0.336853683,0.49662005,0.230154291,0.397337967,0.952968986
1_72_MED4_genome,5,MED4,dap2,Esterase lipase thioesterase family active site,E,,,-0.324548949,0.452983535,0.831789079,-0.019490376,0.956546985,1,0.004716866,0.988174867,0.997453075,-0.035516643,0.925808721,0.99234312,-0.487379,0.267867426,0.893299861,-0.211159213,0.510005166,0.762709981
1_72_MED4_genome,2,MED4,dap2,Esterase lipase thioesterase family active site,E,,,0.922126002,0.00446611,0.016006338,1.552705225,0.072866276,0.437141231,0.571374895,0.16250242,0.56236273,0.71483314,0.012389909,0.030127867,1.054693788,0.001352719,0.004623794,-0.10036242,0.733712634,0.950696399
1_72_MED4_genome,4,MED4,dap2,Esterase lipase thioesterase family active site,E,,,0.919444272,0.052981004,0.700302898,-0.39834546,0.088938225,0.353207937,1.055446417,0.027797426,0.366223526,1.039577864,0.002333375,0.00680184,0.114784181,0.78179713,0.872650951,-0.178837274,0.467125742,0.95688207
1_720_MED4_genome,2,MED4,phnE,Alternative locus ID,P,phnC; phosphonate transport system ATP-binding protein [EC:7.3.2.2],K02041,0.824672245,0.001481075,0.008368076,0.484745634,0.402334578,0.657010687,-0.191206593,0.838190423,0.968711877,0.939198083,0.001162856,0.006570138,1.041395022,0.000212552,0.001436945,0.082795124,0.761744923,0.95641307
1_720_MED4_genome,5,MED4,phnE,Alternative locus ID,P,phnC; phosphonate transport system ATP-binding protein [EC:7.3.2.2],K02041,-0.453886183,0.166594416,0.724256163,-0.255881059,0.111068339,1,-0.416214107,0.086297249,0.554399076,-0.341799794,0.348383613,0.898808268,-0.747762029,0.065735412,0.893299861,-0.1724781,0.213907473,0.599003289
1_720_MED4_genome,4,MED4,phnE,Alternative locus ID,P,phnC; phosphonate transport system ATP-binding protein [EC:7.3.2.2],K02041,0.733480837,0.14807673,0.700302898,0.067063743,0.823582221,0.929472883,0.984622566,0.037585692,0.366223526,1.122578435,0.000226072,0.00142493,1.193774482,0.001397181,0.011230065,0.232207888,0.252217736,0.952968986
1_721_MED4_genome,2,MED4,phnD,Phosphonate ABC transporter phosphate-binding periplasmic component,P,phnD; phosphonate transport system substrate-binding protein,K02044,0.065936353,0.696652054,0.745138417,0.288683592,0.48565805,0.700565105,-0.092499825,0.729705598,0.931571466,0.214974815,0.248078607,0.32156478,0.120118236,0.548322398,0.608156655,-0.082813475,0.74319753,0.950696399
1_721_MED4_genome,5,MED4,phnD,Phosphonate ABC transporter phosphate-binding periplasmic component,P,phnD; phosphonate transport system substrate-binding protein,K02044,0.045180272,0.812753625,0.956678746,-0.040979578,0.736145616,1,-0.012165821,0.93575082,0.987296332,-0.031879795,0.858982009,0.9845882,-0.219576407,0.224386355,0.893299861,-0.0218785,0.83360921,0.920065688
1_721_MED4_genome,4,MED4,phnD,Phosphonate ABC transporter phosphate-binding periplasmic component,P,phnD; phosphonate transport system substrate-binding protein,K02044,0.406777738,0.136471518,0.700302898,0.191503153,0.147286355,0.426751466,0.480438684,0.049532178,0.366223526,0.369766587,0.007179983,0.01549747,0.195451842,0.286621049,0.44837055,0.17561351,0.153245235,0.898889704
1_722_MED4_genome,2,MED4,aspC,Alternative locus ID,E,aspB; aspartate aminotransferase [EC:2.6.1.1],K00812,0.390487832,0.048715342,0.090592615,0.16370611,0.613151086,0.781594715,0.054986096,0.865418952,0.973342979,0.258587933,0.17111205,0.236139547,0.329178665,0.095321751,0.134543045,0.055112893,0.818407786,0.975508812
1_722_MED4_genome,5,MED4,aspC,Alternative locus ID,E,aspB; aspartate aminotransferase [EC:2.6.1.1],K00812,0.344779087,0.097021149,0.724256163,0.204049973,0.151609315,1,0.307839747,0.069883221,0.548815156,0.12681412,0.484427659,0.922965613,0.227884148,0.200826342,0.893299861,0.152515904,0.188389825,0.583704603
1_722_MED4_genome,4,MED4,aspC,Alternative locus ID,E,aspB; aspartate aminotransferase [EC:2.6.1.1],K00812,0.115693076,0.69203231,0.837677421,-0.054909573,0.641795282,0.831347766,0.157861584,0.544424055,0.705218213,0.398981598,0.009063039,0.018620425,0.569583301,0.003451716,0.021514757,0.022292541,0.860298344,0.99956951
1_723_MED4_genome,4,MED4,,Alternative locus ID,L,udg; uracil-DNA glycosylase [EC:3.2.2.27],K21929,0.479802663,0.269260339,0.700302898,0.091591705,0.540379041,0.762936241,0.56268564,0.175853896,0.409890742,0.863502697,0.0002301,0.001444518,0.084407176,0.796680204,0.880565404,0.213115207,0.274938076,0.952968986
1_723_MED4_genome,2,MED4,,Alternative locus ID,L,udg; uracil-DNA glycosylase [EC:3.2.2.27],K21929,0.974514,0.001292515,0.007955473,1.144921284,0.090247471,0.437141231,0.613527402,0.242389675,0.642249056,0.952826812,0.012536051,0.030367913,0.948633241,0.001373137,0.004668665,-0.066173644,0.830066509,0.975508812
1_723_MED4_genome,5,MED4,,Alternative locus ID,L,udg; uracil-DNA glycosylase [EC:3.2.2.27],K21929,-0.157156516,0.546390677,0.861754097,-0.254579273,0.175351495,1,-0.404518014,0.122034484,0.561372668,-0.342501414,0.2726356,0.898808268,-0.254908459,0.2334381,0.893299861,-0.069903575,0.652959884,0.840806236
1_724_MED4_genome,5,MED4,ispG,"Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate",I,"gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]",K03526,-0.196025883,0.479598957,0.844840002,0.115194804,0.509115343,1,-0.221894263,0.331981319,0.686194792,-0.210524827,0.387607643,0.900846365,0.120240877,0.56167756,0.92859494,-0.005023129,0.976915216,0.994977345
1_724_MED4_genome,2,MED4,ispG,"Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate",I,"gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]",K03526,0.390152616,0.221878238,0.296816222,0.370430026,0.403577622,0.657010687,0.247448426,0.576963551,0.877450193,-0.002013817,0.995408507,0.999048977,0.395732397,0.19995656,0.257106126,0.118828597,0.757991279,0.95482049
1_724_MED4_genome,4,MED4,ispG,"Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate",I,"gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]",K03526,0.101342585,0.714463571,0.845032979,-0.072138165,0.725983423,0.878838069,0.180589195,0.467549495,0.644716901,0.358845743,0.030925477,0.051479932,-0.591874199,0.004300366,0.024996118,-0.157764292,0.3573589,0.952968986
1_725_MED4_genome,4,MED4,prc,Belongs to the peptidase S41A family,M,"E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]",K03797,0.449683372,0.129874188,0.700302898,0.022039385,0.874480164,0.949405134,0.465192134,0.129962072,0.385273364,0.539498621,0.002206547,0.006567442,-0.025472033,0.903090113,0.943871658,-0.142019439,0.30748678,0.952968986
1_725_MED4_genome,2,MED4,prc,Belongs to the peptidase S41A family,M,"E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]",K03797,0.590625966,0.022623389,0.050068582,0.833914533,0.093360638,0.437428747,0.549085548,0.098215104,0.507119408,0.271264182,0.304568021,0.379539031,0.789246915,0.009311709,0.019765516,0.190514259,0.539312608,0.901670601
1_725_MED4_genome,5,MED4,prc,Belongs to the peptidase S41A family,M,"E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]",K03797,-0.240942126,0.299967286,0.763038778,-0.140925043,0.441340344,1,-0.300120818,0.16269363,0.569305531,-0.146963323,0.502040982,0.922965613,-0.245844355,0.273654473,0.893299861,-0.140076045,0.424386981,0.712006455
1_726_MED4_genome,4,MED4,nadA,Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate,H,nadA; quinolinate synthase [EC:2.5.1.72],K03517,0.077309218,0.745354098,0.862386517,-0.1092028,0.350823343,0.61828591,0.355414713,0.123200782,0.379711408,0.096809956,0.409356617,0.474863564,-0.148993893,0.360658134,0.518969494,0.035229173,0.771760462,0.996613642
1_726_MED4_genome,5,MED4,nadA,Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate,H,nadA; quinolinate synthase [EC:2.5.1.72],K03517,0.212724129,0.361120093,0.803418975,0.045385442,0.773486131,1,0.26463433,0.169647044,0.569305531,0.205927165,0.374956304,0.900846365,-0.138492891,0.434709334,0.893299861,0.010900054,0.919624089,0.964791967
1_726_MED4_genome,2,MED4,nadA,Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate,H,nadA; quinolinate synthase [EC:2.5.1.72],K03517,-0.481716257,0.076934862,0.129869833,-0.75473949,0.067563602,0.437141231,-0.935044808,0.036062223,0.429731378,-0.398642515,0.199987441,0.269097537,-0.584528995,0.040333877,0.065329999,-0.69606183,0.065227603,0.860144317
1_727_MED4_genome,4,MED4,,Calcineurin-like phosphoesterase,S,,,0.451748503,0.254293902,0.700302898,-0.091262718,0.53451308,0.760708645,0.74312413,0.03899559,0.366223526,0.737543223,0.000507688,0.002311737,0.378088791,0.193693394,0.353806021,-0.060462353,0.678866824,0.990959855
1_727_MED4_genome,5,MED4,,Calcineurin-like phosphoesterase,S,,,-0.041827449,0.857836358,0.974224478,0.073602624,0.696104067,1,0.013429622,0.942893975,0.989240484,-0.038823366,0.853384432,0.9845882,-0.106441351,0.607702834,0.936304126,-0.049504362,0.748711108,0.880755688
1_727_MED4_genome,2,MED4,,Calcineurin-like phosphoesterase,S,,,0.579248186,0.007063122,0.021639963,0.802857139,0.139300066,0.466769001,0.26160774,0.470287239,0.813603571,0.778752286,0.00231078,0.009975301,0.70446203,0.002883219,0.008038698,-0.076220679,0.756504522,0.95482049
1_728_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.092012025,0.683326517,0.912855059,-0.191118777,0.220973395,1,-0.434594572,0.015448673,0.548815156,-0.012283202,0.945576858,0.995483434,-0.06789188,0.7226881,0.965659515,-0.15852683,0.153138292,0.558962513
1_728_MED4_genome,2,MED4,,Alternative locus ID,S,,,0.331766921,0.176725963,0.247081933,0.750177654,0.159074649,0.47857214,0.337976507,0.281085568,0.674841086,0.626226163,0.05224734,0.090015372,0.804991154,0.010668483,0.02184878,0.231421291,0.471916233,0.874893221
1_728_MED4_genome,4,MED4,,Alternative locus ID,S,,,0.427963539,0.155484005,0.700302898,0.478081165,0.006739773,0.193940213,0.487912575,0.072445909,0.369608821,0.191807417,0.193474566,0.248783028,0.003442856,0.98742202,0.997149563,-0.181040923,0.232551498,0.952519037
1_729_MED4_genome,2,MED4,,conserved protein,S,,,1.122579285,0.001278131,0.007894824,2.271093926,0.022524403,0.437141231,0.522096746,0.317895269,0.710760615,0.817072927,0.0219914,0.046423603,1.101006757,0.001222042,0.004348083,0.472321427,0.160789194,0.860144317
1_729_MED4_genome,5,MED4,,conserved protein,S,,,0.266956364,0.240932823,0.730823101,-0.120003075,0.447407356,1,0.077293273,0.631998288,0.863397704,0.019044616,0.917797502,0.991386417,0.048144734,0.791851381,0.98265278,0.463122508,0.004620356,0.452069697
1_729_MED4_genome,4,MED4,,conserved protein,S,,,0.812333776,0.032395029,0.700302898,0.09355251,0.489457804,0.727746471,0.750234967,0.06704485,0.366223526,0.955866365,0.000109771,0.000968901,0.585537432,0.039424954,0.117414254,0.389715773,0.045728237,0.775625398
1_73_MED4_genome,4,MED4,sufS,"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine",E,sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],K11717,0.418422539,0.234046774,0.700302898,0.185448353,0.173188686,0.456015602,0.567862999,0.077223756,0.369608821,0.605606622,0.001990428,0.006065298,0.478727902,0.053626162,0.142090838,0.03550793,0.811050878,0.998840664
1_73_MED4_genome,2,MED4,sufS,"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine",E,sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],K11717,0.239441404,0.237080505,0.312796463,0.415575578,0.359875643,0.628372407,0.178420261,0.539519096,0.855289181,0.447666386,0.062451745,0.104230932,0.425001914,0.054091891,0.083328407,-0.141096112,0.601974373,0.914120223
1_73_MED4_genome,5,MED4,sufS,"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine",E,sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],K11717,0.148426571,0.478083487,0.844840002,-0.029847799,0.816542966,1,0.050062504,0.7750314,0.930101147,-0.026840863,0.880057479,0.9845882,-0.095767575,0.582166091,0.932918934,-0.121428939,0.285380116,0.62653166
1_730_MED4_genome,5,MED4,aroB,Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ),E,aroB; 3-dehydroquinate synthase [EC:4.2.3.4],K01735,-0.148514262,0.475497435,0.844840002,-0.227839608,0.14788941,1,-0.325306286,0.091623476,0.557124971,-0.210917503,0.292469878,0.898808268,-0.050626895,0.796014355,0.982908582,-0.262256687,0.071487412,0.531349434
1_730_MED4_genome,2,MED4,aroB,Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ),E,aroB; 3-dehydroquinate synthase [EC:4.2.3.4],K01735,0.620511072,0.00858552,0.02457941,0.846473018,0.131871184,0.459754163,0.470753149,0.133269222,0.538581543,0.449634081,0.071837218,0.115528254,0.603475618,0.014368923,0.027329407,0.050805767,0.850863699,0.977357314
1_730_MED4_genome,4,MED4,aroB,Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ),E,aroB; 3-dehydroquinate synthase [EC:4.2.3.4],K01735,0.455451243,0.170899765,0.700302898,-0.19827084,0.133311293,0.403292903,0.409304309,0.196616614,0.427688919,0.663425525,0.002065751,0.006226774,0.579848556,0.013189265,0.053504829,-0.045421177,0.752187143,0.996426336
1_731_MED4_genome,5,MED4,purK,Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR),F,purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18],K01589,0.110106266,0.578629992,0.876794841,-0.021685388,0.879229519,1,0.129656285,0.416717341,0.728260736,0.141801657,0.470989792,0.922234289,0.053112934,0.767251725,0.975244142,0.043010232,0.724710383,0.870105403
1_731_MED4_genome,2,MED4,purK,Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR),F,purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18],K01589,0.020204545,0.898029406,0.918058504,-0.159186857,0.601242932,0.775680102,-0.244483542,0.434395667,0.786497716,0.210105469,0.197721712,0.266729921,0.094692362,0.515848388,0.577473632,-0.307534497,0.271950882,0.860144317
1_731_MED4_genome,4,MED4,purK,Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR),F,purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18],K01589,0.242360568,0.371176369,0.700302898,0.259973872,0.070670052,0.331483911,0.389947077,0.104564295,0.373711446,0.414652324,0.013713562,0.026031376,0.179718198,0.315651281,0.480480279,0.081555567,0.584315613,0.976502655
1_732_MED4_genome,5,MED4,,Alternative locus ID,S,,,0.160274556,0.563918617,0.869168374,-0.372968962,0.094531807,1,-0.111069357,0.638326751,0.864147773,0.161870066,0.620240915,0.938149783,0.107842093,0.751276242,0.971307192,-0.098670505,0.625716328,0.830977015
1_732_MED4_genome,2,MED4,,Alternative locus ID,S,,,-0.831732388,0.000855478,0.006251522,-0.46334711,0.197852193,0.51448988,-0.188612498,0.623536716,0.893224483,-0.872623321,0.001388211,0.007326246,-0.769770702,0.002422129,0.007158324,-0.021369085,0.935965584,0.991470674
1_732_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.216522623,0.530231974,0.746756321,0.2493431,0.073365792,0.331483911,-0.328816957,0.382414941,0.574835957,-0.808412999,0.000329728,0.001835965,-0.057052778,0.818925893,0.892318003,-0.144102729,0.275185634,0.952968986
1_733_MED4_genome,2,MED4,,,None,,,-1.122937856,0.000278957,0.003645418,-0.691302645,0.102228749,0.443298934,0.028868011,0.957274435,0.995627606,-1.222407521,0.000180486,0.00258829,-1.111588116,0.000109767,0.001029602,-0.19910032,0.478149888,0.874893221
1_733_MED4_genome,4,MED4,,,None,,,-0.290889757,0.465025241,0.713509176,0.076097804,0.540529008,0.762936241,-0.647610354,0.125304818,0.380497401,-1.06333493,0.0000634,0.000712114,-0.194480894,0.490832784,0.644050395,-0.281078279,0.053460088,0.789975602
1_733_MED4_genome,5,MED4,,,None,,,0.075483831,0.76859232,0.942330461,-0.465731402,0.035763012,1,-0.13758809,0.521436038,0.80015908,0.04842472,0.861554521,0.9845882,0.040107013,0.90115348,0.988363766,-0.218133064,0.254026418,0.612323449
1_734_MED4_genome,2,MED4,clpS,Involved in the modulation of the specificity of the ClpAP-mediated ATP-dependent protein degradation,T,clpS; ATP-dependent Clp protease adaptor protein ClpS,K06891,-0.396518103,0.11211815,0.171207446,-0.405933057,0.236037649,0.538753366,-0.804770633,0.036049383,0.429731378,-0.34071468,0.208702428,0.279190364,-0.528224759,0.037098683,0.060911598,-0.233663667,0.445249113,0.874893221
1_734_MED4_genome,5,MED4,clpS,Involved in the modulation of the specificity of the ClpAP-mediated ATP-dependent protein degradation,T,clpS; ATP-dependent Clp protease adaptor protein ClpS,K06891,0.180939985,0.377287353,0.818023708,0.081892517,0.562735003,1,-0.114154851,0.513297389,0.797770456,-0.038061046,0.850476403,0.9845882,0.028400276,0.893970408,0.988363766,0.234640079,0.124807964,0.544349914
1_734_MED4_genome,4,MED4,clpS,Involved in the modulation of the specificity of the ClpAP-mediated ATP-dependent protein degradation,T,clpS; ATP-dependent Clp protease adaptor protein ClpS,K06891,-0.113675273,0.634104527,0.81045562,0.312380529,0.154118661,0.433472837,-0.092588284,0.699741248,0.814101891,-0.353896316,0.074954231,0.108916095,-0.311398623,0.093761436,0.215334785,0.056585009,0.802867686,0.998840664
