GENE,t=0h,t=3h,t=6h,t=12h,t=24h,t=48h,Nitrite,Urea,ANNOTATION
PMT1704,0.277620918,0.076830459,0.404663008,0.145977191,0.356593661,0.427375855,0.300090193,0.509424488,conserved hypothetical protein
PMT1705,0.025943362,-0.032100246,-0.06258658,-0.261491008,0.000292018,0.088553283,-0.008040239,-0.272632975,possible N-acetylmuramoyl-L-alanine amidase
PMT1706,0.09406594,0.102423041,-0.057292255,-0.036989161,-0.027012992,0.02474287,0.172709615,-0.130569656,hemF Coproporphyrinogen III oxidase
PMT1707,-0.033777814,-0.01680265,0.163931853,0.198970155,-0.002553723,-0.536450573,-0.000600172,-0.149110892,MRP protein homolog
PMT1708,-0.072588476,0.140940579,-0.157186058,-0.097512596,-1.021113234,*-2.80781293715525,-0.01840081,0.233369489,rodA rod shape determining protein
PMT1709,-0.339194284,0.023358149,-0.24997186,0.77445466,0.380211986,-0.844161273,-0.079019731,0.111393225,Conserved hypothetical protein
PMT1710,0.075237838,0.155168747,-0.023395941,-0.306242275,**-1.00133525732822,**-2.70897962692360,-0.0619075,-0.285241231,psaD Photosystem I protein PsaD
PMT1711,-0.070073399,-0.296204277,-0.478290317,-0.402058218,-0.973967348,-0.227979289,-0.275122481,-0.464547551,trpE Anthranilate synthase component I and chorismatebinding enzyme
PMT1712,-0.297379279,-0.277567516,-0.34377809,0.263420397,0.609040617,-0.486497999,-0.078745693,0.222457911,conserved hypothetical protein
PMT1713,-0.037726764,-0.016477042,-0.040707105,0.100644685,-0.197997839,-0.268017302,-0.026704921,0.184273351,ppc Phosphoenolpyruvate carboxylase
PMT1714,0.399359171,-0.067156354,-0.44741878,-0.334604953,0.116268474,1.521621468,0.052435858,-0.679078085,conserved hypothetical protein
PMT1715,0.71096979,0.495710818,0.227901412,-0.350561119,-0.16960669,-0.1505996,-0.207978648,0.027347272,recF putative DNA repair and genetic recombinationprotein RecF
PMT1716,-0.706181251,0.150021658,0.075456022,0.107228128,-0.292141474,-0.846816098,-0.641206768,-0.54178902,DUF206
PMT1717,0.225848485,-0.148392249,0.426971324,-0.491202487,-0.237963677,0.271029627,0.07181149,0.184323344,conserved hypothetical protein
PMT1718,0.234830607,-0.07659543,0.149342949,0.419607879,0.497035613,0.189523388,0.23099574,*0.87267590985092,ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
PMT1719,-0.040360813,0.065488678,0.3187217,0.148682764,-0.246180156,-0.557888592,-0.13706211,-0.148502546,moeB molybdopterin biosynthesis protein
PMT1720,0.115311248,-0.239782617,0.294183007,-0.763161135,0.599178723,1.026023061,0.386643051,0.405555742,conserved hypothetical protein
PMT1721,-0.021600698,-0.035673124,0.099044532,0.770711371,*0.985181284613974,-0.279994897,-0.173593149,-0.539846027,conserved hypothetical protein
PMT1722,-0.092038993,0.064365709,0.128691657,-0.197911121,0.151542801,0.673585049,-0.181675728,0.189175997,conserved hypothetical protein
PMT1723,0.161500597,0.088255475,0.08874959,0.010371382,0.076787715,0.200380057,0.017053622,0.648934923,conserved hypothetical protein
PMT1724,0.091434553,-0.10291135,-0.117160695,-0.272060655,0.034829722,-0.854117723,0.045137072,0.26829246,Prephenate dehydrogenase
PMT1725,0.185032235,0.111384678,0.319877262,-0.391781835,-0.597258465,-0.338020522,0.023001532,0.371391559,conserved hypothetical protein
PMT1726,0.35622627,0.238746335,0.247736731,0.588021007,0.616243533,0.379546591,-0.05045324,0.410523836,conserved hypothetical protein
PMT1727,0.047659823,-0.040375067,-0.150928125,0.178462352,0.643493882,0.22683056,-0.354807309,0.633942926,recA RecA bacterial DNA recombination protein
PMT1728,-0.349597251,-0.386101658,-1.028738494,-1.165683577,-0.742352868,0.484772438,-0.058485721,7.41E-06,conserved hypothetical protein
PMT1729,0.157521493,0.113589832,-0.040590307,0.207865254,0.203296685,-0.702257914,0.175003231,0.356140668,AAA ATPase superfamily
PMT1730,-0.128528212,-0.195942401,*-0.935342928124726,-0.487369354,-0.764546783,0.706544576,-0.067524968,-0.025267174,conserved hypothetical protein
PMT1731,-0.053217441,0.085518734,0.164376051,-0.372416815,-0.143808081,-0.341342193,-0.252433372,0.012022745,conserved hypothetical protein
PMT1732,-0.266044965,-0.289651238,**-1.11190616193332,**-2.13379962169127,**-2.46628588049861,**-1.96922754478956,-0.281277643,-0.277639355,"rpl3, rplC 50S ribosomal protein L3"
PMT1733,-0.570162461,-0.662677624,**-1.84080003292572,**-2.55256618506013,**-2.55707557745535,**-4.48596134436379,-0.379579621,0.121613748,"rpl4, rplD 50S ribosomal protein L4"
PMT1734,-0.484501506,-0.597060338,**-1.84221544450854,**-2.28784551023378,**-2.88774787696643,**-2.80945670746010,-0.284020616,0.601452329,"rpl23, rplW 50S ribosomal protein L23"
PMT1735,-0.095715573,-0.474039906,**-1.30209196147267,**-1.56198288792781,**-2.55547260993308,**-1.99185157710513,-0.292122241,*0.851893891326334,"rpl2, rplB 50S ribosomal protein L2"
PMT1736,0.096570765,-0.249035024,*-0.943351119935761,**-1.6318102788315,**-2.28002336113304,**-2.46108948003223,0.060118543,0.57051932,"rps19, rpsS 30S Ribosomal protein S19"
PMT1737,0.503991042,-0.131662456,**-1.00821227595754,**-2.06173876956001,**-2.34044248136116,**-4.27680929589146,0.033669234,0.709665147,"rpl22, rplV 50S ribosomal protein L22"
PMT1738,0.145519444,-0.193608742,*-0.738317672471255,*-1.28858016201252,**-1.73540287966320,**-1.92670555329087,0.189791442,0.600609508,"rps3, rpsC 30S ribosomal protein S3"
PMT1739,0.486311443,-0.029807421,*-0.73768536313327,**-1.81479798137639,**-1.89727464896383,**-2.44238224435264,0.164504631,0.447864302,"rpl16, rplP 50S ribosomal protein L16"
PMT1740,0.438098904,0.044295453,*-0.752034283029243,**-1.46338734163701,**-1.84982220327946,**-1.86663128691076,0.197225797,0.236594914,"rpl29, rpmC 50S ribosomal protein L29"
PMT1741,0.362853033,0.007766962,*-0.737361379473447,**-1.84296119766187,**-2.41299341961431,**-3.58524065078643,0.282877574,-0.026876852,"rps17, rpsQ 30S Ribosomal protein S17"
PMT1742,0.378092151,0.044771316,**-1.06190845076288,**-2.33062291188170,**-2.65883037285044,**-2.26138671064688,0.328490907,-0.029909426,"rpl14, rplN 50S Ribosomal protein L14"
PMT1743,0.453391769,0.004434662,*-0.94301059536368,**-2.13100793539467,**-2.54448639790607,**-3.64762801513588,0.104365399,-0.253462869,"rpl24, rplX 50S ribosomal protein L24"
PMT1744,0.373551138,0.025740527,**-1.09663045901979,**-2.23158925559022,**-2.58110150934517,**-3.25942101079029,0.060055573,-0.255095392,"rpl5, rplE 50S ribosomal protein L5"
PMT1745,0.27686571,-0.086501327,**-1.06218630966403,**-1.69177265774567,**-2.02110662345336,**-2.09551704259910,0.059297285,-0.163833632,"rps8, rpsH 30S ribosomal protein S8"
PMT1746,-0.00942094,-0.216800001,**-0.96992854037017,**-1.47915848622023,**-1.82168309375054,**-2.20889247804005,0.040840759,0.008238971,"rpl6, rplF 50S ribosomal protein L6"
PMT1747,0.114223939,-0.236397505,**-1.15247877404527,*-1.29942247751672,**-1.45524956555957,**-2.55990256076556,-0.147356002,0.032239189,"rpl18, rplR 50S ribosomal protein L18"
PMT1748,-0.034661169,-0.253828876,*-0.853074990668737,*-1.23015529490811,**-1.64455656175928,**-1.91752781323029,0.12783543,0.564893074,"rpsE,rps5 30S ribosomal protein S5"
PMT1749,-0.011939091,-0.18472689,-0.533474869,-1.00167342,**-1.01924137320972,**-2.00421185752143,-0.013067408,0.475574202,"rpl15, rplO 50S ribosomal protein L15"
PMT1750,-0.127766251,-0.301192795,*-0.927181198587267,-0.839647606,-0.671354918,-0.761291347,-0.330632237,0.132909277,secY preprotein translocase SecY subunit
PMT1751,-0.145801761,-0.37261805,*-0.822986634682007,-0.753539394,-0.62967552,**-1.59058315485553,-0.275708646,0.227171849,adk Adenylate kinase
PMT1752,-0.328327233,0.122319489,-0.269527594,-0.634151574,**-0.972487307087003,*-1.02954165357112,-0.119443456,-0.394785913,"rpmJ,rpl36 50S Ribosomal protein L36"
PMT1753,-0.39127053,0.150785348,-0.531402711,*-1.26211273901571,**-1.53952777056703,**-2.45651063386862,-0.304927429,-0.914993065,"rps13, rpsM 30S ribosomal protein S13"
PMT1754,-0.643569338,-0.178544926,**-0.91527782940378,*-1.17933247547180,**-1.13164545711156,**-1.46324620937972,-0.536191149,-0.128544449,"rps11, rpsK 30S ribosomal protein S11"
PMT1755,-0.83846573,-0.553426825,**-1.12005699569592,-1.13463709,**-1.39813608335886,**-1.81865149591824,-0.563597216,0.179861836,"rpoA Bacterial RNA polymerase, alpha chain"
PMT1756,-0.732390099,-0.724381964,**-0.954271069831783,-1.079513058,**-1.69653022888491,**-2.15421487914485,-0.477469393,0.447357915,"rpl17, rplQ 50S ribosomal protein L17"
PMT1757,0.093567783,-0.218746455,-0.017390024,0.095850047,0.120596152,-0.025202708,-0.12674081,0.074295863,truA tRNA pseudouridine synthase A
PMT1758,-0.153659675,-0.106875781,*-0.710640753087096,**-1.46323150898776,**-2.21700000933223,**-1.97164521930550,-0.277474437,-0.502407593,"rpl13, rplM 50S ribosomal protein L13"
PMT1759,-0.315421997,-0.184523991,*-0.712677331869101,*-1.29599534228676,**-1.79404978966938,**-2.2439436384789,-0.209764542,-0.491364156,"rps9, rpsI 30S ribosomal protein S9"
PMT1760,-0.197799365,-0.386277045,**-0.908221542752634,-1.04774043,**-1.58372430570543,**-1.48273909091916,-0.436212482,-0.244778084,"rpl31, rpmE 50S ribosomal protein L31"
PMT1761,0.209290716,-0.12349133,-0.121196182,-1.554034351,-2.142954888,*-2.96858837653262,-0.467478668,-0.258997281,"prfA,sueB peptide chain release factor RF-1"
PMT1762,0.185466442,-0.097634678,0.364615867,0.916245391,0.588203874,-1.389105523,0.371395953,0.197809336,HNH endonuclease family protein
PMT1763,-0.193222218,-0.102158566,-0.472602879,0.072756804,-1.059628157,0.025944645,-0.216233678,-0.031779384,alr putative Alanine racemase
PMT1764,-0.160601239,-0.012962423,0.265218756,0.124148305,0.241947998,0.257840787,-0.006469769,-0.229113472,conserved hypothetical protein
PMT1765,-0.171834888,-0.311517466,0.22442766,0.855829309,-0.508438957,-1.390031527,0.131542886,-0.542362627,conserved hypothetical protein
PMT1766,-0.021985393,0.132661856,0.244580273,0.064734112,-0.055662929,-0.340745567,-0.218718223,-0.367561146,"Glycosyl transferase, family 2"
PMT1767,-0.054368952,0.211424726,-0.020009643,-0.394352209,*-0.642459510143144,**-2.70509064930329,-0.001125214,-0.243769456,psaI photosystem I subunit VIII (PsaI)
PMT1768,-0.229115831,0.177463574,-0.151845446,-0.427107027,**-0.773962511231082,**-2.27561750588882,0.01250892,-0.324185544,psaL Photosystem I PsaL protein (subunit XI)
PMT1769,-0.03030775,0.106132943,-0.140751836,-0.740611203,**-1.26672119377712,**-3.63932310617836,0.076114227,-0.108750594,psaB Photosystem I PsaB protein
PMT1770,-0.05274162,0.103477851,-0.240359876,-0.801745379,**-1.21944735661298,**-3.80490684643128,0.036866872,-0.154609859,psaA Photosystem I PsaA protein
PMT1771,-0.024802712,0.097986542,-0.110409479,-0.367239709,-0.334262193,-0.813774166,0.003227769,-0.579847497,Proline-rich region
PMT1772,-0.169952228,0.053547651,0.026644353,-0.265357428,-0.392408525,-0.450799738,0.155017967,0.262141724,cbiG/cobJ fusion bifunctional cbiH protien and PRECORRIN-3BC17-METHYLTRANSFERASE
PMT1773,0.024254223,0.130153855,0.312777983,-0.418546262,-0.492711815,-0.051407103,-0.153020938,-0.189940877,crtL2 putative lycopene epsilon cyclase
PMT1774,0.519673356,0.445282753,0.03120402,-1.557205911,-0.215885876,-2.126599193,-0.139373602,-0.0761696,possible Methanol dehydrogenase beta subunit
PMT1775,0.327253631,-0.080863361,0.145853694,0.221808253,0.067516339,-0.992718993,0.048491325,-0.29518707,"lipA,lip lipoic acid synthetase"
PMT1776,-0.064607367,-0.079334957,0.139553852,-0.142852481,-0.223419678,-0.702493624,0.195708091,-0.219512303,conserved hypothetical protein
PMT1777,0.07967965,-0.114830872,-0.37526942,-0.661477736,-0.98626318,**-1.72775858518919,-0.082616575,-0.099743691,"glsF, gltS Ferredoxin-dependent glutamate synthase,Fd-GOGAT"
PMT1778,0.1333216,0.185525639,0.281570659,0.151405071,-0.245826098,-1.098985885,-0.03345198,0.076254656,conserved hypothetical protein
PMT1779,-0.107639153,0.203467089,-0.282762719,-0.65085735,**-0.973801880667471,**-1.85048699331582,-0.161514656,-0.840748737,"rps12, rpsL 30S ribosomal protein S12"
PMT1780,-0.281164835,0.080962589,-0.305168828,-0.923466178,**-1.60072500238665,*-0.833543329180168,-0.380669933,**-1.28682448830194,"rps7, rpsG 30S ribosomal protein S7"
PMT1781,-0.666289247,-0.105040355,-0.243639885,0.058445613,-0.177740847,*-1.00765405651821,-0.39933752,0.226425385,"fusA Elongation factor G, EF-G"
PMT1782,-0.181862543,0.114638904,-0.037763385,-0.241695063,-0.50464477,**-1.23378018001377,-0.024433346,0.436359278,"tufA Elongation factor Tu, EF-Tu"
PMT1783,-0.112717913,0.069596682,-0.493727417,-0.528870013,**-1.01985455775707,**-1.74893082991221,-0.101881439,-0.002035533,"rps10, rpsJ 30S ribosomal protein S10"
PMT1784,0.202342739,-0.026001688,0.073093611,-0.087794843,0.062792586,-0.498376098,0.122746436,0.222101659,ATP-dependent protease La (LON) domain
PMT1785,-0.101952857,0.051885743,-0.134795571,-0.32847164,-0.697540001,-0.172416431,-0.166080146,-0.183573296,SAM (and some other nucleotide) binding motif
PMT1786,0.293233156,0.359618194,0.592724191,-1.513684122,-2.257260978,-1.741432132,-0.190323359,-0.600391219,pheA Chorismate mutase-Prephenate dehydratase
PMT1787,0.127534473,0.237669967,0.376708051,-0.332887668,-0.148738047,-0.476276191,0.142723421,-0.015294223,conserved hypothetical protein
PMT1788,-0.187369952,-1.489867386,-0.816563022,-0.358065568,-0.899980884,-0.006215095,0.551242657,0.42286086,Ribonuclease HII and HIII
PMT1789,-0.410303408,-0.527796178,*-1.06347991080201,-2.152829447,**-3.3620253538134,-1.861131148,-0.552374994,0.232687056,S1 RNA binding domain:Ribonuclease E and G
PMT1790,-0.239656366,-0.200419511,0.070971669,0.094837454,-1.090794025,-1.183522295,-0.068267304,0.178190506,conserved hypothetical protein
PMT1791,-0.462238416,-0.007416117,-0.003345391,-0.082278232,*-1.60686184570035,**-2.74020128932477,-0.350804457,-0.405000623,Aminotransferases class-I
PMT1792,0.108981207,0.105075905,0.111905321,0.041275281,-0.312846241,0.004939595,0.042664619,0.319975615,conserved hypothetical protein
PMT1793,-0.11906871,0.153930051,-0.552822175,-0.282889319,-0.387409254,-1.481569596,-0.208421325,0.288660585,Abortive infection protein
PMT1794,0.025781642,0.050196681,0.148896642,-0.462989282,-0.827578854,-0.004146672,0.263487944,-0.011077422,conserved hypothetical protein
PMT1795,-0.14753502,0.192522678,0.518507547,0.254426842,-0.042239753,-0.736230795,0.069798187,-0.08054461,aroC Chorismate synthase
PMT1797,-0.087801045,0.076152782,0.041487841,-1.154060807,0.31982389,0.856068058,-0.06695684,0.371502164,possible aldolase
PMT1798,-0.005715905,0.18020574,0.102875254,0.143412313,0.435302196,**1.22270945060098,0.107644463,0.67604375,ftsH2 cell division protein FtsH2
PMT1799,-0.801460036,-0.160491974,-0.138410254,-0.137272207,-0.283431369,-0.789755359,-0.314691296,0.321723664,cysD ATP-sulfurylase
PMT1800,-0.042474654,0.088423468,0.177714122,-0.489178888,**-0.872037180584228,**-2.35568995796741,0.084233078,0.145286725,psbO Photosystem II manganese-stabilizing protein
PMT1801,-0.267074342,-0.469006226,-0.060407138,0.629582825,0.913766425,0.394428279,0.341269176,0.211789575,conserved hypothetical protein
PMT1802,0.495356845,0.029251025,0.29721777,0.029680882,-0.46651843,0.393496303,-0.47594407,-0.116326061,dfp (coaBC) putative p-pantothenate cysteine ligase andp-pantothenenoylcysteine decarboxylase
PMT1803,0.277125192,0.189169178,0.514044235,0.325023864,0.68604678,0.42985472,0.096761222,0.050477489,conserved hypothetical protein
PMT1804,0.276599398,0.129251859,-0.042317565,0.103549301,0.053326696,-0.067320027,-0.104930933,-0.092606675,conserved hypothetical protein
PMT1805,0.167542141,-0.202230918,-0.182551996,-0.004405405,0.271294541,-0.248005202,-0.006362524,-0.131801601,conserved hypothetical protein
PMT1806,0.049900916,0.217940309,-0.460733852,1.129754009,0.677482809,0.40306493,-0.443070641,-0.2380581,NAD binding site:FAD-dependent pyridinenucleotide-disulphide...
PMT1807,-0.493912282,-0.309453203,-0.456945735,-0.241113818,-2.360120052,0.64223792,0.152758993,0.268372856,pyrB Aspartate carbamoyltransferase
PMT1808,0.257270586,0.680592182,0.686315933,-1.408683496,-1.281110946,1.346492631,0.410412632,-0.032808509,possible Methylpurine-DNA glycosylase (MPG)
PMT1809,0.041918448,0.276555211,0.155032203,0.049357748,0.53801627,-0.198443248,0.098239295,0.223293246,TPR repeat
PMT1810,0.117109079,-0.222259277,0.418365171,0.065182511,-0.289413199,-0.192571727,-0.262322387,0.137519902,TPR repeat
PMT1811,0.559645394,0.279225602,0.296297529,-0.329312489,-0.1443089,-0.263878596,-0.086468105,0.346875519,TPR repeat:HAT (Half-A-TPR) repeat
PMT1812,0.220351606,0.019095414,0.543358763,0.593519974,0.51067943,-0.682933894,-0.973747219,0.311647753,hypothetical
PMT1813,0.167438965,-0.353006322,-0.132662207,-1.136122159,-1.811474671,-0.153995012,-0.129097548,-0.332831957,conserved hypothetical
PMT1814,-0.037124452,0.161850665,0.118811398,0.323069614,0.433913114,-0.020741404,0.12629641,-0.26215656,Creatininase
PMT1815,0.241941637,-0.126063435,0.214592825,0.722687541,0.273477735,**-1.45047592271612,0.090499277,-0.350133948,gatC Glu-tRNAGln amidotransferase Csubunit:Glutamyl-tRNA(Gln) ami...
PMT1816,0.115644898,-0.121987519,-0.043150736,-0.466041941,-0.768545887,**-1.92097756609925,-0.162095802,0.213965992,crtR beta carotene hydroxylase
PMT1817,0.067609551,0.159686837,0.392311764,0.502087783,*0.999162754024748,*0.992459972408995,0.248036633,0.301158209,"ileS t-RNA synthetase, class Ia:Isoleucyl-tRNAsynthetase"
PMT1818,-0.239216542,0.124789353,0.281569885,-0.357004922,0.041057661,0.421951818,-0.16922327,-0.407675685,conserved hypothetical protein
PMT1819,0.193848165,0.211808245,0.266227568,0.363471434,0.655719742,0.156536091,0.150376601,0.255242072,conserved hypothetical protein
PMT1820,0.012514789,-0.044220424,0.081886585,0.360942981,0.445626126,0.403379581,0.308127745,0.287397792,conserved hypothetical protein
PMT1821,-0.208713926,-0.039265452,0.149605161,0.083765611,0.262530246,0.28618932,0.214999698,-0.090734448,"possible bicarbonate transporter, ICT family"
PMT1822,-0.369704054,-0.140323066,0.207636512,0.533951538,0.463047514,0.565562372,0.322550249,0.010401734,conserved hypothetical protein
PMT1823,-0.161417511,0.059460132,0.311462447,0.102031507,0.142642165,0.213028488,-0.084982035,-0.076860633,Phosphotransferase superclass
PMT1824,-0.178965421,-0.096271205,0.185531509,0.072843535,0.443142769,0.060466803,-0.250503052,0.208296771,possible soluble lytic transglycosylase
PMT1825,0.050066196,-0.018470896,-0.104393011,-0.31135248,-0.131991822,-0.061998778,-0.032979064,-0.18099705,unnamed product
PMT1826,-0.020848104,0.357860558,0.2872341,0.375658036,0.59962831,*0.92413262313726,0.177620619,-0.532340703,txlA thioredoxin-like protein TxlA
PMT1827,0.288206709,0.091091116,-0.063230083,-0.368470501,-0.333748005,*-1.98968907858731,-0.357454157,-0.446392183,hypothetical
PMT1828,0.156482298,0.03441098,-0.170264378,0.337647472,0.860831047,-0.370983604,-0.328526467,-0.005798589,dcd dCTP Deaminase
PMT1829,0.028076551,-0.221765635,-0.024198715,-0.081646977,0.086589094,0.495141618,-0.439094031,-0.051839407,cob(I)alamin adenosyltransferase
PMT1830,-0.08556816,-0.045078313,0.297230356,0.269531732,0.158510154,-1.309394592,0.103027452,0.267435151,rph ribonuclease PH
PMT1831,-0.25024562,1.941622064,**3.03245309533301,**3.5581014323859,**3.54273796128930,**2.91416175012933,**1.43016711339692,0.863125559,"ntcA Global nitrogen regulatory protein, CRP family oftranscriptional regulators"
PMT1832,0.273322393,0.404501279,0.355797816,-0.047125644,0.106016389,0.216178843,0.417871696,-0.029357233,conserved hypothetical protein
PMT1833,0.74462124,0.98394526,*0.690826476723943,0.752815843,*1.55422019512812,0.864431029,0.190012528,-0.180713407,conserved hypothetical protein
PMT1834,-0.151955893,-0.129229006,-0.123432337,0.402001069,-1.035370925,0.120031119,-0.40032491,0.333437656,conserved hypothetical protein
PMT1835,-0.473977721,-0.206757519,-0.515337198,-1.051929883,-1.227732154,-0.263659922,-0.400404637,-0.319020547,pth Peptidyl-tRNA hydrolase
PMT1836,-0.179785738,0.14885932,-0.515057161,*-1.08551694721324,**-1.08215483538579,**-1.08227124845153,-0.041716957,-0.137093324,mttA/Hcf106 family
PMT1837,-0.015535762,0.13970872,-0.081728625,-0.250572561,-0.49938414,-0.680348052,0.187209543,0.377558291,psbH photosystem II 10 kDa phosphoprotein (PsbH)
PMT1838,0.40871544,0.200232987,0.504782973,0.62194845,**1.15878204830654,**1.19859170075411,0.481971256,0.677519212,psbN Photosystem II PsbN protein
PMT1839,0.053310256,-0.116908655,0.176425006,-0.612148235,-0.563823596,0.557438889,0.069395562,0.455143619,ams1 Glycoside hydrolase family 38
PMT1840,0.232350525,0.072376317,0.102263641,-0.349458994,*-0.781795628255867,**-1.26857078962358,0.045727567,0.050807932,psbI photosystem II reaction center I protein (PsbI)
PMT1841,0.035116547,-0.116496311,0.040132039,0.428465152,0.26059294,0.05139892,0.065596135,0.648319376,conserved hypothetical protein
PMT1842,0.203172288,0.08566636,0.398473709,0.154996472,0.677007472,0.264766445,0.489223356,-0.018852574,Pentapeptide repeats
PMT1843,-0.130698719,-0.016312839,-0.178445348,-0.535244088,-0.480472019,-1.386118673,-0.155632983,-0.060061343,"leuD Aconitate hydratase, C-terminal"
PMT1844,-0.741724403,-0.012732156,0.105714131,0.02096999,-0.287880328,-0.153547389,-0.225800721,0.14328115,"leuC Aconitate hydratase, N-terminal:3-isopropylmalatedehydratase..."
PMT1845,-0.029680355,-0.156593806,0.014037241,-0.08414892,-0.218957947,0.518757574,-0.189151422,0.34510192,Molybdenum cofactor biosynthesisprotein:Competence-damaged p...
PMT1846,0.239496378,0.097547486,-0.017810476,-0.23564706,0.355887033,-0.101374583,0.011931614,0.760548235,"Glycosyl transferase, family 4"
PMT1847,-0.095247564,0.088057781,0.133942309,-0.018456351,0.347276188,0.110240506,-0.3212691,-0.174225616,glyA Serine hydroxymethyltransferase (SHMT)
PMT1848,0.291866086,0.192233735,0.252972871,0.155110698,0.353510147,-0.423684408,0.188896476,0.15714757,conserved hypothetical protein
PMT1849,0.221264487,-0.088334154,0.198758824,-0.012516713,0.227026284,-0.520217783,-0.023026448,-0.246154173,conserved hypothetical protein
PMT1850,-0.022694182,-0.059983207,0.016908796,-0.014386628,-0.557436782,**-1.29984163848397,-0.133264629,-0.670338964,possible Cytochrome c oxidase subunit Va
PMT1851,0.037614607,-0.012682738,-0.45451865,-0.180424656,-0.379312524,0.079325434,0.054731788,0.181561213,conserved hypothetical protein
PMT1852,0.257766072,0.05262368,0.065342764,0.074560385,0.060315988,0.096562018,0.066246032,0.008474579,sugar fermentation stimulation protein
PMT1853,-0.156354162,1.297411992,**2.19273761141333,**2.29358349814224,**2.21911420307216,**2.08669928083333,0.228107293,1.019067761,amt1 Ammonium transporter family
PMT1854,0.35102547,-0.017114077,-0.359394882,-0.608310389,-0.730616957,**-1.37251267268174,0.336776777,0.060606514,lytB LytB protein homolog
PMT1855,0.263896144,0.404461516,0.198758117,0.125435555,0.01257317,-0.221539812,0.061589997,-0.031955925,conserved hypothetical protein
PMT1856,0.02089911,0.165633109,-0.114444883,-0.390534363,-0.623470387,**-1.06777700909758,0.10777425,-0.254298083,possible Photosystem II reaction centre T prot
PMT1857,-0.301487252,0.007255783,-0.261765628,-0.445309409,-1.32150867,-0.862337443,-0.170649058,-0.143760279,purH AICARFT/IMPCHase bienzyme:Methylglyoxalsynthase-like domain
PMT1858,-0.26414877,-0.21998407,0.30617334,0.204852186,0.371212227,0.338903293,-0.580131466,-0.517599203,probable esterase
PMT1859,0.030370518,-0.089658006,*-0.623841027096439,*-1.11045985327046,*-0.824604812222908,**-1.46383331779604,0.053384135,-0.028381949,conserved hypothetical protein
PMT1860,-0.180071669,-0.006494262,0.176498464,-0.696722555,-0.385525959,-1.066715553,0.036746081,0.111059447,two-component sensor histidine kinase
PMT1861,0.064558627,-0.055601864,-0.022339525,-0.087641584,-1.177326481,0.306027915,-0.199544152,0.107954693,CobS Cobalamin-5-phosphate synthase CobS
PMT1862,-0.093045724,-0.027354356,-0.215239338,0.018384314,0.079726133,0.023308525,-0.068082323,0.185391637,tgt tRNA-guanine transglycosylase
PMT1863,0.085279482,0.188763709,0.176251571,-0.25746435,-0.580657023,**-1.78451339067270,0.161634803,0.129588446,Photosystem II protein PsbK
PMT1864,-0.572196039,-0.216253004,-0.18459855,-0.227696708,-0.124527978,-0.206646409,-0.334429363,-0.509607148,rffM Glycosyl transferase WecB/TagA/CpsF family
PMT1865,-0.176472192,-0.156194969,0.04449202,-0.099766586,-0.390991753,-0.166977417,0.109035416,0.430730466,probable oxidoreductase
PMT1866,0.031683402,-0.136988953,-0.297277292,-1.231564843,-0.846156329,-1.042673541,-0.134857778,-0.008914304,conserved hypothetical protein
PMT1867,-0.039005792,0.131911067,0.144341306,0.329345212,0.712615584,0.684560893,0.258826461,0.287398649,possible Occludin/ELL family
PMT1868,-0.162649169,0.185097551,0.4344898,0.415756543,0.282324502,-0.211863722,0.143877487,-0.015780647,pyrE Orotate phosphoribosyltransferase
PMT1869,-0.062626682,-0.006037232,-0.058978378,-0.245754151,0.021864147,-0.969657794,-0.022977941,-0.093865121,conserved hypothetical protein
PMT1870,0.189471098,-0.024096356,0.336935705,-0.033132806,-1.073996606,1.238584567,0.043392885,-0.050880708,conserved hypothetical protein
PMT1871,-0.174364105,-0.038981416,0.029848372,0.107124423,-0.650533192,-0.204828093,-0.112323249,-0.082702612,Phosphotransferase superclass
PMT1872,0.324126783,-0.348740065,-0.351678562,-0.872476912,0.385890877,-0.677835485,0.075259583,-0.656564417,conserved hypothetical protein
PMT1873,-0.164801863,-0.188104679,-0.279469579,0.125787408,0.719540397,0.911045137,-0.116493373,0.221184415,"possible transporter, MFS family"
PMT1874,-0.008821702,0.153740489,0.273981445,0.703933292,**1.81345838365963,**1.9080234087535,-0.217684892,0.526005989,conserved hypothetical
PMT1875,0.33580175,0.161400785,0.035431936,0.286988702,0.831859509,-0.126616759,-0.169803795,0.218013803,putative (AJ277631) YapH protein [Yersiniapestis]
PMT1876,0.090403034,-0.491543329,0.945500961,-0.141073982,0.328255752,0.246665223,0.622683679,0.936199819,hypothetical
PMT1877,-1.042847314,-0.5386231,-0.37818293,0.51809576,0.4444608,0.855459559,0.011129427,0.413981723,pseudogene
PMT1878,0.328894489,0.421167068,0.335928734,0.017223714,0.113099325,1.399442657,-0.605219883,-0.049170967,Hemolysin-type calcium-binding protein
PMT1879,0.015077528,-0.020446978,-0.068390265,-0.047934218,0.327493563,0.216807726,0.013509136,0.128100241,Retinal pigment epithelial membrane protein
PMT1880,-0.297712531,-0.099176162,-0.081019377,-0.182780584,-0.189872176,-0.262394643,-0.170883404,-0.477467722,hisB Imidazoleglycerol-phosphate dehydratase
PMT1881,-0.671790278,-0.019108699,-0.062333123,-0.06726903,-0.334237002,-0.387558224,-0.178757247,-0.553566699,fabI enoyl-[acyl-carrier-protein] reductase
