gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2785715251	754	18.66	3	754	10	768	1.0e-31	132	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785715253	220	32.24	4	217	10	222	2.0e-33	135	COG1802	DNA-binding transcriptional regulator, GntR family	230
2785715254	291	58.04	2	287	5	289	5.0e-99	354	COG2513	2-Methylisocitrate lyase and related enzymes, PEP mutase family	289
2785715255	374	45.19	8	373	18	390	6.0e-121	427	COG0372	Citrate synthase	390
2785715256	863	50.34	1	859	1	861	0.0e+00	1073	COG1048	Aconitase A	861
2785715257	393	60.82	6	391	2	376	0.0e+00	493	COG2828	2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)	378
2785715258	418	29.02	50	408	61	432	4.0e-55	209	COG3706	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	435
2785715259	525	25.15	1	478	1	475	2.0e-35	144	COG0591	Na+/proline symporter	493
2785715260	568	19.56	71	557	20	482	2.0e-30	127	COG3428	Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain	494
2785715261	184	25.66	27	177	4	152	7.0e-15	73.8	COG3402	Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain	161
2785715262	784	37.65	272	517	101	335	3.0e-39	157	COG0642	Signal transduction histidine kinase	336
2785715264	1488	57.61	694	1175	1	485	0.0e+00	644	COG0069	Glutamate synthase domain 2	485
2785715265	471	44.81	24	468	2	449	0.0e+00	484	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	457
2785715266	505	18.35	32	499	7	403	1.0e-31	131	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2785715269	233	48.72	1	232	2	234	4.0e-56	211	COG0775	Nucleoside phosphorylase	234
2785715270	315	25.79	12	314	5	320	7.0e-19	88.4	COG1270	Cobalamin biosynthesis protein CobD/CbiB	320
2785715271	307	28.41	6	255	1	255	3.0e-20	92.6	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	319
2785715272	134	36.08	38	133	12	108	1.0e-17	82.3	COG0607	Rhodanese-related sulfurtransferase	110
2785715275	452	22.66	37	433	2	387	2.0e-38	153	COG0665	Glycine/D-amino acid oxidase (deaminating)	387
2785715276	117	52.14	1	117	1	117	1.0e-38	151	COG5507	Uncharacterized  conserved protein YbaA, DUF1428 family	117
2785715278	175	28.57	8	173	18	177	9.0e-17	80.1	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2785715280	399	42.96	8	398	7	400	3.0e-115	408	COG0162	Tyrosyl-tRNA synthetase	401
2785715281	441	30.46	212	400	62	257	6.0e-28	119	COG0739	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	277
2785715282	400	44.75	1	399	4	370	8.0e-100	357	COG2377	1,6-Anhydro-N-acetylmuramate kinase	371
2785715283	417	23.63	57	378	46	388	2.0e-13	70.6	COG1055	Na+/H+ antiporter NhaD or related arsenite permease	424
2785715284	445	38.57	9	414	8	406	3.0e-80	292	COG0738	Fucose permease	422
2785715285	439	30.53	44	432	55	437	1.0e-47	184	COG3659	Carbohydrate-selective porin OprB	439
2785715286	373	35.05	6	362	6	360	4.0e-83	302	COG1902	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	363
2785715287	148	26.03	3	143	9	149	2.0e-15	75.1	COG3832	Uncharacterized conserved protein YndB, AHSA1/START domain	149
2785715288	603	30.22	142	547	25	386	8.0e-53	202	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	396
2785715289	330	29.17	53	330	39	324	6.0e-52	198	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
2785715290	190	25	1	180	1	195	7.0e-16	77.2	COG0625	Glutathione S-transferase	211
2785715291	114	57.27	5	114	1	110	1.0e-38	151	COG0316	Fe-S cluster assembly iron-binding protein IscA	110
2785715292	277	38.6	18	245	37	264	1.0e-65	243	COG2326	Polyphosphate kinase 2, PPK2 family	270
2785715293	86	50	1	84	1	83	4.0e-21	93	COG0851	Septum formation topological specificity factor MinE	88
2785715294	269	71.11	1	269	1	270	2.0e-121	428	COG2894	Septum formation inhibitor-activating ATPase MinD	272
2785715295	260	35.8	6	259	1	217	2.0e-43	169	COG0850	Septum formation inhibitor MinC	219
2785715296	457	49.14	2	457	1	461	0.0e+00	593	COG0114	Fumarate hydratase class II	462
2785715298	149	53.38	1	147	2	149	9.0e-46	176	COG3241	Azurin	151
2785715301	558	28.14	22	412	25	420	2.0e-47	184	COG0038	H+/Cl- antiporter ClcA	443
2785715302	142	52.11	1	140	6	147	6.0e-31	126	COG1981	Uncharacterized membrane protein	149
2785715305	398	26.7	7	398	23	413	7.0e-38	151	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	416
2785715306	391	41.16	5	391	4	382	3.0e-98	352	COG1168	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	388
2785715308	610	69.7	5	608	1	603	0.0e+00	1029	COG1217	Predicted membrane GTPase involved in stress response	603
2785715310	469	48.32	1	469	1	443	0.0e+00	512	COG0174	Glutamine synthetase	443
2785715312	361	43.77	4	361	5	362	3.0e-95	342	COG3852	Signal transduction histidine kinase, nitrogen specific	363
2785715313	469	47.98	1	469	2	457	0.0e+00	541	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	464
2785715315	241	24.05	5	235	1	235	2.0e-24	106	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
2785715316	132	49.6	8	132	5	128	2.0e-22	98.1	COG3076	Regulator of RNase E activity RraB	135
2785715320	69	50	2	47	4	49	1.0e-09	54.7	COG4877	Uncharacterized protein	63
2785715322	427	20.28	11	363	3	321	8.0e-17	82	COG0687	Spermidine/putrescine-binding periplasmic protein	363
2785715323	890	28.66	293	626	18	336	3.0e-39	157	COG0642	Signal transduction histidine kinase	336
2785715324	924	56.31	1	923	1	877	0.0e+00	1243	COG0525	Valyl-tRNA synthetase	877
2785715325	140	33.57	1	136	1	137	2.0e-24	104	COG2927	DNA polymerase III, chi subunit	144
2785715326	518	49.4	19	512	2	484	0.0e+00	573	COG0260	Leucyl aminopeptidase	485
2785715327	366	34.25	1	353	2	363	3.0e-53	202	COG0795	Lipopolysaccharide export LptBFGC system, permease protein LptF	364
2785715328	353	32.78	2	353	1	360	3.0e-54	205	COG0795	Lipopolysaccharide export LptBFGC system, permease protein LptF	364
2785715329	194	25.43	27	194	6	160	4.0e-06	44.7	COG1714	Uncharacterized membrane protein YckC, RDD family	172
2785715330	686	19.11	2	544	6	542	4.0e-13	70.8	COG4771	Outer membrane receptor for ferrienterochelin and colicins	699
2785715331	177	27.84	5	175	1	175	4.0e-24	104	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2785715332	245	24.68	8	234	13	228	4.0e-20	92	COG5343	Anti-sigma-K factor RskA	240
2785715338	383	41.52	212	381	11	180	2.0e-37	149	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	181
2785715343	327	17.25	37	274	1	223	3.0e-09	56.3	COG2220	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	258
2785715353	325	26.09	1	294	12	305	8.0e-26	111	COG1566	Multidrug resistance efflux pump	352
2785715354	400	24	163	386	61	284	9.0e-10	58.4	COG0842	ABC-type multidrug transport system, permease component	286
2785715355	369	25.34	161	368	64	284	8.0e-06	44.9	COG0842	ABC-type multidrug transport system, permease component	286
2785715356	305	22.07	10	302	1	295	5.0e-28	118	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785715358	445	39.56	5	443	16	465	2.0e-107	383	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2785715359	257	25	55	257	5	195	4.0e-08	52.3	COG3128	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX	229
2785715360	380	43.49	7	380	5	388	1.0e-91	330	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2785715361	333	31.97	215	333	1	122	2.0e-13	70.3	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2785715362	547	28.28	30	545	40	613	3.0e-96	346	COG1022	Long-chain acyl-CoA synthetase (AMP-forming)	613
2785715363	716	42.66	315	598	1	281	8.0e-71	262	COG1250	3-hydroxyacyl-CoA dehydrogenase	307
2785715364	416	38.31	19	416	4	392	6.0e-74	271	COG0183	Acetyl-CoA acetyltransferase	392
2785715365	362	32.01	1	361	7	381	6.0e-80	291	COG1804	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	396
2785715366	112	47.37	14	108	10	104	6.0e-22	95.8	COG1733	DNA-binding transcriptional regulator, HxlR family	120
2785715367	198	27.09	8	198	2	188	2.0e-22	98.8	COG2249	Putative NADPH-quinone reductase (modulator of drug activity B)	189
2785715368	180	18.38	6	141	1	132	6.0e-07	47.2	COG1225	Peroxiredoxin	157
2785715369	124	20.39	23	123	10	110	6.0e-03	33.1	COG0662	Mannose-6-phosphate isomerase, cupin superfamily	127
2785715373	701	29.77	5	673	1	655	1.0e-107	384	COG0210	Superfamily I DNA or RNA helicase	655
2785715374	262	36.9	2	261	35	305	9.0e-39	154	COG3675	Predicted lipase	332
2785715376	362	24.71	32	362	2	340	9.0e-49	187	COG0673	Predicted dehydrogenase	342
2785715377	943	28.39	418	794	88	447	2.0e-43	171	COG5002	Signal transduction histidine kinase	459
2785715378	386	26.04	25	385	14	352	1.0e-29	124	COG0628	Predicted PurR-regulated permease PerM	355
2785715379	722	21.98	4	722	21	750	3.0e-39	157	COG4774	Outer membrane receptor for monomeric catechols	750
2785715381	478	16.84	17	362	13	387	8.0e-18	85.4	COG3182	Uncharacterized iron-regulated membrane protein	442
2785715382	336	34.87	1	336	1	326	1.0e-54	207	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2785715383	248	22.31	9	248	15	241	2.0e-21	96	COG1651	Protein-disulfide isomerase	244
2785715384	259	30.77	127	241	11	127	1.0e-11	63.8	COG0526	Thiol-disulfide isomerase or thioredoxin	127
2785715385	221	41.48	1	219	1	228	5.0e-48	184	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2785715386	439	25.3	112	439	1	334	2.0e-25	110	COG0642	Signal transduction histidine kinase	336
2785715387	390	30.27	1	390	1	392	2.0e-56	213	COG0183	Acetyl-CoA acetyltransferase	392
2785715391	289	48.22	8	257	3	240	1.0e-51	196	COG0580	Glycerol uptake facilitator and related aquaporins (Major Intrinsic Protein Family)	241
2785715394	628	18.34	69	626	70	606	1.0e-06	48.8	COG4206	Outer membrane cobalamin receptor protein	608
2785715395	185	41.71	1	183	1	187	1.0e-34	139	COG1971	Putative Mn2+ efflux pump MntP	190
2785715397	567	33.15	46	567	22	488	1.0e-79	291	COG0397	Uncharacterized conserved protein YdiU, UPF0061 family	488
2785715398	418	32.04	42	418	3	383	6.0e-79	288	COG0006	Xaa-Pro aminopeptidase	384
2785715399	372	34.78	8	365	19	384	3.0e-70	258	COG0499	S-adenosylhomocysteine hydrolase	420
2785715400	341	29.18	4	328	1	303	4.0e-37	149	COG3547	Transposase	303
2785715403	310	33.55	1	307	1	310	6.0e-31	128	COG0679	Predicted permease	311
2785715404	165	19.01	36	152	15	127	2.0e-04	38.8	COG2010	Cytochrome c, mono- and diheme variants	150
2785715405	595	27.93	9	586	113	753	4.0e-103	368	COG4993	Glucose dehydrogenase	773
2785715406	302	20.07	5	285	1	262	1.0e-17	83.9	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	275
2785715408	327	25.91	26	319	1	297	1.0e-22	100	COG3391	DNA-binding beta-propeller fold protein YncE	381
2785715409	240	37.45	1	232	3	237	5.0e-52	197	COG1131	ABC-type multidrug transport system, ATPase component	293
2785715412	306	20.2	1	306	4	268	5.0e-19	88.6	COG1235	Phosphoribosyl 1,2-cyclic phosphodiesterase	269
2785715413	251	38.24	1	236	1	235	2.0e-52	199	COG5424	Pyrroloquinoline quinone (PQQ) biosynthesis protein C	242
2785715415	386	29.79	19	350	17	346	9.0e-48	184	COG0535	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family	347
2785715416	606	21.66	27	359	54	365	2.0e-12	67.8	COG0612	Predicted Zn-dependent peptidase	438
2785715417	831	15.19	27	831	12	768	8.0e-25	109	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785715420	219	34.11	3	216	2	211	5.0e-43	167	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2785715421	837	22.49	368	694	7	332	7.0e-34	139	COG0642	Signal transduction histidine kinase	336
2785715422	396	33.97	36	393	18	379	3.0e-55	209	COG3287	Uncharacterized conserved protein, contains FIST_N domain	379
2785715423	702	26.72	10	454	19	481	2.0e-52	201	COG3901	Regulator of nitric oxide reductase transcription	482
2785715424	505	44.35	19	500	1	472	0.0e+00	509	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2785715425	225	33.49	1	206	1	209	5.0e-35	141	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2785715428	294	23.81	1	287	1	293	2.0e-31	130	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785715429	499	36.72	6	485	3	472	2.0e-112	400	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2785715430	291	45.73	2	291	1	286	7.0e-73	267	COG2084	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	286
2785715431	714	45.86	37	591	1	537	0.0e+00	549	COG1292	Choline-glycine betaine transporter	537
2785715432	202	21.26	23	195	1	172	4.0e-14	71.7	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2785715433	342	24	16	332	13	313	2.0e-36	147	COG3712	Periplasmic ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19	322
2785715434	836	17.8	119	836	47	768	1.0e-32	135	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785715435	486	20.25	167	396	2	217	3.0e-08	53.8	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA	301
2785715436	299	27.27	1	291	1	290	2.0e-40	159	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785715437	377	44.77	6	377	1	350	5.0e-106	378	COG1304	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	360
2785715438	577	17.79	13	561	1	459	7.0e-37	148	COG0277	FAD/FMN-containing dehydrogenase	459
2785715440	253	26.88	1	253	1	238	1.0e-29	123	COG1462	Curli biogenesis system outer membrane secretion channel CsgG	252
2785715445	839	29.64	154	523	138	499	1.0e-16	82.3	COG1404	Serine protease, subtilisin family	508
2785715446	218	33.81	1	204	1	210	6.0e-41	160	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2785715447	521	24.6	42	518	38	493	9.0e-37	148	COG3851	Signal transduction histidine kinase, glucose-6-phosphate specific	497
2785715449	483	40.25	1	467	29	508	5.0e-114	404	COG0513	Superfamily II DNA and RNA helicase	513
2785715452	766	61.59	31	757	12	730	0.0e+00	1027	COG0376	Catalase (peroxidase I)	730
2785715453	198	20.75	1	198	1	199	5.0e-04	38.1	COG3637	Opacity protein and related surface antigens	199
2785715455	738	22.73	493	710	2	219	2.0e-31	131	COG0398	Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain	223
2785715456	236	29.13	1	234	9	259	2.0e-30	126	COG3568	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	259
2785715457	326	25.9	1	304	1	294	3.0e-31	129	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785715458	882	16.19	6	882	13	768	1.0e-13	72.6	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785715459	273	23.44	4	273	2	255	2.0e-08	53.5	COG0730	Uncharacterized membrane protein YfcA	258
2785715460	391	34.66	39	385	13	355	6.0e-61	228	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	356
2785715462	194	32.93	1	159	1	163	2.0e-14	72.7	COG1776	Chemotaxis protein CheY-P-specific phosphatase CheC	203
2785715464	343	22.13	17	269	8	230	9.0e-21	94.5	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2785715465	767	32.2	86	767	106	788	1.0e-124	441	COG0417	DNA polymerase elongation subunit (family B)	792
2785715467	579	37.15	30	564	11	523	0.0e+00	462	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2785715475	365	32.6	9	357	85	432	6.0e-74	271	COG2265	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family	432
2785715476	198	21.88	1	190	4	194	7.0e-06	44.3	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2785715477	375	38.03	1	283	13	289	6.0e-69	254	COG1398	Fatty-acid desaturase	289
2785715478	473	39.08	11	465	2	454	5.0e-129	454	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme	454
2785715480	188	24.19	5	179	11	196	3.0e-33	134	COG1573	Uracil-DNA glycosylase	202
2785715481	741	47.43	488	739	1	251	1.0e-71	264	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2785715483	248	39.83	13	246	7	245	1.0e-58	219	COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	261
2785715484	573	44.09	9	565	1	508	0.0e+00	539	COG0155	Sulfite reductase, beta subunit (hemoprotein)	510
2785715485	607	49.32	26	607	8	587	0.0e+00	622	COG0369	Sulfite reductase, alpha subunit (flavoprotein)	587
2785715487	330	27.88	9	329	33	358	2.0e-61	229	COG5345	Uncharacterized protein	358
2785715489	66	37.29	7	63	3	61	3.0e-07	47.1	COG1983	Phage shock protein PspC (stress-responsive transcriptional regulator)	70
2785715490	222	36.82	1	220	1	220	5.0e-22	98	COG1842	Phage shock protein A	225
2785715492	338	35.26	6	309	9	308	2.0e-72	266	COG0042	tRNA-dihydrouridine synthase	323
2785715495	161	33.7	1	161	3	183	7.0e-21	93.5	COG1100	GTPase SAR1 family domain	219
2785715497	255	27.89	59	247	50	226	3.0e-09	55.8	COG2801	Transposase InsO and inactivated derivatives	232
2785715499	280	35.81	1	279	7	314	3.0e-65	241	COG0627	S-formylglutathione hydrolase FrmB	316
2785715500	304	21.93	29	290	7	255	3.0e-21	96.1	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
2785715502	445	17.51	115	410	53	316	2.0e-16	80.7	COG0668	Small-conductance mechanosensitive channel	316
2785715505	270	20.34	5	264	4	296	2.0e-12	66.9	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2785715506	473	39.19	1	468	1	439	3.0e-85	309	COG0733	Na+-dependent transporter, SNF family	439
2785715507	241	21.05	1	205	4	205	9.0e-13	67.2	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2785715508	131	25.83	1	120	10	125	4.0e-18	83.4	COG3011	Predicted thiol-disulfide oxidoreductase YuxK, DCC family	137
2785715509	181	52.33	1	171	3	174	2.0e-63	235	COG0225	Peptide methionine sulfoxide reductase MsrA	174
2785715512	178	32.93	8	174	4	148	3.0e-25	108	COG0716	Flavodoxin	151
2785715514	136	26.47	1	136	2	136	5.0e-20	90.3	COG0848	Biopolymer transport protein ExbD	137
2785715517	368	27.62	12	362	13	343	8.0e-35	141	COG3405	Endo-1,4-beta-D-glucanase Y	360
2785715519	741	26.5	103	570	14	427	2.0e-43	171	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	439
2785715522	272	26.18	1	272	27	248	2.0e-34	139	COG4123	tRNA1(Val) A37 N6-methylase TrmN6	248
2785715524	727	23.49	90	727	54	619	9.0e-58	218	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	620
2785715526	992	37.6	731	980	2	243	1.0e-56	215	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2785715527	346	43.52	1	321	3	326	3.0e-83	302	COG1171	Threonine dehydratase	347
2785715528	566	37.17	39	566	4	534	3.0e-116	412	COG1574	Predicted amidohydrolase YtcJ	535
2785715529	375	21.66	20	374	22	385	1.0e-18	87.9	COG1113	L-asparagine transporter and related permeases	462
2785715531	213	30.59	1	212	12	230	9.0e-34	136	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2785715532	171	17.24	13	157	3	137	1.0e-06	46	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2785715534	277	47.29	1	257	1	252	8.0e-70	257	COG0121	Predicted glutamine amidotransferase	252
2785715537	156	52.46	6	127	7	128	6.0e-32	130	COG4682	Uncharacterized membrane protein YiaA	128
2785715538	278	21.3	1	251	6	259	3.0e-12	66.3	COG4727	Uncharacterized protein	287
2785715541	500	44.18	4	498	11	496	2.0e-122	432	COG1953	Cytosine/uracil/thiamine/allantoin permease	497
2785715542	772	18.1	9	772	31	768	3.0e-27	117	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785715543	496	37.21	4	482	1	470	1.0e-122	434	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2785715544	176	27.85	19	173	6	163	1.0e-29	122	COG1853	NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family	176
2785715545	206	23.76	16	202	1	201	2.0e-18	86.2	COG0778	Nitroreductase	207
2785715546	278	30.11	18	277	10	282	1.0e-20	94	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2785715547	127	40.62	1	127	2	129	2.0e-28	117	COG0251	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	130
2785715548	244	30.91	32	243	1	205	3.0e-37	148	COG1335	Nicotinamidase-related amidase	205
2785715549	362	28.29	6	355	1	334	1.0e-46	180	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	336
2785715550	224	25	19	224	1	200	2.0e-15	75.8	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2785715551	223	29.35	12	205	11	211	1.0e-19	90.3	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2785715552	301	24.35	43	268	58	271	6.0e-13	68.6	COG3000	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily	271
2785715554	446	42.63	7	446	3	442	2.0e-81	296	COG2610	H+/gluconate symporter or related permease	442
2785715555	172	42.86	11	169	2	160	1.0e-44	172	COG3265	Gluconate kinase	161
2785715556	335	32.93	9	334	1	328	7.0e-72	264	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2785715557	296	26.09	61	232	30	212	1.0e-19	91.1	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2785715559	357	42.62	2	350	1	352	2.0e-89	322	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	354
2785715560	80	39.02	1	80	1	82	3.0e-06	43.5	COG3609	Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain	89
2785715561	99	29.59	1	98	1	96	4.0e-10	56.2	COG3668	Plasmid stabilization system protein ParE	98
2785715562	77	49.33	1	73	1	75	1.0e-21	94.2	COG2991	Uncharacterized protein	77
2785715563	341	45.81	10	337	6	336	3.0e-91	328	COG1477	Thiamine biosynthesis lipoprotein ApbE	337
2785715564	410	75.37	1	410	1	410	0.0e+00	714	COG2871	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrF	410
2785715565	202	74.26	1	202	1	198	6.0e-73	267	COG2209	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrE	198
2785715566	210	71.5	1	207	1	207	8.0e-82	296	COG1347	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD	208
2785715567	254	45.49	1	249	1	255	4.0e-75	274	COG2869	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC	264
2785715568	400	62.34	2	396	1	400	4.0e-125	441	COG1805	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB	400
2785715569	459	64.88	14	459	1	447	0.0e+00	646	COG1726	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrA	447
2785715570	392	59.85	1	390	1	391	0.0e+00	533	COG3007	Trans-2-enoyl-CoA reductase	398
2785715571	206	48.04	2	205	3	205	3.0e-59	221	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase	205
2785715572	873	46.37	6	873	6	910	0.0e+00	977	COG2352	Phosphoenolpyruvate carboxylase	910
2785715573	312	36.65	1	311	1	312	3.0e-64	239	COG0039	Malate/lactate dehydrogenase	313
2785715574	154	43.71	4	151	2	150	6.0e-38	149	COG1438	Arginine repressor	150
2785715575	227	27.05	22	226	11	182	8.0e-20	90.6	COG0693	Putative intracellular protease/amidase	188
2785715579	207	49.02	3	206	7	208	1.0e-59	222	COG0572	Uridine kinase	218
2785715580	403	54.61	1	401	4	404	3.0e-128	451	COG1972	Nucleoside permease NupC	404
2785715581	279	29.64	9	260	17	279	8.0e-32	131	COG3491	Isopenicillin N synthase and related dioxygenases	322
2785715583	168	52.29	15	167	35	187	2.0e-41	161	COG2335	Uncaracterized surface protein containing fasciclin (FAS1) repeats	187
2785715585	326	35.71	8	306	127	432	2.0e-57	216	COG3706	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	435
2785715586	229	25	21	229	3	208	2.0e-17	82.6	COG0847	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	243
2785715587	609	29.46	8	605	5	608	1.0e-97	351	COG2905	Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains	610
2785715588	568	39.61	2	562	5	529	0.0e+00	494	COG4147	Na+(or H+)/acetate symporter ActP	529
2785715589	88	46.59	1	88	2	88	1.0e-20	91.6	COG4327	Uncharacterized membrane protein	101
2785715590	1147	22.29	1	495	2	493	2.0e-48	188	COG0591	Na+/proline symporter	493
2785715592	301	34.39	1	288	1	313	2.0e-64	239	COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	318
2785715593	343	31.51	10	311	14	321	6.0e-47	181	COG3608	Predicted deacylase	331
2785715594	144	37.24	1	143	19	162	9.0e-29	119	COG4067	Uncharacterized conserved protein	162
2785715596	214	34.62	2	209	1	208	1.0e-40	159	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2785715597	648	43.42	68	621	1	522	0.0e+00	662	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	528
2785715600	350	34.47	1	347	1	312	2.0e-65	243	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	316
2785715602	825	23.23	21	515	17	478	4.0e-17	84.3	COG1404	Serine protease, subtilisin family	508
2785715604	279	15.38	118	263	4	159	1.0e-05	43.8	COG2203	GAF domain	175
2785715607	209	39.52	3	209	1	210	3.0e-47	181	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2785715609	815	23.77	88	545	90	506	4.0e-14	73.9	COG1404	Serine protease, subtilisin family	508
2785715612	534	51.03	23	504	12	495	0.0e+00	587	COG0753	Catalase	496
2785715614	450	25.43	2	450	21	595	1.0e-71	263	COG3211	Secreted phosphatase, PhoX family	616
