seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NZ_DS999537.1,P9202_RS04735,,P9202_RS04735,P9202_12,Protein Homology,886753.0,887574.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805063.1,segregation/condensation protein A,WP_002805063.1,,,,,P9202_12,886753.0,887574.0,+,CK_Pro_MIT9202_00012,,,CK_00000232,,,"COG1354,bactNOG29092,cyaNOG06221,cyaNOG02957,cyaNOG02784","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,scpA/B family protein,"PF02616,IPR003768","Segregation and condensation protein ScpA,Segregation and condensation protein A","93,170","Cellular processes / Cell division,DNA metabolism / Chromosome-associated proteins",,
NZ_DS999537.1,infC,infC,P9202_RS03480,P9202_13,Protein Homology,632832.0,633404.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805064.1,translation initiation factor IF-3,WP_002805064.1,"GO:0006413,GO:0003743",,translation initiation factor activity|0003743||IEA,translational initiation|0006413||IEA,P9202_13,632832.0,633404.0,+,CK_Pro_MIT9202_00013,infC,"GO:0006413,GO:0003743",CK_00000311,,,"COG0290,bactNOG23899,cyaNOG06350,cyaNOG00942","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translational initiation,translational initiation,translation initiation factor activity",translation initiation factor IF-3,"TIGR00168,PF00707,PF05198,PS00938,IPR019813,IPR019815,IPR019814,IPR001288","translation initiation factor IF-3,Translation initiation factor IF-3%2C C-terminal domain,Translation initiation factor IF-3%2C N-terminal domain,Initiation factor 3 signature.,Translation initiation factor 3%2C conserved site,Translation initiation factor 3%2C C-terminal,Translation initiation factor 3%2C N-terminal,Translation initiation factor 3",169,Protein synthesis / Translation factors,,
NZ_DS999537.1,P9202_RS02390,,P9202_RS02390,P9202_14,Protein Homology,432178.0,432915.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805066.1,type 1 glutamine amidotransferase,WP_002805066.1,,,,,P9202_14,432178.0,432915.0,+,CK_Pro_MIT9202_00014,,,CK_00001831,,,"COG0518,bactNOG13777,cyaNOG06787","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",,,,Glutamine amidotransferase class-I,"PF00117,PS51273,IPR017926","Glutamine amidotransferase class-I,Glutamine amidotransferase type 1 domain profile.,Glutamine amidotransferase",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides,,
NZ_DS999537.1,P9202_RS06985,,P9202_RS06985,P9202_15,Protein Homology,1279137.0,1279820.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805068.1,TIGR04283 family arsenosugar biosynthesis glycosyltransferase,WP_002805068.1,"GO:0009058,GO:0016740",,transferase activity|0016740||IEA,biosynthetic process|0009058||IEA,P9202_15,1279137.0,1279820.0,-,CK_Pro_MIT9202_00015,,"GO:0016740,GO:0009274",CK_00000952,C.3,Surface polysaccharides and lipopolysaccharides,"COG0463,NOG292225,COG1215,bactNOG08457,bactNOG34943,cyaNOG06515,cyaNOG02394","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,"transferase activity,transferase activity,peptidoglycan-based cell wall",beta-glycosyltransferase%2C family 2,"TIGR04283,PF00535,IPR026461,IPR001173","transferase 2%2C rSAM/selenodomain-associated,Glycosyl transferase family 2,Transferase 2%2C rSAM/selenodomain-associated,Glycosyltransferase 2-like",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,
NZ_DS999537.1,purS,purS,P9202_RS08090,P9202_16,Protein Homology,1479278.0,1479541.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805070.1,phosphoribosylformylglycinamidine synthase subunit PurS,WP_002805070.1,,,,,P9202_16,1479278.0,1479541.0,+,CK_Pro_MIT9202_00016,purS,"GO:0009152,GO:0006541,GO:0006189,GO:0006164,GO:0004642",CK_00000974,M.3,Purine ribonucleotide biosynthesis,"COG1828,bactNOG100509,bactNOG45168,cyaNOG07668,cyaNOG03708","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",6.3.5.3,phosphoribosylformylglycinamidine synthase%3B phosphoribosylformylglycinamidine synthetase%3B formylglycinamide ribonucleotide amidotransferase%3B phosphoribosylformylglycineamidine synthetase%3B FGAM synthetase%3B FGAR amidotransferase%3B 5'-phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)%3B 2-N-formyl-1-N-(5-phospho-D-ribosyl)glycinamide:L-glutamine amido-ligase (ADP-forming),"purine ribonucleotide biosynthetic process,glutamine metabolic process,'de novo' IMP biosynthetic process,purine nucleotide biosynthetic process,purine ribonucleotide biosynthetic process,glutamine metabolic process,'de novo' IMP biosynthetic process,purine nucleotide biosynthetic process,phosphoribosylformylglycinamidine synthase activity",phosphoribosylformylglycinamidine (FGAM) synthase%2C PurS component,"TIGR00302,PF02700,IPR003850","phosphoribosylformylglycinamidine synthase%2C purS protein,Phosphoribosylformylglycinamidine (FGAM) synthase,Phosphoribosylformylglycinamidine synthase subunit PurS",125,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis,,6.3.5.3
NZ_DS999537.1,P9202_RS02590,,P9202_RS02590,P9202_17,Protein Homology,466302.0,466640.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011133091.1,P-II family nitrogen regulator,WP_002805072.1,"GO:0006808,GO:0030234",,enzyme regulator activity|0030234||IEA,regulation of nitrogen utilization|0006808||IEA,P9202_17,466302.0,466640.0,+,CK_Pro_MIT9202_00017,glnB,"GO:0006355,GO:0006808,GO:0006351,GO:0000166,GO:0042802,GO:0030234",CK_00000186,"D.1.3,E.4,N.1","Nitrogen,Nitrogen metabolism, DNA interactions","COG0347,bactNOG23811,bactNOG23875,cyaNOG03075","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,"regulation of transcription%2C DNA-templated,regulation of nitrogen utilization,transcription%2C DNA-templated,regulation of transcription%2C DNA-templated,regulation of nitrogen utilization,transcription%2C DNA-templated,nucleotide binding,identical protein binding,enzyme regulator activity",nitrogen regulatory protein P-II,"PF00543,PS00638,PS51343,IPR002187,IPR017918","Nitrogen regulatory protein P-II,P-II protein C-terminal region signature.,P-II protein family profile.,Nitrogen regulatory protein PII,Nitrogen regulatory protein PII%2C conserved site","160,261","Central intermediary metabolism / Nitrogen metabolism,Regulatory functions / DNA interactions",,
NZ_DS999537.1,P9202_RS01210,,P9202_RS01210,P9202_18,Protein Homology,208411.0,209313.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818806.1,3'(2')%2C5'-bisphosphate nucleotidase CysQ,WP_002805073.1,"GO:0006790,GO:0000287,GO:0008441",,"magnesium ion binding|0000287||IEA,3'(2')%2C5'-bisphosphate nucleotidase activity|0008441||IEA",sulfur compound metabolic process|0006790||IEA,P9202_18,208411.0,209313.0,-,CK_Pro_MIT9202_00018,cysQ,GO:0046854,CK_00000591,E.7,Sulfur metabolism,"COG1218,bactNOG10935,bactNOG08319,bactNOG15911,bactNOG24044,cyaNOG00350,cyaNOG02320","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",3.1.3.7,3'(2')%2C5'-bisphosphate nucleotidase%3B phosphoadenylate 3'-nucleotidase%3B 3'-phosphoadenylylsulfate 3'-phosphatase%3B 3'(2')%2C5'-bisphosphonucleoside 3'(2')-phosphohydrolase,phosphatidylinositol phosphorylation,3'(2')%2C 5'-bisphosphate nucleotidase,"PF00459,PS00629,PS00630,IPR000760,IPR020583,IPR020550","Inositol monophosphatase family,Inositol monophosphatase family signature 1.,Inositol monophosphatase family signature 2.,Inositol monophosphatase-like,Inositol monophosphatase%2C metal-binding site,Inositol monophosphatase%2C conserved site",106,Central intermediary metabolism / Sulfur metabolism,,3.1.3.7
NZ_DS999537.1,P9202_RS00775,,P9202_RS00775,P9202_19,Protein Homology,135623.0,135979.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805074.1,hypothetical protein,WP_002805074.1,,,,,P9202_19,135623.0,135979.0,-,CK_Pro_MIT9202_00019,,,CK_00051229,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS01735,,P9202_RS01735,P9202_20,Protein Homology,319308.0,320540.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805075.1,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,WP_002805075.1,"GO:0006730,GO:0004326,GO:0005524,GO:0008841,GO:0046872",,"tetrahydrofolylpolyglutamate synthase activity|0004326||IEA,ATP binding|0005524||IEA,dihydrofolate synthase activity|0008841||IEA,metal ion binding|0046872||IEA",one-carbon metabolic process|0006730||IEA,P9202_20,319308.0,320540.0,+,CK_Pro_MIT9202_00020,folC,GO:0004326,CK_00000711,B.10.3,Folic acid (b9),"COG0285,bactNOG02628,cyaNOG01117","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism","6.3.2.12,6.3.2.17","dihydrofolate synthase%3B dihydrofolate synthetase%3B 7%2C8-dihydrofolate synthetase%3B H2-folate synthetase%3B 7%2C8-dihydropteroate:L-glutamate ligase (ADP)%3B dihydropteroate:L-glutamate ligase (ADP-forming)%3B DHFS,tetrahydrofolate synthase%3B folylpolyglutamate synthase%3B folate polyglutamate synthetase%3B formyltetrahydropteroyldiglutamate synthetase%3B N10-formyltetrahydropteroyldiglutamate synthetase%3B folylpoly-gamma-glutamate synthase%3B folylpolyglutamyl synthetase%3B folylpoly(gamma-glutamate) synthase%3B folylpolyglutamate synthetase%3B FPGS%3B tetrahydrofolylpolyglutamate synthase%3B tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)%3B tetrahydropteroyl-[gamma-Glu]n:L-glutamate gamma-ligase (ADP-forming)",tetrahydrofolylpolyglutamate synthase activity,bifunctional dihydrofolate synthase / folylpolyglutamate synthase,"TIGR01499,PF08245,IPR013221,IPR001645","bifunctional protein FolC,Mur ligase middle domain,Mur ligase%2C central,Folylpolyglutamate synthetase",78,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Folic acid,,6.3.2.-
NZ_DS999537.1,rlmB,rlmB,P9202_RS08410,P9202_22,Protein Homology,1531536.0,1532516.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007648.1,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,WP_002805078.1,"GO:0006396,GO:0008173",,RNA methyltransferase activity|0008173||IEA,RNA processing|0006396||IEA,P9202_22,1531536.0,1532516.0,+,CK_Pro_MIT9202_00022,rlmB,"GO:0000453,GO:0006364,GO:0006396,GO:0032259,GO:0070039,GO:0003723,GO:0008168,GO:0008173,GO:0016740",CK_00000785,K.3,tRNA and rRNA base modification,"COG0566,COG0532,COG1530,bactNOG03194,bactNOG08981,cyaNOG00088","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.185,23S rRNA (guanosine2251-2'-O)-methyltransferase%3B rlmB (gene name)%3B yifH (gene name),"enzyme-directed rRNA 2'-O-methylation,rRNA processing,RNA processing,methylation,enzyme-directed rRNA 2'-O-methylation,rRNA processing,RNA processing,methylation,rRNA (guanosine-2'-O-)-methyltransferase activity,RNA binding,methyltransferase activity,RNA methyltransferase activity,transferase activity",23S rRNA (guanosine2251-2'-O)-methyltransferase,"TIGR00186,PF08032,PF00588,IPR013123,IPR004441,IPR001537","RNA methyltransferase%2C TrmH family%2C group 3,RNA 2'-O ribose methyltransferase substrate binding,SpoU rRNA Methylase family,RNA 2-O ribose methyltransferase%2C substrate binding,RNA methyltransferase TrmH family,tRNA/rRNA methyltransferase%2C SpoU type",168,Protein synthesis / tRNA and rRNA base modification,,
NZ_DS999537.1,mgtE,mgtE,P9202_RS03450,P9202_23,Protein Homology,627285.0,628691.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863730.1,magnesium transporter,WP_002805079.1,"GO:0015693,GO:0015095,GO:0016020",membrane|0016020||IEA,magnesium ion transmembrane transporter activity|0015095||IEA,magnesium ion transport|0015693||IEA,P9202_23,627285.0,628691.0,-,CK_Pro_MIT9202_00023,mgtE,,CK_00000307,Q.4,Cations and iron carrying compounds,"COG2239,bactNOG01996,cyaNOG00475","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,,magnesium transporter,"TIGR00400,PF01769,PF03448,PF00571,PS51371,IPR006667,IPR000644,IPR006668,IPR006669","magnesium transporter,Divalent cation transporter,MgtE intracellular N domain,CBS domain,CBS domain profile.,SLC41 divalent cation transporters%2C integral membrane domain,CBS domain,Magnesium transporter%2C MgtE intracellular domain,Magnesium transporter MgtE",145,Transport and binding proteins / Cations and iron carrying compounds,,
NZ_DS999537.1,hisD,hisD,P9202_RS02715,P9202_24,Protein Homology,494861.0,496147.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008387.1,histidinol dehydrogenase,WP_002805080.1,"GO:0000105,GO:0004399,GO:0046872,GO:0051287",,"histidinol dehydrogenase activity|0004399||IEA,metal ion binding|0046872||IEA,NAD binding|0051287||IEA",L-histidine biosynthetic process|0000105||IEA,P9202_24,494861.0,496147.0,+,CK_Pro_MIT9202_00024,hisD,"GO:0000105,GO:0055114,GO:0004399,GO:0008270,GO:0051287",CK_00001063,A.4,Histidine family,"COG0141,bactNOG02017,cyaNOG00706","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",1.1.1.23,histidinol dehydrogenase%3B L-histidinol dehydrogenase,"histidine biosynthetic process,oxidation-reduction process,histidine biosynthetic process,oxidation-reduction process,histidinol dehydrogenase activity,zinc ion binding,NAD binding",histidinol dehydrogenase,"TIGR00069,PF00815,PS00611,IPR001692,IPR012131","histidinol dehydrogenase,Histidinol dehydrogenase,Histidinol dehydrogenase signature.,Histidinol dehydrogenase%2C conserved site,Histidinol dehydrogenase",161,Amino acid biosynthesis / Histidine family,,1.1.1.23
NZ_DS999537.1,P9202_RS07275,,P9202_RS07275,P9202_25,Protein Homology,1340450.0,1341172.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007435.1,DUF1350 family protein,WP_002805083.1,,,,,P9202_25,1340450.0,1341172.0,-,CK_Pro_MIT9202_00025,,,CK_00000780,"D.1.9,R.2"," Other,Conserved hypothetical proteins","COG0050,NOG69588,COG1429,NOG292331,COG0689,bactNOG16404,cyaNOG00409","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [H] Coenzyme transport and metabolism,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF07082,IPR010765","Protein of unknown function (DUF1350),Protein of unknown function DUF1350",156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,hemB,hemB,P9202_RS05060,P9202_26,Protein Homology,947298.0,948299.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805084.1,porphobilinogen synthase,WP_002805084.1,"GO:0033014,GO:0003824,GO:0004655,GO:0046872",,"catalytic activity|0003824||IEA,porphobilinogen synthase activity|0004655||IEA,metal ion binding|0046872||IEA",tetrapyrrole biosynthetic process|0033014||IEA,P9202_26,947298.0,948299.0,+,CK_Pro_MIT9202_00026,hemB,"GO:0006783,GO:0015995,GO:0046872,GO:0004655,GO:0009507",CK_00048448,"B.10.2,B.5.2,B.5.3","Cobalamin (b12),Chlorophylls and porphyrins,Hemes and phycobilins","COG0113,bactNOG00832,cyaNOG00673","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",4.2.1.24,porphobilinogen synthase%3B aminolevulinate dehydratase%3B delta-aminolevulinate dehydratase%3B delta-aminolevulinic acid dehydrase%3B delta-aminolevulinic acid dehydratase%3B aminolevulinic dehydratase%3B delta-aminolevulinic dehydratase%3B 5-levulinic acid dehydratase%3B 5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing)%3B hemB (gene name),"heme biosynthetic process,chlorophyll biosynthetic process,heme biosynthetic process,chlorophyll biosynthetic process,metal ion binding,porphobilinogen synthase activity,heme biosynthetic process,chlorophyll biosynthetic process,metal ion binding,porphobilinogen synthase activity,chloroplast",delta-aminolevulinic acid dehydratase,"PF00490,PS00169,IPR001731","Delta-aminolevulinic acid dehydratase,Delta-aminolevulinic acid dehydratase active site.,Delta-aminolevulinic acid dehydratase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin,,4.2.1.24
NZ_DS999537.1,tsaD,tsaD,P9202_RS06510,P9202_28,Protein Homology,1196008.0,1197078.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007295.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,WP_002805086.1,GO:0002949,,,tRNA threonylcarbamoyladenosine modification|0002949||IEA,P9202_28,1196008.0,1197078.0,+,CK_Pro_MIT9202_00028,tsaD,"GO:0070526,GO:0004222",CK_00000627,K.3,tRNA and rRNA base modification,"COG0533,bactNOG00039,cyaNOG06179,cyaNOG00429","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",2.3.1.234,N6-L-threonylcarbamoyladenine synthase%3B t6A synthase%3B Kae1%3B ygjD (gene name)%3B Qri7,"tRNA threonylcarbamoyladenosine modification,tRNA threonylcarbamoyladenosine modification,metalloendopeptidase activity",N6-L-threonylcarbamoyladenine synthase,"TIGR00329,TIGR03723,PF00814,PS01016,IPR017860,IPR000905,IPR017861,IPR022450","metallohydrolase%2C glycoprotease/Kae1 family,tRNA threonylcarbamoyl adenosine modification protein TsaD,Glycoprotease family,Glycoprotease family signature.,Peptidase M22%2C conserved site,Gcp-like domain,Kae1/TsaD family,tRNA N6-adenosine threonylcarbamoyltransferase%2C TsaD",168,Protein synthesis / tRNA and rRNA base modification,,2.3.1.234
NZ_DS999537.1,P9202_RS04505,,P9202_RS04505,P9202_29,Protein Homology,848435.0,849085.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817598.1,RibD family protein,WP_002805087.1,,,,,P9202_29,848435.0,849085.0,-,CK_Pro_MIT9202_00029,ribD2,"GO:0009231,GO:0055114,GO:0008703",CK_00000200,B.7,Riboflavin%2C FMN and FAD,"COG1985,bactNOG47018,bactNOG83865,bactNOG76076,bactNOG19704,bactNOG89860,bactNOG89607,cyaNOG02725","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.1.1.193,5-amino-6-(5-phosphoribosylamino)uracil reductase%3B aminodioxyphosphoribosylaminopyrimidine reductase,"riboflavin biosynthetic process,oxidation-reduction process,riboflavin biosynthetic process,oxidation-reduction process,5-amino-6-(5-phosphoribosylamino)uracil reductase activity",5-amino-6-(5-phosphoribosylamino)uracil reductase,"PF01872,IPR002734,IPR024072","RibD C-terminal domain,Bacterial bifunctional deaminase-reductase%2C C-terminal,Dihydrofolate reductase-like domain superfamily",85,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Riboflavin%2C FMN%2C and FAD,,
NZ_DS999537.1,P9202_RS10030,,P9202_RS10030,P9202_30,Protein Homology,1410012.0,1410152.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862726.1,hypothetical protein,WP_012007506.1,,,,,P9202_30,1410006.0,1410152.0,+,CK_Pro_MIT9202_00030,,,CK_00038443,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,yidC,yidC,P9202_RS01180,P9202_31,Protein Homology,200590.0,201732.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132820.1,membrane protein insertase YidC,WP_002805090.1,,,,,P9202_31,200590.0,201732.0,+,CK_Pro_MIT9202_00031,ALB3,"GO:0051205,GO:0031224,GO:0016021",CK_00000597,"D.1.7,J.8","Trace metals,Photosystem II","COG0706,bactNOG03371,cyaNOG00865","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"protein insertion into membrane,protein insertion into membrane,intrinsic component of membrane,integral component of membrane",photosystem II assembly factor,"TIGR03592,PF02096,IPR028055,IPR001708","membrane protein insertase%2C YidC/Oxa1 family,60Kd inner membrane protein,Membrane insertase YidC/Oxa1%2C C-terminal,Membrane insertase YidC/ALB3/OXA1/COX18",164,Energy metabolism / Photosynthesis,,
NZ_DS999537.1,P9202_RS02675,,P9202_RS02675,P9202_32,Protein Homology,481754.0,482521.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819093.1,HEAT repeat domain-containing protein,WP_002805091.1,GO:0005515,,protein binding|0005515||IEA,,P9202_32,481754.0,482521.0,-,CK_Pro_MIT9202_00032,iaiH,,CK_00001056,L.3,Protein folding and stabilization,"COG1413,bactNOG08917,bactNOG78959,bactNOG90294,cyaNOG00556","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: METABOLISM [C] Energy production and conversion",,,,PBS lyase HEAT-like repeat domain-containing protein,PF13646,HEAT repeats,95,Protein fate / Protein folding and stabilization,,
NZ_DS999537.1,msrA,msrA,P9202_RS01910,P9202_33,Protein Homology,349346.0,349948.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805092.1,peptide-methionine (S)-S-oxide reductase MsrA,WP_002805092.1,"GO:0006979,GO:0030091,GO:0008113,GO:0033744",,"peptide-methionine (S)-S-oxide reductase activity|0008113||IEA,L-methionine:thioredoxin-disulfide S-oxidoreductase activity|0033744||IEA","response to oxidative stress|0006979||IEA,protein repair|0030091||IEA",P9202_33,349346.0,349948.0,-,CK_Pro_MIT9202_00033,msrA2,"GO:0006979,GO:0030091,GO:0055114,GO:0008113,GO:0016671",CK_00001078,D.1.4,Oxidative stress,"COG0225,bactNOG15303,bactNOG60465,bactNOG05199,cyaNOG05251","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.4.11,Transferred to 1.8.4.11,"response to oxidative stress,protein repair,oxidation-reduction process,response to oxidative stress,protein repair,oxidation-reduction process,peptide-methionine (S)-S-oxide reductase activity,oxidoreductase activity%2C acting on a sulfur group of donors%2C disulfide as acceptor",peptide methionine sulfoxide reductase,"TIGR00401,PF01625,IPR002569","peptide-methionine (S)-S-oxide reductase,Peptide methionine sulfoxide reductase,Peptide methionine sulphoxide reductase MsrA","140,149","Protein fate / Protein modification and repair,Cellular processes / Adaptations to atypical conditions",,1.8.4.11
