geneID,Path,KO,chr,start,end,strand,logFC,logCPM,LR,PValue,annot,bacterial_chemotaxis,biosynthesis_of_amino_acids,carbon_metabolism,fatty_acid_metabolism,flagellar_assembly,redox_genes,ribosome,tonb_associated_genes,resolved_locus_tag,resolution_method
AEZ55_4446,1200.0,K00626,scf7180000008835,2238190,2239371,+,-1.178248072,9.020136952,6.190217192,0.012845842,acetyl-CoA C-acetyltransferase,,,Y,Y,,,,,EZ55_01773,tier1:geneID
AEZ55_4467,,,scf7180000008835,2261557,2264262,+,-0.649799696,10.04778241,1.798710554,0.179868461,TonB-dependent receptor,,,,,,,,Y,EZ55_01792,tier1:geneID
AEZ55_4481,3010.0,K02956,scf7180000008835,2276434,2276703,+,0.832190311,8.35586947,8.132309243,0.004348333,ribosomal protein S15,,,,,,,Y,,EZ55_01805,tier1:geneID
AEZ55_4494,,K03386,scf7180000008835,2290334,2290897,+,-0.795591911,11.44253938,2.533495756,0.111453056,peroxiredoxin,,,,,,Y,,,EZ55_01814,tier1:geneID
AEZ55_4496,,K02014,scf7180000008835,2292936,2295098,+,0.065672028,4.650469105,0.075231801,0.783866256,TonB-dependent siderophore receptor,,,,,,,,Y,EZ55_01816,tier1:geneID
AEZ55_4508,,,scf7180000008835,2305513,2307852,+,-0.547864391,11.06621458,1.195271251,0.274268855,TonB-dependent receptor plug domain protein,,,,,,,,Y,EZ55_01826,tier1:geneID
AEZ55_4532,,K02014,scf7180000008835,2330803,2332998,-,-0.069139046,5.580754395,0.088995809,0.765457679,TonB-dependent siderophore receptor,,,,,,,,Y,EZ55_01848,tier1:geneID
AEZ55_4546,,,scf7180000008835,2342931,2345591,+,-0.478041306,9.726856397,1.553623388,0.212601327,TonB-dependent receptor,,,,,,,,Y,EZ55_01859,tier1:geneID
AEZ55_4553,1200.0,K01007,scf7180000008835,2350653,2353025,+,0.582633272,10.42246865,2.543257252,0.11076607,phosphoenolpyruvate synthase,,,Y,,,,,,EZ55_01864,tier1:geneID
AEZ55_4568,1200.0,K00031,scf7180000008835,2365839,2368058,+,-0.042956386,8.438506805,0.022405236,0.881014102,"isocitrate dehydrogenase, NADP-dependent",,Y,Y,,,,,,EZ55_01878,tier1:geneID
AEZ55_4576,240.0,K00384,scf7180000008835,2373605,2374570,-,0.017404267,8.479099459,0.003559309,0.952426475,thioredoxin-disulfide reductase,,,,,,Y,,,EZ55_01886,tier1:geneID
AEZ55_4612,1200.0,K01803,scf7180000008835,2407852,2408595,+,0.119084806,8.93062936,0.124794285,0.723891771,triose-phosphate isomerase,,Y,Y,,,,,,EZ55_01917,tier1:geneID
AEZ55_4627,1230.0,K00931,scf7180000008835,2422431,2423114,+,-2.455571066,10.6880292,40.31026237,2.17e-10,glutamate 5-kinase,,Y,,,,,,,EZ55_01931,tier1:geneID
AEZ55_4629,1230.0,K00147,scf7180000008835,2423536,2424783,+,-2.273819372,11.582054,27.68027865,1.43e-07,glutamate-5-semialdehyde dehydrogenase,,Y,,,,,,,EZ55_01932,tier1:geneID
AEZ55_4671,,K03832,scf7180000008835,2452406,2453098,+,0.309503316,4.699323686,1.644199295,0.19975028,gram-negative bacterial TonB protein,,,,,,,,Y,EZ55_01969,tier1:geneID
AEZ55_4704,1200.0,K01647,scf7180000008835,2484354,2485631,-,-0.133465199,10.84202068,0.159714086,0.689419887,citrate (Si)-synthase,,Y,Y,,,,,,EZ55_01997,tier1:geneID
AEZ55_4705,1200.0,K00241,scf7180000008835,2486336,2486710,+,-0.080507218,8.854301857,0.073181491,0.786759634,"succinate dehydrogenase, cytochrome b556",,,Y,,,,,,EZ55_01998,tier1:geneID
AEZ55_4706,1200.0,K00242,scf7180000008835,2486704,2487051,+,-0.33170207,7.391761654,1.519587089,0.21768199,"succinate dehydrogenase, hydrophobic membrane",,,Y,,,,,,EZ55_01999,tier1:geneID
AEZ55_4707,1200.0,K00239,scf7180000008835,2487053,2488147,+,-0.297072408,9.146747795,0.851821857,0.356037454,putative succinate dehydrogenase flavoprotein,,,Y,,,,,,EZ55_02000,tier1:geneID
AEZ55_4708,1200.0,K00239,scf7180000008835,2488125,2488826,+,-0.571611638,8.332471328,3.007592101,0.082875318,fumarate reductase/succinate dehydrogenase,,,Y,,,,,,,unresolved
AEZ55_4709,1200.0,K00240,scf7180000008835,2488841,2489551,+,-0.470649035,8.95372998,1.846921062,0.174141918,succinate dehydrogenase iron-sulfur subunit,,,Y,,,,,,EZ55_02001,tier1:geneID
AEZ55_4710,1200.0,K00164,scf7180000008835,2489728,2492547,+,-0.021980257,9.416666823,0.00429409,0.947752571,oxoglutarate dehydrogenase,,,Y,,,,,,EZ55_02002,tier1:geneID
AEZ55_4711,1200.0,K00658,scf7180000008835,2492557,2494068,+,0.103516178,8.647021318,0.091717869,0.762004496,"dihydrolipoyllysine-residue succinyltransferase,",,,Y,,,,,,EZ55_02003,tier1:geneID
AEZ55_4712,1200.0,K01903,scf7180000008835,2494221,2495387,+,0.282934922,9.194750303,0.688501044,0.4066747,"succinate-CoA ligase, beta subunit",,,Y,,,,,,EZ55_02004,tier1:geneID
AEZ55_4713,1200.0,K01902,scf7180000008835,2495387,2496259,+,0.226776613,8.334477379,0.460964654,0.497173486,succinyl-CoA synthetase subunit alpha,,,Y,,,,,,EZ55_02005,tier1:geneID
AEZ55_4714,,K02014,scf7180000008835,2496588,2499449,+,-1.435932628,10.15030754,3.248243336,0.071500049,TonB-dependent receptor,,,,,,,,Y,EZ55_02006,tier1:geneID
AEZ55_4717,,,scf7180000008835,2501391,2504450,+,-0.896394873,7.249304243,2.600257507,0.106846353,TonB-dependent receptor,,,,,,,,Y,EZ55_02008,tier1:geneID
AEZ55_4760,1200.0,K00850,scf7180000008835,2552303,2553307,-,0.107029964,4.503461423,0.186204612,0.66609444,phosphofructokinase,,Y,Y,,,,,,EZ55_02044,tier1:geneID
AEZ55_4785,1200.0,K01752,scf7180000008835,2576037,2577410,-,0.567305896,8.273877887,2.700651979,0.10030722,L-serine ammonia-lyase,,Y,Y,,,,,,EZ55_02068,tier1:geneID
AEZ55_4789,1200.0,K01676,scf7180000008835,2579906,2581435,+,0.120956779,8.636870945,0.162425215,0.686933425,"hydrolyase, tartrate alpha subunit/fumarate",,,Y,,,,,,EZ55_02071,tier1:geneID
AEZ55_4799,1200.0,K00830,scf7180000008835,2596247,2597368,+,0.596198373,9.668660678,1.64893019,0.199104601,"aminotransferase, class V",,,Y,,,,,,EZ55_02082,tier1:geneID
AEZ55_4817,,,scf7180000008835,2623418,2623669,+,-0.61141754,2.071219541,2.914318477,0.087796497,glutaredoxin-like domain (DUF836),,,,,,Y,,,EZ55_02099,tier1:geneID
AEZ55_4821,1212.0,K01716,scf7180000008835,2627956,2628474,-,0.114999375,6.976771592,0.168041042,0.681858696,beta-hydroxyacyl-(acyl-carrier-protein),,,,Y,,,,,EZ55_02103,tier1:geneID
AEZ55_4846,2030.0,K03406,scf7180000008835,2649028,2649837,-,-0.067856578,6.065823577,0.090079896,0.764075609,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_04297,tier1:geneID
