GID,SYMBOL,KID,KO,PRODUCT,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
PMT9312_1353,PMT9312_1353,pmi:PMT9312_1353,,hypothetical protein,Q319N2,Hypothetical protein.,,1267937,1267937..1269496,519
PMT9312_1354,PMT9312_1354,pmi:PMT9312_1354,K00239,succinate dehydrogenase,Q319N1,Succinate dehydrogenase (EC 1.3.99.1).,1.3.99.1,1269888,1269888..1271636,582
PMT9312_1355,PMT9312_1355,pmi:PMT9312_1355,,uncharacterized protein involved in exopolysaccharide biosynthesis-like,Q319N0,Uncharacterized protein involved in exopolysaccharide biosynthesis- like.,,1271749,1271749..1273425,558
PMT9312_1356,PMT9312_1356,pmi:PMT9312_1356,K01356,LexA repressor,Q319M9,LexA repressor (EC 3.4.21.88).,3.4.21.88,1274054,complement(1274054..1274671),205
PMT9312_1357,PMT9312_1357,pmi:PMT9312_1357,K00611,ornithine carbamoyltransferase,Q319M8,Ornithine carbamoyltransferase (EC 2.1.3.3).,2.1.3.3,1274731,complement(1274731..1275657),308
PMT9312_1358,ftsH,pmi:PMT9312_1358,K03798,ATP-dependent metalloprotease FtsH,Q319M7,ATP-dependent metalloprotease FtsH.,3.4.24.-,1275686,complement(1275686..1277548),620
PMT9312_1359,ribD,pmi:PMT9312_1359,K11752,riboflavin biosynthesis protein RibD,Q319M6,Riboflavin biosynthesis protein RibD (EC 3.5.4.26) (EC 1.1.1.193).,1.1.1.193 3.5.4.26,1277664,complement(1277664..1278758),364
PMT9312_1360,PMT9312_1360,pmi:PMT9312_1360,,hypothetical protein,Q319M5,Hypothetical protein.,,1278774,complement(1278774..1279217),147
PMT9312_1361,PMT9312_1361,pmi:PMT9312_1361,,hypothetical protein,Q319M4,Hypothetical protein.,,1279249,complement(1279249..1279542),97
PMT9312_1362,PMT9312_1362,pmi:PMT9312_1362,K00595,putative precorrin-6y methylase,Q319M3,Putative precorrin-6y methylase.,1.-.-.- 2.1.1.132,1279584,1279584..1280858,424
PMT9312_1363,PMT9312_1363,pmi:PMT9312_1363,K00858,NAD(+) kinase,Q319M2,Probable inorganic polyphosphate/ATP-NAD kinase 2 (EC 2.7.1.23) (Poly(P)/ATP NAD kinase 2).,2.7.1.23,1280872,complement(1280872..1281780),302
PMT9312_1364,PMT9312_1364,pmi:PMT9312_1364,K01889,"phenylalanyl-tRNA synthetase, alpha subunit",Q319M1,Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20) (Phenylalanine--tRNA ligase alpha chain) (PheRS).,6.1.1.20,1281851,complement(1281851..1282888),345
PMT9312_1365,surE,pmi:PMT9312_1365,K03787,stationary-phase survival protein SurE,Q319M0,5'-nucleotidase surE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase).,3.1.3.5,1282928,1282928..1283737,269
PMT9312_1366,PMT9312_1366,pmi:PMT9312_1366,,hypothetical protein,Q319L9,Hypothetical protein.,,1283717,complement(1283717..1284250),177
PMT9312_1367,ribF,pmi:PMT9312_1367,K11753,riboflavin biosynthesis protein RibF,Q319L8,Riboflavin biosynthesis protein RibF.,2.7.1.26 2.7.7.2,1284319,1284319..1285242,307
PMT9312_1368,PMT9312_1368,pmi:PMT9312_1368,K00788,thiamine-phosphate pyrophosphorylase,Q319L7,Thiamine-phosphate pyrophosphorylase (EC 2.5.1.3).,2.5.1.3,1285208,1285208..1286305,365
PMT9312_1369,thiS,pmi:PMT9312_1369,K03154,thiamine biosynthesis protein ThiS,Q319L6,Thiamine biosynthesis protein ThiS.,,1286295,1286295..1286504,69
PMT9312_1370,PMT9312_1370,pmi:PMT9312_1370,,hypothetical protein,Q319L5,Hypothetical protein.,,1286617,1286617..1286784,55
PMT9312_1371,PMT9312_1371,pmi:PMT9312_1371,,hypothetical protein,Q319L4,Hypothetical protein.,,1286852,1286852..1286983,43
PMT9312_1372,cpmA,pmi:PMT9312_1372,K06898,putative circadian phase modifier CpmA,Q319L3,Putative circadian phase modifier CpmA.,,1286988,complement(1286988..1287644),218
PMT9312_1373,PMT9312_1373,pmi:PMT9312_1373,,hypothetical protein,Q319L2,Hypothetical protein precursor.,,1287641,complement(1287641..1288087),148
PMT9312_1374,PMT9312_1374,pmi:PMT9312_1374,K01770,MECDP-synthase,Q319L1,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12) (MECPS) (MECDP-synthase).",4.6.1.12,1288084,complement(1288084..1288587),167
PMT9312_1375,PMT9312_1375,pmi:PMT9312_1375,K01991,polysaccharide export-related periplasmic protein,Q319L0,Polysaccharide export-related periplasmic protein.,,1288756,complement(1288756..1290003),415
PMT9312_1376,PMT9312_1376,pmi:PMT9312_1376,K00554,tRNA (guanine-N1)-methyltransferase,Q319K9,TRNA (Guanine-N1)-methyltransferase (EC 2.1.1.31).,2.1.1.31,1290128,complement(1290128..1290865),245
PMT9312_1377,era,pmi:PMT9312_1377,K03595,GTP-binding protein Era,Q319K8,GTP-binding protein Era.,,1290866,complement(1290866..1291777),303
PMT9312_1378,PMT9312_1378,pmi:PMT9312_1378,,hypothetical protein,Q319K7,Hypothetical protein.,,1291816,1291816..1292343,175
PMT9312_1379,PMT9312_1379,pmi:PMT9312_1379,K06890,hypothetical protein,Q319K6,Hypothetical protein.,,1292395,complement(1292395..1293132),245
PMT9312_1380,PMT9312_1380,pmi:PMT9312_1380,K06217,PhoH-like phosphate starvation-inducible protein,Q319K5,PhoH-like phosphate starvation-inducible protein.,,1293205,complement(1293205..1294161),318
PMT9312_1381,PMT9312_1381,pmi:PMT9312_1381,K02959,ribosomal protein S16,Q319K4,30S ribosomal protein S16.,,1294198,complement(1294198..1294563),121
PMT9312_1382,PMT9312_1382,pmi:PMT9312_1382,K03106,signal recognition particle protein,Q319K3,Signal recognition particle protein.,,1294618,complement(1294618..1296087),489
PMT9312_1383,PMT9312_1383,pmi:PMT9312_1383,,hypothetical protein,Q319K2,Hypothetical protein.,,1296135,complement(1296135..1298240),701
PMT9312_1384,PMT9312_1384,pmi:PMT9312_1384,K00161,pyruvate dehydrogenase (lipoamide),Q319K1,Pyruvate dehydrogenase (Lipoamide) (EC 1.2.4.1).,1.2.4.1,1298354,1298354..1299427,357
PMT9312_1385,PMT9312_1385,pmi:PMT9312_1385,K03086,"type II alternative RNA polymerase sigma factor, sigma-70 family",Q319K0,"Type II alternative RNA polymerase sigma factor, sigma-70 family.",,1299429,complement(1299429..1300370),313
PMT9312_1386,PMT9312_1386,pmi:PMT9312_1386,,protein of unknown function UPF0031,Q319J9,Hypothetical protein.,,1300512,complement(1300512..1302077),521
PMT9312_1387,PMT9312_1387,pmi:PMT9312_1387,K00566,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,Q319J8,TRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase precursor (EC 2.1.1.61).,2.1.1.61,1302124,1302124..1303281,385
PMT9312_1388,PMT9312_1388,pmi:PMT9312_1388,K03820,apolipoprotein N-acyltransferase,Q319J7,Apolipoprotein N-acyltransferase.,2.3.1.-,1303286,complement(1303286..1304773),495
PMT9312_1389,PMT9312_1389,pmi:PMT9312_1389,K01802,peptidylprolyl isomerase,Q319J6,Peptidylprolyl isomerase precursor (EC 5.2.1.8).,5.2.1.8,1304860,1304860..1305432,190
PMT9312_1390,PMT9312_1390,pmi:PMT9312_1390,K00518,putative nickel-containing superoxide dismutase precursor (NISOD),Q319J5,Putative nickel-containing superoxide dismutase (NISOD).,1.15.1.1,1305511,1305511..1305984,157
PMT9312_1391,PMT9312_1391,pmi:PMT9312_1391,,hypothetical protein,Q319J4,Hypothetical protein.,,1306068,1306068..1306385,105
PMT9312_1392,PMT9312_1392,pmi:PMT9312_1392,,hypothetical protein,Q319J3,Hypothetical protein.,,1306344,complement(1306344..1307015),223
PMT9312_1393,PMT9312_1393,pmi:PMT9312_1393,K01609,indole-3-glycerol-phosphate synthase,Q319J2,Indole-3-glycerol-phosphate synthase (EC 4.1.1.48).,4.1.1.48,1307071,complement(1307071..1307958),295
PMT9312_1394,PMT9312_1394,pmi:PMT9312_1394,K00382,putative dihydrolipoamide dehydrogenase,Q319J1,Putative dihydrolipoamide dehydrogenase.,1.8.1.4,1307971,complement(1307971..1309410),479
PMT9312_1395,spoU,pmi:PMT9312_1395,K03437,tRNA/rRNA methyltransferase (SpoU),Q319J0,TRNA/rRNA methyltransferase (SpoU).,,1309418,complement(1309418..1310131),237
PMT9312_1396,PMT9312_1396,pmi:PMT9312_1396,K00790,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Q319I9,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT).,2.5.1.7,1310453,1310453..1311823,456
PMT9312_R0032,tRNA-Leu3,pmi:PMT9312_R0032,,tRNA-Leu,,,,1312364,1312364..1312445,
PMT9312_1397,PMT9312_1397,pmi:PMT9312_1397,K00818,acetylornithine and succinylornithine aminotransferases,Q319I8,Acetylornithine and succinylornithine aminotransferases.,2.6.1.11,1312373,1312373..1313626,417
PMT9312_1398,PMT9312_1398,pmi:PMT9312_1398,K01930,FolC bifunctional protein,Q319I7,FolC bifunctional protein (EC 6.3.2.17).,6.3.2.17,1313638,1313638..1314870,410
PMT9312_1399,PMT9312_1399,pmi:PMT9312_1399,,hypothetical protein,Q319I6,Hypothetical protein.,,1314867,complement(1314867..1316222),451
PMT9312_1400,PMT9312_1400,pmi:PMT9312_1400,K01485,cytosine deaminase-like,Q319I5,Cytosine deaminase-like.,3.5.4.1,1316261,complement(1316261..1317496),411
PMT9312_R0033,tRNA-His1,pmi:PMT9312_R0033,,tRNA-His,,,,1317625,1317625..1317697,
PMT9312_1401,PMT9312_1401,pmi:PMT9312_1401,K06168,protein of unknown function UPF0004,Q319I4,Hypothetical protein.,,1317769,1317769..1319160,463
PMT9312_1402,PMT9312_1402,pmi:PMT9312_1402,K01921,D-alanine--D-alanine ligase,Q319I3,D-alanine--D-alanine ligase (EC 6.3.2.4).,6.3.2.4,1319174,1319174..1320241,355
PMT9312_1403,PMT9312_1403,pmi:PMT9312_1403,,hypothetical protein,Q319I2,Hypothetical protein precursor.,,1320252,1320252..1320662,136
PMT9312_1404,ftsQ,pmi:PMT9312_1404,K03589,cell division protein FtsQ,Q319I1,Cell division protein FtsQ precursor.,,1320659,1320659..1321387,242
PMT9312_1405,ftsZ,pmi:PMT9312_1405,K03531,cell division protein FtsZ,Q319I0,Cell division protein FtsZ.,,1321567,1321567..1322682,371
PMT9312_R0034,ffs,pmi:PMT9312_R0034,,SRP RNA,,,,1322690,complement(1322690..1322791),
PMT9312_1406,PMT9312_1406,pmi:PMT9312_1406,K00606,3-methyl-2-oxobutanoate hydroxymethyltransferase,Q319H9,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11).,2.1.2.11,1322839,1322839..1323612,257
PMT9312_1407,PMT9312_1407,pmi:PMT9312_1407,,hypothetical protein,Q319H8,Hypothetical protein.,,1323717,complement(1323717..1324094),125
PMT9312_1408,PMT9312_1408,pmi:PMT9312_1408,K02495,putative oxygen-independent coproporphyrinogen III oxidase,Q319H7,Putative oxygen-independent coproporphyrinogen III oxidase.,1.3.99.22,1324406,complement(1324406..1325629),407
PMT9312_1409,PMT9312_1409,pmi:PMT9312_1409,,"nucleotide binding protein, PINc",Q319H6,"Nucleotide binding protein, PINc precursor.",,1325728,1325728..1326837,369
PMT9312_1410,PMT9312_1410,pmi:PMT9312_1410,K01358,endopeptidase Clp,Q319H5,Endopeptidase Clp (EC 3.4.21.92).,3.4.21.92,1326878,1326878..1327540,220
PMT9312_1411,PMT9312_1411,pmi:PMT9312_1411,K01358,endopeptidase Clp,Q319H4,ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2).,3.4.21.92,1327567,1326878..1327540,203
PMT9312_1412,PMT9312_1412,pmi:PMT9312_1412,K00053,ketol-acid reductoisomerase,Q319H3,Ketol-acid reductoisomerase (EC 1.1.1.86).,1.1.1.86,1328289,1328289..1329278,329
PMT9312_1413,cobD,pmi:PMT9312_1413,K02227,cobalamin biosynthesis protein CobD,Q319H2,Cobalamin biosynthesis protein CobD.,6.3.1.10,1329266,1329266..1330285,339
PMT9312_1414,PMT9312_1414,pmi:PMT9312_1414,,high light inducible protein-like,Q319H1,High light inducible protein-like.,,1330336,1330336..1330581,81
PMT9312_1415,PMT9312_1415,pmi:PMT9312_1415,,hypothetical protein,Q319H0,Hypothetical protein.,,1330584,1330584..1330796,70
PMT9312_1416,PMT9312_1416,pmi:PMT9312_1416,,hypothetical protein,Q319G9,Hypothetical protein.,,1330791,complement(1330791..1331048),85
PMT9312_1417,PMT9312_1417,pmi:PMT9312_1417,,beta-lactamase-like,Q319G8,Beta-lactamase-like.,,1331107,complement(1331107..1331352),81
PMT9312_1418,PMT9312_1418,pmi:PMT9312_1418,,hypothetical protein,Q319G7,Hypothetical protein precursor.,,1331407,complement(1331407..1331718),103
PMT9312_1419,PMT9312_1419,pmi:PMT9312_1419,K03530,histone-like DNA-binding protein,Q319G6,Histone-like DNA-binding protein.,,1331859,complement(1331859..1332134),91
PMT9312_1420,PMT9312_1420,pmi:PMT9312_1420,K02438,"alpha amylase, catalytic subdomain",Q319G5,"Alpha amylase, catalytic subdomain.",3.2.1.-,1332760,1332760..1334793,677
PMT9312_R0035,tRNA-Gly2,pmi:PMT9312_R0035,,tRNA-Gly,,,,1334795,complement(1334795..1334865),
PMT9312_1421,PMT9312_1421,pmi:PMT9312_1421,K03292,putative GPH family sugar transporter,Q319G4,Putative GPH family sugar transporter.,,1334978,1334978..1336324,448
PMT9312_1422,PMT9312_1422,pmi:PMT9312_1422,K02066,protein of unknown function DUF140,Q319G3,Hypothetical protein.,,1336336,1336336..1337091,251
PMT9312_1423,PMT9312_1423,pmi:PMT9312_1423,,hypothetical protein,Q319G2,Hypothetical protein.,,1337096,1337096..1337500,134
PMT9312_1424,PMT9312_1424,pmi:PMT9312_1424,,hypothetical protein,Q319G1,Hypothetical protein.,,1337536,1337536..1338546,336
PMT9312_1425,PMT9312_1425,pmi:PMT9312_1425,K08591,protein of unknown function DUF205,Q319G0,UPF0078 membrane protein PMT9312_1425.,2.3.1.15,1338552,1338552..1339145,197
PMT9312_1426,PMT9312_1426,pmi:PMT9312_1426,K01591,orotidine 5'-phosphate decarboxylase,Q319F9,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase).,4.1.1.23,1339129,complement(1339129..1339857),242
PMT9312_1427,PMT9312_1427,pmi:PMT9312_1427,K01866,tyrosyl-tRNA synthetase,Q319F8,Tyrosyl-tRNA synthetase (EC 6.1.1.1) (Tyrosine--tRNA ligase) (TyrRS).,6.1.1.1,1339864,complement(1339864..1341102),412
PMT9312_1428,PMT9312_1428,pmi:PMT9312_1428,,hypothetical protein,Q319F7,Hypothetical protein.,,1341122,complement(1341122..1341445),107
PMT9312_1429,PMT9312_1429,pmi:PMT9312_1429,,hypothetical protein,Q319F6,Hypothetical protein.,,1341597,1341597..1342208,203
PMT9312_1430,PMT9312_1430,pmi:PMT9312_1430,K01255,leucyl aminopeptidase,Q319F5,Leucyl aminopeptidase (EC 3.4.11.1).,3.4.11.1,1342233,1342233..1343705,490
PMT9312_1431,PMT9312_1431,pmi:PMT9312_1431,K07304,peptide methionine sulfoxide reductase,Q319F4,Peptide methionine sulfoxide reductase precursor (EC 1.8.4.6).,1.8.4.11,1343717,complement(1343717..1344319),200
PMT9312_1432,PMT9312_1432,pmi:PMT9312_1432,K00748,lipid-A-disaccharide synthase,Q319F3,Lipid-A-disaccharide synthase (EC 2.4.1.182).,2.4.1.182,1344336,complement(1344336..1345514),392
PMT9312_1433,PMT9312_1433,pmi:PMT9312_1433,K00677,acyl-(acyl-carrier-protein)--UDP-N-acetylglucosamine O-acyltransferase,Q319F2,Acyl-(Acyl-carrier-protein)--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129).,2.3.1.129,1345511,complement(1345511..1346353),280
PMT9312_1434,fabZ,pmi:PMT9312_1434,K02372,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ,Q319F1,dehydratase (EC 4.2.1.-) ((3R)-hydroxymyristoyl ACP dehydrase).,4.2.1.-,1346358,complement(1346358..1346816),152
PMT9312_1435,PMT9312_1435,pmi:PMT9312_1435,K02535,UDP-3-0-acyl N-acetylglucosamine deacetylase,Q319F0,UDP-3-0-acyl N-acetylglucosamine deacetylase.,3.5.1.-,1346822,complement(1346822..1347670),282
PMT9312_1436,PMT9312_1436,pmi:PMT9312_1436,K07277,outer envelope membrane protein-like,Q319E9,Outer envelope membrane protein-like precursor.,,1347671,complement(1347671..1349809),712
PMT9312_1437,PMT9312_1437,pmi:PMT9312_1437,K01923,phosphoribosylaminoimidazole-succinocarboxamide synthase,Q319E8,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6).,6.3.2.6,1349856,complement(1349856..1350584),242
PMT9312_1438,PMT9312_1438,pmi:PMT9312_1438,K01945,phosphoribosylamine--glycine ligase,Q319E7,Phosphoribosylamine--glycine ligase (EC 6.3.4.13).,6.3.4.13,1350717,1350717..1352048,443
PMT9312_1439,"hik33, chk33, ycf26, dspA, nblS, dfr",pmi:PMT9312_1439,K07769,"two-component system histidine kinase, multi-signal sensor",Q319E6,Sensor protein.,2.7.13.3,1352052,1352052..1354121,689
PMT9312_1440,PMT9312_1440,pmi:PMT9312_1440,K08482,circadian clock protein KaiC-like,Q319E5,Circadian clock protein KaiC-like.,,1354118,complement(1354118..1355614),498
PMT9312_1441,PMT9312_1441,pmi:PMT9312_1441,K08481,circadian oscillation regulator KaiB-like,Q319E4,Circadian oscillation regulator KaiB-like.,,1355720,complement(1355720..1356037),105
PMT9312_1442,PMT9312_1442,pmi:PMT9312_1442,K02888,ribosomal protein L21,Q319E3,50S ribosomal protein L21.,,1356183,1356183..1356623,146
PMT9312_1443,PMT9312_1443,pmi:PMT9312_1443,,ribosomal protein L27,Q319E2,Ribosomal protein L27.,,1356633,1356633..1356893,86
PMT9312_1444,PMT9312_1444,pmi:PMT9312_1444,,hypothetical protein,Q319E1,Hypothetical protein.,,1356886,complement(1356886..1357560),224
PMT9312_1445,PMT9312_1445,pmi:PMT9312_1445,K03177,tRNA pseudouridine synthase B,Q319E0,tRNA pseudouridine synthase B (EC 5.4.99.-) (tRNA pseudouridine 55 synthase) (Psi55 synthase) (tRNA-uridine isomerase) (tRNA pseudouridylate synthase).,5.4.99.12,1357704,1357704..1358627,307
PMT9312_1446,PMT9312_1446,pmi:PMT9312_1446,K06381,sporulation protein SpoIID-like,Q319D9,Sporulation protein SpoIID-like precursor.,,1358631,complement(1358631..1359806),391
PMT9312_1447,PMT9312_1447,pmi:PMT9312_1447,K00784,ribonuclease Z,Q319D8,Ribonuclease Z (EC 3.1.26.11).,3.1.26.11,1359895,1359895..1360833,312
PMT9312_1448,PMT9312_1448,pmi:PMT9312_1448,,pentapeptide repeats,Q319D7,Pentapeptide repeats.,,1360908,1360908..1361468,186
PMT9312_1449,PMT9312_1449,pmi:PMT9312_1449,,hypothetical protein,Q319D6,Hypothetical protein.,,1361487,complement(1361487..1361843),118
PMT9312_1450,PMT9312_1450,pmi:PMT9312_1450,K02639,ferredoxin (2Fe-2S),Q319D5,Ferredoxin (2Fe-2S).,,1361924,complement(1361924..1362223),99
PMT9312_1451,PMT9312_1451,pmi:PMT9312_1451,K02687,ribosomal protein L11 methyltransferase,Q319D4,Ribosomal protein L11 methyltransferase.,2.1.1.-,1362359,complement(1362359..1363270),303
PMT9312_1452,PMT9312_1452,pmi:PMT9312_1452,K00058,D-3-phosphoglycerate dehydrogenase,Q319D3,D-3-phosphoglycerate dehydrogenase.,1.1.1.95,1363289,complement(1363289..1364875),528
PMT9312_1453,PMT9312_1453,pmi:PMT9312_1453,,hypothetical protein,Q319D2,Hypothetical protein.,,1364975,1364975..1365541,188
PMT9312_1454,PMT9312_1454,pmi:PMT9312_1454,,RNA-binding S4,Q319D1,RNA-binding S4.,,1365542,1365542..1366333,263
PMT9312_R0036,tRNA-Val1,pmi:PMT9312_R0036,,tRNA-Val,,,,1366383,1366383..1366454,
PMT9312_1455,PMT9312_1455,pmi:PMT9312_1455,,steroid 5-alpha reductase-like,Q319D0,Steroid 5-alpha reductase-like.,,1366521,1366521..1367138,205
PMT9312_1456,PMT9312_1456,pmi:PMT9312_1456,,hypothetical protein,Q319C9,Hypothetical protein.,,1367131,1367131..1367682,183
PMT9312_1457,PMT9312_1457,pmi:PMT9312_1457,,hypothetical protein,Q319C8,Hypothetical protein.,,1367927,complement(1367927..1368475),182
PMT9312_1458,PMT9312_1458,pmi:PMT9312_1458,,DNA photolyase-like,Q319C7,DNA photolyase-like.,,1368613,complement(1368613..1369767),384
PMT9312_1459,PMT9312_1459,pmi:PMT9312_1459,,short-chain dehydrogenase/reductase (SDR) superfamily,Q319C6,Short-chain dehydrogenase/reductase (SDR) superfamily.,,1369920,1369920..1370849,309
PMT9312_1460,PMT9312_1460,pmi:PMT9312_1460,,hypothetical protein,Q319C5,Hypothetical protein.,,1370844,complement(1370844..1371110),88
PMT9312_1461,PMT9312_1461,pmi:PMT9312_1461,K01925,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Q319C4,UDP-N-acetylmuramoylalanine--D-glutamate ligase.,6.3.2.9,1371211,1371211..1372617,468
PMT9312_1462,PMT9312_1462,pmi:PMT9312_1462,,MATH domain-like,Q319C3,MATH domain-like.,,1372734,1372734..1373048,104
PMT9312_1463,PMT9312_1463,pmi:PMT9312_1463,K06911,protein of unknown function DUF209,Q319C2,Hypothetical protein.,,1373057,complement(1373057..1373785),242
PMT9312_1464,PMT9312_1464,pmi:PMT9312_1464,,hypothetical protein,Q319C1,Hypothetical protein.,,1374079,complement(1374079..1374615),178
PMT9312_1465,PMT9312_1465,pmi:PMT9312_1465,K08983,hypothetical protein,Q319C0,Hypothetical protein.,,1374612,complement(1374612..1375097),161
PMT9312_1466,PMT9312_1466,pmi:PMT9312_1466,,GAF domain,Q319B9,GAF domain.,,1375190,complement(1375190..1375939),249
PMT9312_1467,PMT9312_1467,pmi:PMT9312_1467,K07007,HI0933-like protein,Q319B8,HI0933-like protein.,,1376042,complement(1376042..1377289),415
PMT9312_1468,PMT9312_1468,pmi:PMT9312_1468,,hypothetical protein,Q319B7,Hypothetical protein.,,1377848,1377848..1378720,290
PMT9312_1469,PMT9312_1469,pmi:PMT9312_1469,K06995,hypothetical protein,Q319B6,Hypothetical protein.,,1379173,1379173..1379448,91
PMT9312_1470,PMT9312_1470,pmi:PMT9312_1470,,hypothetical protein,Q319B5,Hypothetical protein.,,1381193,1381193..1381555,120
PMT9312_1471,PMT9312_1471,pmi:PMT9312_1471,,type I restriction modification DNA-like,Q319B4,Type I restriction modification DNA-like.,,1381683,complement(1381683..1382036),117
PMT9312_1472,PMT9312_1472,pmi:PMT9312_1472,,M protein repeat-like,Q319B3,M protein repeat-like.,,1382220,1382220..1382438,72
PMT9312_1473,PMT9312_1473,pmi:PMT9312_1473,K10255,"fatty acid desaturase, type 2",Q319B2,"Fatty acid desaturase, type 2.",1.14.19.-,1382796,1382796..1383902,368
PMT9312_1474,PMT9312_1474,pmi:PMT9312_1474,,hypothetical protein,Q319B1,Hypothetical protein.,,1384349,1384349..1384507,52
PMT9312_1475,PMT9312_1475,pmi:PMT9312_1475,,hypothetical protein,Q319B0,Hypothetical protein.,,1384500,1384500..1384652,50
PMT9312_1476,PMT9312_1476,pmi:PMT9312_1476,K08262,delta(12)-fatty acid dehydrogenase,Q319A9,Delta(12)-fatty acid dehydrogenase (EC 1.14.99.33).,1.14.99.33,1385670,1385670..1386845,391
PMT9312_1477,PMT9312_1477,pmi:PMT9312_1477,,hypothetical protein,Q319A8,Hypothetical protein.,,1387156,complement(1387156..1387779),207
PMT9312_1478,PMT9312_1478,pmi:PMT9312_1478,,hypothetical protein,Q319A7,Hypothetical protein.,,1387830,complement(1387830..1388072),80
PMT9312_1479,PMT9312_1479,pmi:PMT9312_1479,,high light inducible protein-like,Q319A6,High light inducible protein-like.,,1388360,1388360..1388467,35
PMT9312_1480,PMT9312_1480,pmi:PMT9312_1480,,high light inducible protein-like,Q319A5,High light inducible protein-like.,,1388467,1388467..1388607,46
PMT9312_1481,PMT9312_1481,pmi:PMT9312_1481,,high light inducible protein-like,Q319A4,High light inducible protein-like.,,1389249,complement(1389249..1389455),68
PMT9312_1482,PMT9312_1482,pmi:PMT9312_1482,,permease-like,Q319A3,Permease-like.,,1390447,1390447..1391649,400
PMT9312_1483,PMT9312_1483,pmi:PMT9312_1483,,hypothetical protein,Q319A2,Hypothetical protein.,,1391732,complement(1391732..1392316),194
PMT9312_1484,PMT9312_1484,pmi:PMT9312_1484,,hypothetical protein,Q319A1,Hypothetical protein.,,1393132,1393132..1393581,149
PMT9312_1485,PMT9312_1485,pmi:PMT9312_1485,,carbon storage regulator-like,Q319A0,Carbon storage regulator-like precursor.,,1393584,complement(1393584..1394060),158
PMT9312_1486,PMT9312_1486,pmi:PMT9312_1486,,hypothetical protein,Q318Z9,Hypothetical protein.,,1394264,1394264..1394644,126
PMT9312_1487,PMT9312_1487,pmi:PMT9312_1487,,"regulatory proteins, DeoR-like",Q318Z8,"Regulatory proteins, DeoR-like.",,1394770,complement(1394770..1394967),65
PMT9312_1488,PMT9312_1488,pmi:PMT9312_1488,,hypothetical protein,Q318Z7,Hypothetical protein.,,1395258,1395258..1395644,128
PMT9312_1489,PMT9312_1489,pmi:PMT9312_1489,,hypothetical protein,Q318Z6,Hypothetical protein.,,1398818,1398818..1398943,41
PMT9312_1490,PMT9312_1490,pmi:PMT9312_1490,,virion host shutoff protein-like,Q318Z5,Virion host shutoff protein-like.,,1399188,1399188..1399373,61
PMT9312_1491,PMT9312_1491,pmi:PMT9312_1491,,high light inducible protein-like,Q318Z4,High light inducible protein-like.,,1399950,complement(1399950..1400078),42
PMT9312_1492,PMT9312_1492,pmi:PMT9312_1492,,protein family PM-14,Q318Z3,Protein family PM-14.,,1400923,1400923..1401087,54
PMT9312_1493,PMT9312_1493,pmi:PMT9312_1493,,hemagglutinin-neuraminidase-like,Q318Z2,Hemagglutinin-neuraminidase-like.,,1401510,1401510..1402028,172
PMT9312_1494,PMT9312_1494,pmi:PMT9312_1494,K07175,"nucleotide binding protein, PINc",Q318Z1,"Nucleotide binding protein, PINc.",,1402078,1402078..1403469,463
PMT9312_1495,PMT9312_1495,pmi:PMT9312_1495,K06966,putative DapE protein,Q318Z0,Putative dape protein.,,1403518,1403518..1404393,291
PMT9312_1496,PMT9312_1496,pmi:PMT9312_1496,,hypothetical protein,Q318Y9,Hypothetical protein.,,1404720,complement(1404720..1405034),104
PMT9312_1497,PMT9312_1497,pmi:PMT9312_1497,K01061,dienelactone hydrolase,Q318Y8,Dienelactone hydrolase.,3.1.1.45,1405346,1405346..1406062,238
PMT9312_1498,PMT9312_1498,pmi:PMT9312_1498,,hypothetical protein,Q318Y7,Hypothetical protein.,,1407113,1407113..1407454,113
PMT9312_1499,PMT9312_1499,pmi:PMT9312_1499,,RNA-binding region RNP-1,Q318Y6,RNA-binding region RNP-1.,,1407588,1407588..1407890,100
PMT9312_1500,PMT9312_1500,pmi:PMT9312_1500,,gibberellin regulated protein-like,Q318Y5,Gibberellin regulated protein-like.,,1408017,1408017..1408154,45
PMT9312_1501,PMT9312_1501,pmi:PMT9312_1501,,fumarate reductase subunit D-like,Q318Y4,Fumarate reductase subunit D-like precursor.,,1408155,1408155..1408403,82
