cyanorak_locus_tag,locus_tag
ProMIT1327_02297,PMIT1327_02297
ProMIT1327_02298,PMIT1327_02298
ProMIT1327_02299,PMIT1327_02299
ProMIT1327_02300,PMIT1327_02300
ProMIT1327_02301,PMIT1327_02301
ProMIT1327_02302,PMIT1327_02302
ProMIT1327_02303,PMIT1327_02303
ProMIT1327_02304,PMIT1327_02304
ProMIT1327_02305,PMIT1327_02305
ProMIT1327_02306,PMIT1327_02306
ProMIT1327_02307,PMIT1327_02307
ProMIT1327_02308,PMIT1327_02308
ProMIT1327_02309,PMIT1327_02309
ProMIT1327_02312,PMIT1327_02312
ProMIT1327_02313,PMIT1327_02313
ProMIT1327_02314,PMIT1327_02314
ProMIT1327_02315,PMIT1327_02315
ProMIT1327_02316,PMIT1327_02316
ProMIT1327_02317,PMIT1327_02317
ProMIT1327_02318,PMIT1327_02318
ProMIT1327_02319,PMIT1327_02319
ProMIT1327_02320,PMIT1327_02320
ProMIT1327_02321,PMIT1327_02321
ProMIT1327_02323,PMIT1327_02323
ProMIT1327_02324,PMIT1327_02324
ProMIT1327_02325,PMIT1327_02325
ProMIT1327_02326,PMIT1327_02326
ProMIT1327_02327,PMIT1327_02327
ProMIT1327_02328,PMIT1327_02328
ProMIT1327_02329,PMIT1327_02329
ProMIT1327_02330,PMIT1327_02330
ProMIT1327_02331,PMIT1327_02331
ProMIT1327_02332,PMIT1327_02332
ProMIT1327_02333,PMIT1327_02333
ProMIT1327_02335,PMIT1327_02335
ProMIT1327_02337,PMIT1327_02337
ProMIT1327_02338,PMIT1327_02338
ProMIT1327_02340,PMIT1327_02340
ProMIT1327_02344,PMIT1327_02344
ProMIT1327_02346,PMIT1327_02346
ProMIT1327_02348,PMIT1327_02348
ProMIT1327_02349,PMIT1327_02349
ProMIT1327_02350,PMIT1327_02350
ProMIT1327_02351,PMIT1327_02351
ProMIT1327_02352,PMIT1327_02352
ProMIT1327_02353,PMIT1327_02353
ProMIT1327_02354,PMIT1327_02354
ProMIT1327_02355,PMIT1327_02355
ProMIT1327_02356,PMIT1327_02356
ProMIT1327_02357,PMIT1327_02357
ProMIT1327_02358,PMIT1327_02358
ProMIT1327_02359,PMIT1327_02359
ProMIT1327_02360,PMIT1327_02360
ProMIT1327_02361,PMIT1327_02361
ProMIT1327_02362,PMIT1327_02362
ProMIT1327_02363,PMIT1327_02363
ProMIT1327_02364,PMIT1327_02364
ProMIT1327_02365,PMIT1327_02365
ProMIT1327_02366,PMIT1327_02366
ProMIT1327_02367,PMIT1327_02367
ProMIT1327_02368,PMIT1327_02368
ProMIT1327_02369,PMIT1327_02369
ProMIT1327_02370,PMIT1327_02370
ProMIT1327_02371,PMIT1327_02371
ProMIT1327_02372,PMIT1327_02372
ProMIT1327_02374,PMIT1327_02374
ProMIT1327_02375,PMIT1327_02375
ProMIT1327_02376,PMIT1327_02376
ProMIT1327_02377,PMIT1327_02377
ProMIT1327_02378,PMIT1327_02378
ProMIT1327_02379,PMIT1327_02379
ProMIT1327_02380,PMIT1327_02380
ProMIT1327_02381,PMIT1327_02381
ProMIT1327_02384,PMIT1327_02384
ProMIT1327_02385,PMIT1327_02385
ProMIT1327_02386,PMIT1327_02386
ProMIT1327_02389,PMIT1327_02389
ProMIT1327_02392,PMIT1327_02392
ProMIT1327_02393,PMIT1327_02393
ProMIT1327_02396,PMIT1327_02396
ProMIT1327_02397,PMIT1327_02397
ProMIT1327_02400,PMIT1327_02416
ProMIT1327_02401,PMIT1327_02401
ProMIT1327_02402,PMIT1327_02402
ProMIT1327_02403,PMIT1327_02403
ProMIT1327_02404,PMIT1327_02404
ProMIT1327_02405,PMIT1327_02405
ProMIT1327_02406,PMIT1327_02406
ProMIT1327_02407,PMIT1327_02407
ProMIT1327_02408,PMIT1327_02408
ProMIT1327_02410,PMIT1327_02410
ProMIT1327_02411,PMIT1327_01092
ProMIT1327_02412,PMIT1327_00367
ProMIT1327_02413,PMIT1327_02413
ProMIT1327_02414,PMIT1327_02414
ProMIT1327_02416,PMIT1327_02416
ProMIT1327_02417,PMIT1327_02417
ProMIT1327_02418,PMIT1327_02418
ProMIT1327_02419,PMIT1327_02419
ProMIT1327_02420,PMIT1327_02420
ProMIT1327_02421,PMIT1327_02421
ProMIT1327_02422,PMIT1327_02422
ProMIT1327_02423,PMIT1327_02423
ProMIT1327_02424,PMIT1327_02424
ProMIT1327_02425,PMIT1327_02425
ProMIT1327_02427,PMIT1327_02427
ProMIT1327_02428,PMIT1327_02428
ProMIT1327_02429,PMIT1327_02429
ProMIT1327_02430,PMIT1327_02430
ProMIT1327_02431,PMIT1327_02431
ProMIT1327_02432,PMIT1327_02432
ProMIT1327_02433,PMIT1327_02433
ProMIT1327_02434,PMIT1327_02434
ProMIT1327_02435,PMIT1327_02435
ProMIT1327_02436,PMIT1327_02436
ProMIT1327_02437,PMIT1327_02437
ProMIT1327_02438,PMIT1327_02438
ProMIT1327_02439,PMIT1327_02439
ProMIT1327_02440,PMIT1327_02440
ProMIT1327_02442,PMIT1327_02442
ProMIT1327_02443,PMIT1327_02443
ProMIT1327_02444,PMIT1327_02444
ProMIT1327_02445,PMIT1327_02445
ProMIT1327_02446,PMIT1327_02446
ProMIT1327_02447,PMIT1327_02447
ProMIT1327_02448,PMIT1327_02448
ProMIT1327_02449,PMIT1327_02449
ProMIT1327_02450,PMIT1327_02450
ProMIT1327_02451,PMIT1327_02451
ProMIT1327_02452,PMIT1327_02452
ProMIT1327_02453,PMIT1327_02453
ProMIT1327_02454,PMIT1327_02454
ProMIT1327_02455,PMIT1327_02455
ProMIT1327_02456,PMIT1327_02456
ProMIT1327_02457,PMIT1327_02457
ProMIT1327_02458,PMIT1327_02458
ProMIT1327_02459,PMIT1327_02459
ProMIT1327_02462,PMIT1327_02462
ProMIT1327_02463,PMIT1327_02463
ProMIT1327_02464,PMIT1327_02464
ProMIT1327_02465,PMIT1327_02465
ProMIT1327_02466,PMIT1327_02466
ProMIT1327_02467,PMIT1327_02467
ProMIT1327_02468,PMIT1327_02468
ProMIT1327_02469,PMIT1327_02469
ProMIT1327_02470,PMIT1327_02470
ProMIT1327_02471,PMIT1327_02471
ProMIT1327_02472,PMIT1327_02472
ProMIT1327_02473,PMIT1327_02473
ProMIT1327_02474,PMIT1327_02474
ProMIT1327_02475,PMIT1327_02475
ProMIT1327_02476,PMIT1327_02476
ProMIT1327_02477,PMIT1327_02477
ProMIT1327_02478,PMIT1327_02478
ProMIT1327_02479,PMIT1327_02479
ProMIT1327_02480,PMIT1327_02480
ProMIT1327_02481,PMIT1327_02481
ProMIT1327_02482,PMIT1327_02482
ProMIT1327_02483,PMIT1327_02483
ProMIT1327_02484,PMIT1327_02484
ProMIT1327_02485,PMIT1327_02485
ProMIT1327_02487,PMIT1327_02487
ProMIT1327_02488,PMIT1327_02488
ProMIT1327_02489,PMIT1327_02489
ProMIT1327_02490,PMIT1327_02490
ProMIT1327_02491,PMIT1327_02491
ProMIT1327_02492,PMIT1327_02492
ProMIT1327_02493,PMIT1327_02493
ProMIT1327_02494,PMIT1327_02494
ProMIT1327_02495,PMIT1327_02495
ProMIT1327_02496,PMIT1327_02496
ProMIT1327_02497,PMIT1327_02497
ProMIT1327_02498,PMIT1327_02498
ProMIT1327_02499,PMIT1327_02499
ProMIT1327_02500,PMIT1327_02500
ProMIT1327_02501,PMIT1327_02501
ProMIT1327_02502,PMIT1327_02502
ProMIT1327_02503,PMIT1327_02503
ProMIT1327_02504,PMIT1327_02504
ProMIT1327_02505,PMIT1327_02505
ProMIT1327_02506,PMIT1327_02506
ProMIT1327_02507,PMIT1327_02507
ProMIT1327_02508,PMIT1327_02508
ProMIT1327_02509,PMIT1327_02509
ProMIT1327_02511,PMIT1327_02511
ProMIT1327_02512,PMIT1327_02512
ProMIT1327_02515,PMIT1327_02515
ProMIT1327_02517,PMIT1327_02517
ProMIT1327_02518,PMIT1327_02518
ProMIT1327_02519,PMIT1327_02519
ProMIT1327_02520,PMIT1327_02520
ProMIT1327_02521,PMIT1327_02521
ProMIT1327_02522,PMIT1327_02522
ProMIT1327_02523,PMIT1327_02523
ProMIT1327_02524,PMIT1327_02524
ProMIT1327_02525,PMIT1327_02525
ProMIT1327_02526,PMIT1327_02526
ProMIT1327_02527,PMIT1327_02527
ProMIT1327_02528,PMIT1327_02528
ProMIT1327_02529,PMIT1327_02529
ProMIT1327_02530,PMIT1327_02530
ProMIT1327_02531,PMIT1327_02531
ProMIT1327_02532,PMIT1327_02532
ProMIT1327_02533,PMIT1327_02533
ProMIT1327_02534,PMIT1327_02534
ProMIT1327_02535,PMIT1327_02535
ProMIT1327_02536,PMIT1327_02536
ProMIT1327_02537,PMIT1327_02537
ProMIT1327_02538,PMIT1327_02538
ProMIT1327_02539,PMIT1327_02539
ProMIT1327_02540,PMIT1327_02540
ProMIT1327_02541,PMIT1327_02541
ProMIT1327_02542,PMIT1327_02542
ProMIT1327_02543,PMIT1327_02543
ProMIT1327_02544,PMIT1327_02544
ProMIT1327_02545,PMIT1327_02545
ProMIT1327_02546,PMIT1327_02546
ProMIT1327_02547,PMIT1327_02547
ProMIT1327_02548,PMIT1327_02548
ProMIT1327_02549,PMIT1327_02549
ProMIT1327_02551,PMIT1327_02551
ProMIT1327_02552,PMIT1327_02552
ProMIT1327_02553,PMIT1327_02553
ProMIT1327_02554,PMIT1327_02554
ProMIT1327_02556,PMIT1327_02556
ProMIT1327_02557,PMIT1327_02557
ProMIT1327_02558,PMIT1327_02558
ProMIT1327_02559,PMIT1327_02559
ProMIT1327_02560,PMIT1327_02560
ProMIT1327_02561,PMIT1327_02561
ProMIT1327_02562,PMIT1327_02562
ProMIT1327_02563,PMIT1327_02563
ProMIT1327_02564,PMIT1327_02564
ProMIT1327_02566,PMIT1327_02566
ProMIT1327_02567,PMIT1327_02567
ProMIT1327_02568,PMIT1327_02568
ProMIT1327_02569,PMIT1327_02569
ProMIT1327_02571,PMIT1327_02571
ProMIT1327_02572,PMIT1327_02572
ProMIT1327_02573,PMIT1327_02573
ProMIT1327_02574,PMIT1327_02574
ProMIT1327_02575,PMIT1327_02575
ProMIT1327_02576,PMIT1327_02576
ProMIT1327_02577,PMIT1327_02577
ProMIT1327_02578,PMIT1327_02578
ProMIT1327_02579,PMIT1327_02579
ProMIT1327_02581,PMIT1327_02581
ProMIT1327_02582,PMIT1327_02582
ProMIT1327_02583,PMIT1327_02583
ProMIT1327_02584,PMIT1327_02584
ProMIT1327_02585,PMIT1327_02585
ProMIT1327_02586,PMIT1327_02586
ProMIT1327_02587,PMIT1327_02587
ProMIT1327_02588,PMIT1327_02588
ProMIT1327_02589,PMIT1327_02589
ProMIT1327_02590,PMIT1327_02590
ProMIT1327_02592,PMIT1327_02592
ProMIT1327_02593,PMIT1327_02593
ProMIT1327_02594,PMIT1327_02594
ProMIT1327_02595,PMIT1327_02595
ProMIT1327_02596,PMIT1327_02596
ProMIT1327_02597,PMIT1327_02597
ProMIT1327_02598,PMIT1327_02598
ProMIT1327_02599,PMIT1327_02599
ProMIT1327_02600,PMIT1327_02600
ProMIT1327_02601,PMIT1327_02601
ProMIT1327_02602,PMIT1327_02602
ProMIT1327_02603,PMIT1327_02603
ProMIT1327_02604,PMIT1327_02604
ProMIT1327_02605,PMIT1327_02605
ProMIT1327_02606,PMIT1327_02606
ProMIT1327_02607,PMIT1327_02607
ProMIT1327_02608,PMIT1327_02608
ProMIT1327_02609,PMIT1327_02609
ProMIT1327_02610,PMIT1327_02610
ProMIT1327_02611,PMIT1327_02611
ProMIT1327_02612,PMIT1327_02612
ProMIT1327_02613,PMIT1327_02613
ProMIT1327_02614,PMIT1327_02614
ProMIT1327_02615,PMIT1327_02615
ProMIT1327_02616,PMIT1327_02616
ProMIT1327_02617,PMIT1327_02617
ProMIT1327_02618,PMIT1327_02618
ProMIT1327_02619,PMIT1327_02619
ProMIT1327_02620,PMIT1327_02620
ProMIT1327_02621,PMIT1327_02621
ProMIT1327_02622,PMIT1327_02622
ProMIT1327_02623,PMIT1327_02623
ProMIT1327_02624,PMIT1327_02624
ProMIT1327_02625,PMIT1327_02625
ProMIT1327_02626,PMIT1327_02626
ProMIT1327_02627,PMIT1327_02627
ProMIT1327_02628,PMIT1327_02628
ProMIT1327_02629,PMIT1327_02629
ProMIT1327_02630,PMIT1327_02630
ProMIT1327_02631,PMIT1327_02631
ProMIT1327_02632,PMIT1327_02632
ProMIT1327_02633,PMIT1327_02633
ProMIT1327_02634,PMIT1327_02634
ProMIT1327_02635,PMIT1327_02635
ProMIT1327_02637,PMIT1327_02637
ProMIT1327_02638,PMIT1327_02638
ProMIT1327_02639,PMIT1327_02639
ProMIT1327_02640,PMIT1327_02640
ProMIT1327_02641,PMIT1327_02641
ProMIT1327_02642,PMIT1327_02642
ProMIT1327_02643,PMIT1327_02643
ProMIT1327_02644,PMIT1327_02644
ProMIT1327_02645,PMIT1327_02645
ProMIT1327_02646,PMIT1327_02646
ProMIT1327_02647,PMIT1327_02647
ProMIT1327_02648,PMIT1327_02648
ProMIT1327_02650,PMIT1327_02650
ProMIT1327_02651,PMIT1327_02651
ProMIT1327_02652,PMIT1327_02652
ProMIT1327_02653,PMIT1327_02653
ProMIT1327_02654,PMIT1327_02654
ProMIT1327_02655,PMIT1327_02655
ProMIT1327_02656,PMIT1327_02656
ProMIT1327_02657,PMIT1327_02657
ProMIT1327_02658,PMIT1327_02658
ProMIT1327_02659,PMIT1327_02659
ProMIT1327_02660,PMIT1327_02660
ProMIT1327_02661,PMIT1327_02661
ProMIT1327_02662,PMIT1327_02662
ProMIT1327_02663,PMIT1327_02663
ProMIT1327_02664,PMIT1327_02664
ProMIT1327_02665,PMIT1327_02665
ProMIT1327_02666,PMIT1327_02666
ProMIT1327_02668,PMIT1327_02668
ProMIT1327_02669,PMIT1327_02669
ProMIT1327_02670,PMIT1327_02670
ProMIT1327_02671,PMIT1327_02671
