seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_008750.1,SPUTW3181_RS17540,,SPUTW3181_RS17540,Sputw3181_3379,Protein Homology,3855178,3857040,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006080254.1,methyl-accepting chemotaxis protein,WP_011790634.1,GO:0006935,,,chemotaxis|0006935||IEA,,Sputw3181_3379,
NC_008750.1,SPUTW3181_RS17545,,SPUTW3181_RS17545,Sputw3181_3380,Protein Homology,3857455,3857988,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014615395.1,RNA polymerase sigma factor,WP_011790635.1,"GO:0006352,GO:0003677,GO:0016987",,"DNA binding|0003677||IEA,sigma factor activity|0016987||IEA",DNA-templated transcription initiation|0006352||IEA,,Sputw3181_3380,
NC_008750.1,SPUTW3181_RS17550,,SPUTW3181_RS17550,Sputw3181_3381,Protein Homology,3857988,3858563,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918708.1,hypothetical protein,WP_011790636.1,,,,,,Sputw3181_3381,
NC_008750.1,SPUTW3181_RS17555,,SPUTW3181_RS17555,Sputw3181_3382,Protein Homology,3858560,3859516,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790637.1,DUF4097 family beta strand repeat-containing protein,WP_011790637.1,,,,,,Sputw3181_3382,
NC_008750.1,rsuA,rsuA,SPUTW3181_RS17560,Sputw3181_3383,Protein Homology,3859591,3860343,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014615398.1,16S rRNA pseudouridine(516) synthase RsuA,WP_025007855.1,,,,,,Sputw3181_3383,5.4.99.19
NC_008750.1,SPUTW3181_RS17565,,SPUTW3181_RS17565,Sputw3181_3384,Protein Homology,3860673,3862757,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011625258.1,M13 family metallopeptidase,WP_011790639.1,"GO:0008237,GO:0008270",,"metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA",,,Sputw3181_3384,3.4.24.-
NC_008750.1,SPUTW3181_RS17570,,SPUTW3181_RS17570,Sputw3181_3385,Protein Homology,3862977,3863762,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588523.1,RelA/SpoT domain-containing protein,WP_011790640.1,,,,,,Sputw3181_3385,
NC_008750.1,SPUTW3181_RS17575,,SPUTW3181_RS17575,Sputw3181_3386,Protein Homology,3863922,3864329,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007645391.1,SMI1/KNR4 family protein,WP_011790641.1,GO:0042546,,,cell wall biogenesis|0042546||IEA,,Sputw3181_3386,
NC_008750.1,SPUTW3181_RS17580,,SPUTW3181_RS17580,Sputw3181_3387,Protein Homology,3864360,3864860,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588524.1,DUF4447 family protein,WP_011790642.1,,,,,,Sputw3181_3387,
NC_008750.1,SPUTW3181_RS17585,,SPUTW3181_RS17585,Sputw3181_3388,Protein Homology,3865367,3865897,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790643.1,PH domain-containing protein,WP_011790643.1,,,,,,Sputw3181_3388,
NC_008750.1,SPUTW3181_RS17590,,SPUTW3181_RS17590,Sputw3181_3389,Protein Homology,3865956,3867230,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014615406.1,Nramp family divalent metal transporter,WP_011790644.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,Sputw3181_3389,
NC_008750.1,SPUTW3181_RS17595,,SPUTW3181_RS17595,Sputw3181_3390,Protein Homology,3867380,3867844,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609922.1,DUF1456 family protein,WP_014609922.1,,,,,,Sputw3181_3390,
NC_008750.1,SPUTW3181_RS17600,,SPUTW3181_RS17600,Sputw3181_3391,Protein Homology,3868112,3869800,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011636309.1,NAD-dependent malic enzyme,WP_011790646.1,"GO:0004470,GO:0004471,GO:0046872,GO:0051287",,"malic enzyme activity|0004470||IEA,malate dehydrogenase (decarboxylating) (NAD+) activity|0004471||IEA,metal ion binding|0046872||IEA,NAD binding|0051287||IEA",,,Sputw3181_3391,1.1.1.38
NC_008750.1,SPUTW3181_RS17605,,SPUTW3181_RS17605,Sputw3181_3392,Protein Homology,3870000,3870434,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006080237.1,DUF3069 domain-containing protein,WP_011790647.1,,,,,,Sputw3181_3392,
NC_008750.1,queG,queG,SPUTW3181_RS17610,Sputw3181_3393,Protein Homology,3870664,3871866,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918702.1,tRNA epoxyqueuosine(34) reductase QueG,WP_011790648.1,"GO:0008033,GO:0008616,GO:0051539,GO:0052693",,"4 iron%2C 4 sulfur cluster binding|0051539||IEA,epoxyqueuosine reductase activity|0052693||IEA","tRNA processing|0008033||IEA,queuosine biosynthetic process|0008616||IEA",,Sputw3181_3393,1.17.99.6
NC_008750.1,SPUTW3181_RS17615,,SPUTW3181_RS17615,Sputw3181_3394,Protein Homology,3871975,3873063,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918701.1,porin,WP_011790649.1,"GO:0015288,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA",porin activity|0015288||IEA,,,Sputw3181_3394,
NC_008750.1,tcdA,tcdA,SPUTW3181_RS17620,Sputw3181_3395,Protein Homology,3874001,3874813,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918700.1,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA,WP_011790650.1,GO:0008641,,ubiquitin-like modifier activating enzyme activity|0008641||IEA,,,Sputw3181_3395,
NC_008750.1,SPUTW3181_RS17625,,SPUTW3181_RS17625,Sputw3181_3396,Protein Homology,3874831,3876477,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012586833.1,ATP-binding protein,WP_011790651.1,,,,,,Sputw3181_3396,
NC_008750.1,SPUTW3181_RS17630,,SPUTW3181_RS17630,Sputw3181_3397,Protein Homology,3876647,3877258,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790652.1,superinfection exclusion B family protein,WP_011790652.1,,,,,,Sputw3181_3397,
NC_008750.1,SPUTW3181_RS17635,,SPUTW3181_RS17635,Sputw3181_3398,Protein Homology,3877375,3877506,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007644900.1,DUF3149 domain-containing protein,WP_011790653.1,,,,,,Sputw3181_3398,
NC_008750.1,SPUTW3181_RS17640,,SPUTW3181_RS17640,Sputw3181_3399,Protein Homology,3877810,3879390,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790654.1,bacteriohemerythrin,WP_011790654.1,GO:0046872,,metal ion binding|0046872||IEA,,,Sputw3181_3399,
NC_008750.1,parC,parC,SPUTW3181_RS17650,Sputw3181_3400,Protein Homology,3879827,3882103,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083020.1,DNA topoisomerase IV subunit A,WP_011790655.1,"GO:0006265,GO:0003918,GO:0009340",DNA topoisomerase IV complex|0009340||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA,DNA topological change|0006265||IEA,,Sputw3181_3400,5.6.2.2
NC_008750.1,SPUTW3181_RS17655,,SPUTW3181_RS17655,Sputw3181_3401,Protein Homology,3882096,3883271,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011623969.1,PQQ-dependent sugar dehydrogenase,WP_011790656.1,"GO:0016901,GO:0070968",,"oxidoreductase activity%2C acting on the CH-OH group of donors%2C quinone or similar compound as acceptor|0016901||IEA,pyrroloquinoline quinone binding|0070968||IEA",,,Sputw3181_3401,1.1.5.-
NC_008750.1,parE,parE,SPUTW3181_RS17660,Sputw3181_3402,Protein Homology,3883324,3885210,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007644646.1,DNA topoisomerase IV subunit B,WP_011790657.1,"GO:0006265,GO:0003677,GO:0003918,GO:0005524,GO:0005694",chromosome|0005694||IEA,"DNA binding|0003677||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA,ATP binding|0005524||IEA",DNA topological change|0006265||IEA,,Sputw3181_3402,5.6.2.2
NC_008750.1,SPUTW3181_RS17665,,SPUTW3181_RS17665,Sputw3181_3403,Protein Homology,3885267,3885842,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006086042.1,YqiA/YcfP family alpha/beta fold hydrolase,WP_011790658.1,,,,,,Sputw3181_3403,
NC_008750.1,cpdA,cpdA,SPUTW3181_RS17670,Sputw3181_3404,Protein Homology,3885869,3886708,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007644637.1,3'%2C5'-cyclic-AMP phosphodiesterase,WP_011790659.1,GO:0004115,,3'%2C5'-cyclic-AMP phosphodiesterase activity|0004115||IEA,,,Sputw3181_3404,3.1.4.53
NC_008750.1,SPUTW3181_RS17675,,SPUTW3181_RS17675,Sputw3181_3405,Protein Homology,3886725,3887165,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006086044.1,DUF1249 domain-containing protein,WP_011790660.1,,,,,,Sputw3181_3405,
NC_008750.1,nudF,nudF,SPUTW3181_RS17680,Sputw3181_3406,Protein Homology,3887178,3887780,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012088301.1,ADP-ribose diphosphatase,WP_011790661.1,"GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",,,Sputw3181_3406,3.6.1.13
NC_008750.1,tolC,tolC,SPUTW3181_RS17685,Sputw3181_3407,Protein Homology,3888024,3889331,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011715885.1,outer membrane channel protein TolC,WP_011790662.1,"GO:0055085,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,transmembrane transport|0055085||IEA,,Sputw3181_3407,
NC_008750.1,SPUTW3181_RS17690,,SPUTW3181_RS17690,Sputw3181_3408,Protein Homology,3889399,3890136,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083028.1,TIGR04219 family outer membrane beta-barrel protein,WP_014609870.1,,,,,,Sputw3181_3408,
NC_008750.1,SPUTW3181_RS17695,,SPUTW3181_RS17695,Sputw3181_3409,Protein Homology,3890139,3891107,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083029.1,DUF2333 family protein,WP_011790664.1,,,,,,Sputw3181_3409,
NC_008750.1,SPUTW3181_RS17700,,SPUTW3181_RS17700,Sputw3181_3410,Protein Homology,3891119,3891604,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918695.1,copper chaperone PCu(A)C,WP_011790665.1,GO:0016531,,copper chaperone activity|0016531||IEA,,,Sputw3181_3410,
NC_008750.1,SPUTW3181_RS17705,,SPUTW3181_RS17705,Sputw3181_3411,Protein Homology,3891639,3892376,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011073654.1,enoyl-CoA hydratase-related protein,WP_011790666.1,GO:0003824,,catalytic activity|0003824||IEA,,,Sputw3181_3411,
NC_008750.1,SPUTW3181_RS17710,,SPUTW3181_RS17710,Sputw3181_3412,Protein Homology,3892489,3892689,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083032.1,PspC domain-containing protein,WP_011790667.1,"GO:0080135,GO:0016020",membrane|0016020||IEA,,regulation of cellular response to stress|0080135||IEA,,Sputw3181_3412,
NC_008750.1,SPUTW3181_RS17720,,SPUTW3181_RS17720,Sputw3181_3413,Protein Homology,3892843,3893133,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083033.1,hypothetical protein,WP_011790668.1,,,,,,Sputw3181_3413,
NC_008750.1,dusA,dusA,SPUTW3181_RS17725,Sputw3181_3414,Protein Homology,3893331,3894362,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609867.1,tRNA dihydrouridine(20/20a) synthase DusA,WP_011790669.1,"GO:0002943,GO:0017150,GO:0050660",,"tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA",tRNA dihydrouridine synthesis|0002943||IEA,,Sputw3181_3414,"1.3.1.-,1.3.1.91"
NC_008750.1,SPUTW3181_RS17730,,SPUTW3181_RS17730,Sputw3181_3415,Protein Homology,3894876,3895340,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011625175.1,chemotaxis protein CheX,WP_011790670.1,,,,,,Sputw3181_3415,
NC_008750.1,alr,alr,SPUTW3181_RS17735,Sputw3181_3416,Protein Homology,3895412,3896488,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083038.1,alanine racemase,WP_011790671.1,"GO:0006522,GO:0009252,GO:0008784",,alanine racemase activity|0008784||IEA,"alanine metabolic process|0006522||IEA,peptidoglycan biosynthetic process|0009252||IEA",,Sputw3181_3416,5.1.1.1
NC_008750.1,dnaB,dnaB,SPUTW3181_RS17740,Sputw3181_3417,Protein Homology,3896631,3898037,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012326792.1,replicative DNA helicase,WP_011790672.1,"GO:0006260,GO:0003677,GO:0003678,GO:0005524",,"DNA binding|0003677||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA",DNA replication|0006260||IEA,,Sputw3181_3417,3.6.4.12
NC_008750.1,SPUTW3181_RS17745,,SPUTW3181_RS17745,Sputw3181_3418,Protein Homology,3898156,3900354,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790673.1,S46 family peptidase,WP_011790673.1,,,,,,Sputw3181_3418,
NC_008750.1,rplI,rplI,SPUTW3181_RS17750,Sputw3181_3419,Protein Homology,3900595,3901047,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011073672.1,50S ribosomal protein L9,WP_011790674.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,Sputw3181_3419,
NC_008750.1,rpsR,rpsR,SPUTW3181_RS17755,Sputw3181_3420,Protein Homology,3901084,3901311,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083042.1,30S ribosomal protein S18,WP_006083042.1,"GO:0006412,GO:0003735,GO:0000314,GO:0022627","organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,Sputw3181_3420,
NC_008750.1,priB,priB,SPUTW3181_RS17760,Sputw3181_3421,Protein Homology,3901323,3901628,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012141106.1,primosomal replication protein N,WP_011790675.1,"GO:0006260,GO:0003697,GO:0030894",replisome|0030894||IEA,single-stranded DNA binding|0003697||IEA,DNA replication|0006260||IEA,,Sputw3181_3421,
NC_008750.1,rpsF,rpsF,SPUTW3181_RS17765,Sputw3181_3422,Protein Homology,3901637,3902032,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011638789.1,30S ribosomal protein S6,WP_011790676.1,"GO:0006412,GO:0003735,GO:0000314,GO:0022627","organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,Sputw3181_3422,
NC_008750.1,SPUTW3181_RS17770,,SPUTW3181_RS17770,Sputw3181_3423,Protein Homology,3902246,3902989,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007650445.1,YdiY family protein,WP_011790677.1,,,,,,Sputw3181_3423,
NC_008750.1,SPUTW3181_RS17780,,SPUTW3181_RS17780,Sputw3181_3424,Protein Homology,3903310,3904755,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790678.1,MFS transporter,WP_011790678.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,Sputw3181_3424,
NC_008750.1,rlmB,rlmB,SPUTW3181_RS17785,Sputw3181_3425,Protein Homology,3904820,3905560,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011073677.1,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,WP_011790679.1,"GO:0006396,GO:0003723,GO:0008173",,"RNA binding|0003723||IEA,RNA methyltransferase activity|0008173||IEA",RNA processing|0006396||IEA,,Sputw3181_3425,2.1.1.185
NC_008750.1,rnr,rnr,SPUTW3181_RS17790,Sputw3181_3426,Protein Homology,3905561,3907984,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083048.1,ribonuclease R,WP_011790680.1,"GO:0016070,GO:0004540",,RNA nuclease activity|0004540||IEA,RNA metabolic process|0016070||IEA,,Sputw3181_3426,3.1.13.1
NC_008750.1,motX,motX,SPUTW3181_RS17795,Sputw3181_3427,Protein Homology,3908024,3908680,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011073679.1,flagellar protein MotX,WP_011790681.1,,,,,,Sputw3181_3427,
NC_008750.1,SPUTW3181_RS17800,,SPUTW3181_RS17800,Sputw3181_3428,Protein Homology,3908790,3910085,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011494967.1,adenylosuccinate synthase,WP_011790682.1,"GO:0006164,GO:0004019,GO:0005525",,"adenylosuccinate synthase activity|0004019||IEA,GTP binding|0005525||IEA",purine nucleotide biosynthetic process|0006164||IEA,,Sputw3181_3428,6.3.4.4
NC_008750.1,SPUTW3181_RS17805,,SPUTW3181_RS17805,Sputw3181_3429,Protein Homology,3910152,3910340,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012586767.1,DUF2065 domain-containing protein,WP_014609861.1,,,,,,Sputw3181_3429,
NC_008750.1,rpsI,rpsI,SPUTW3181_RS17810,Sputw3181_3430,Protein Homology,3910446,3910838,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011761177.1,30S ribosomal protein S9,WP_006083052.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,Sputw3181_3430,
NC_008750.1,rplM,rplM,SPUTW3181_RS17815,Sputw3181_3431,Protein Homology,3910853,3911281,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011638797.1,50S ribosomal protein L13,WP_007650458.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,Sputw3181_3431,
NC_008750.1,zapE,zapE,SPUTW3181_RS17820,Sputw3181_3432,Protein Homology,3911570,3912682,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006086064.1,cell division protein ZapE,WP_011790684.1,"GO:0051301,GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",cell division|0051301||IEA,,Sputw3181_3432,
NC_008750.1,degQ,degQ,SPUTW3181_RS17825,Sputw3181_3433,Protein Homology,3913101,3914456,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011073684.1,Do family serine endopeptidase DegQ,WP_011790685.1,,,,,,Sputw3181_3433,
NC_008750.1,degS,degS,SPUTW3181_RS17830,Sputw3181_3434,Protein Homology,3914584,3915666,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083056.1,outer membrane-stress sensor serine endopeptidase DegS,WP_011790686.1,"GO:0008236,GO:0045152,GO:0030288",outer membrane-bounded periplasmic space|0030288||IEA,"serine-type peptidase activity|0008236||IEA,antisigma factor binding|0045152||IEA",,,Sputw3181_3434,3.4.21.107
NC_008750.1,hxsA,hxsA,SPUTW3181_RS21725,SPUTW3181_RS21725,Protein Homology,3915898,3916488,-,,,COORDINATES: protein motif:HMM:TIGR03979.1,His-Xaa-Ser repeat protein HxsA,WP_014609858.1,,,,,,,
NC_008750.1,hxsC,hxsC,SPUTW3181_RS17835,Sputw3181_3435,Protein Homology,3916472,3917674,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609857.1,His-Xaa-Ser system radical SAM maturase HxsC,WP_011790687.1,,,,,,Sputw3181_3435,
NC_008750.1,hxsB,hxsB,SPUTW3181_RS17840,Sputw3181_3436,Protein Homology,3917667,3919148,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790688.1,His-Xaa-Ser system radical SAM maturase HxsB,WP_011790688.1,,,,,,Sputw3181_3436,
NC_008750.1,hxsD,hxsD,SPUTW3181_RS17845,Sputw3181_3437,Protein Homology,3919148,3919453,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609855.1,His-Xaa-Ser system protein HxsD,WP_011790689.1,,,,,,Sputw3181_3437,
NC_008750.1,SPUTW3181_RS17850,,SPUTW3181_RS17850,Sputw3181_3438,Protein Homology,3919964,3920614,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790690.1,alpha/beta hydrolase,WP_011790690.1,GO:0016787,,hydrolase activity|0016787||IEA,,,Sputw3181_3438,3.-.-.-
NC_008750.1,SPUTW3181_RS17855,,SPUTW3181_RS17855,Sputw3181_3439,Protein Homology,3920684,3920857,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790691.1,YezD family protein,WP_011790691.1,,,,,,Sputw3181_3439,
NC_008750.1,SPUTW3181_RS17860,,SPUTW3181_RS17860,Sputw3181_3440,Protein Homology,3920946,3921959,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609852.1,sulfate ABC transporter substrate-binding protein,WP_011790692.1,,,,,,Sputw3181_3440,
NC_008750.1,cysT,cysT,SPUTW3181_RS17865,Sputw3181_3441,Protein Homology,3922028,3922852,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790693.1,sulfate ABC transporter permease subunit CysT,WP_011790693.1,"GO:1902358,GO:0015419,GO:0005886,GO:0055052","plasma membrane|0005886||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA",ABC-type sulfate transporter activity|0015419||IEA,sulfate transmembrane transport|1902358||IEA,,Sputw3181_3441,
NC_008750.1,cysW,cysW,SPUTW3181_RS17870,Sputw3181_3442,Protein Homology,3922857,3923708,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011918689.1,sulfate ABC transporter permease subunit CysW,WP_011790694.1,"GO:1902358,GO:0015419,GO:0005886,GO:0055052","plasma membrane|0005886||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA",ABC-type sulfate transporter activity|0015419||IEA,sulfate transmembrane transport|1902358||IEA,,Sputw3181_3442,
NC_008750.1,SPUTW3181_RS17875,,SPUTW3181_RS17875,Sputw3181_3443,Protein Homology,3923736,3924800,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790695.1,sulfate/molybdate ABC transporter ATP-binding protein,WP_011790695.1,"GO:0005524,GO:0015419,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ABC-type sulfate transporter activity|0015419||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,Sputw3181_3443,
NC_008750.1,SPUTW3181_RS17880,,SPUTW3181_RS17880,Sputw3181_3444,Protein Homology,3924899,3926059,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790696.1,trans-sulfuration enzyme family protein,WP_011790696.1,"GO:0019346,GO:0016846,GO:0030170",,"carbon-sulfur lyase activity|0016846||IEA,pyridoxal phosphate binding|0030170||IEA",transsulfuration|0019346||IEA,,Sputw3181_3444,
NC_008750.1,SPUTW3181_RS17885,,SPUTW3181_RS17885,Sputw3181_3445,Protein Homology,3926078,3927082,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012586532.1,isopenicillin N synthase family dioxygenase,WP_011790697.1,"GO:0005506,GO:0046872,GO:0051213",,"iron ion binding|0005506||IEA,metal ion binding|0046872||IEA,dioxygenase activity|0051213||IEA",,,Sputw3181_3445,1.-.-.-
NC_008750.1,murA,murA,SPUTW3181_RS17890,Sputw3181_3446,Protein Homology,3927512,3928771,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083057.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,WP_011790698.1,"GO:0019277,GO:0008760",,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity|0008760||IEA,UDP-N-acetylgalactosamine biosynthetic process|0019277||IEA,,Sputw3181_3446,2.5.1.7
NC_008750.1,SPUTW3181_RS17895,,SPUTW3181_RS17895,Sputw3181_3447,Protein Homology,3928781,3929038,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609846.1,BolA family protein,WP_006086065.1,"GO:0051537,GO:1990229",iron-sulfur cluster assembly complex|1990229||IEA,2 iron%2C 2 sulfur cluster binding|0051537||IEA,,,Sputw3181_3447,
NC_008750.1,SPUTW3181_RS17900,,SPUTW3181_RS17900,Sputw3181_3448,Protein Homology,3929058,3929342,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790699.1,lipid asymmetry maintenance protein MlaB,WP_011790699.1,,,,,,Sputw3181_3448,
NC_008750.1,SPUTW3181_RS17905,,SPUTW3181_RS17905,Sputw3181_3449,Protein Homology,3929339,3930004,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011847818.1,phospholipid-binding protein MlaC,WP_011790700.1,,,,,,Sputw3181_3449,
NC_008750.1,mlaD,mlaD,SPUTW3181_RS17910,Sputw3181_3450,Protein Homology,3930016,3930489,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011073691.1,outer membrane lipid asymmetry maintenance protein MlaD,WP_011790701.1,GO:0015914,,,phospholipid transport|0015914||IEA,,Sputw3181_3450,
NC_008750.1,mlaE,mlaE,SPUTW3181_RS17915,Sputw3181_3451,Protein Homology,3930546,3931331,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011790702.1,lipid asymmetry maintenance ABC transporter permease subunit MlaE,WP_011790702.1,GO:0043190,ATP-binding cassette (ABC) transporter complex|0043190||IEA,,,,Sputw3181_3451,
NC_008750.1,mlaF,mlaF,SPUTW3181_RS17920,Sputw3181_3452,Protein Homology,3931328,3932146,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014620870.1,phospholipid ABC transporter ATP-binding protein MlaF,WP_011790703.1,GO:0005524,,ATP binding|0005524||IEA,,,Sputw3181_3452,
NC_008750.1,SPUTW3181_RS17925,,SPUTW3181_RS17925,Sputw3181_3453,Protein Homology,3932800,3933777,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609845.1,KpsF/GutQ family sugar-phosphate isomerase,WP_011790704.1,"GO:0005975,GO:0016853",,isomerase activity|0016853||IEA,carbohydrate metabolic process|0005975||IEA,,Sputw3181_3453,
NC_008750.1,kdsC,kdsC,SPUTW3181_RS17930,Sputw3181_3454,Protein Homology,3933777,3934328,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007650491.1,3-deoxy-manno-octulosonate-8-phosphatase KdsC,WP_011790705.1,GO:0016788,,hydrolase activity%2C acting on ester bonds|0016788||IEA,,,Sputw3181_3454,3.1.3.45
NC_008750.1,lptC,lptC,SPUTW3181_RS17935,Sputw3181_3455,Protein Homology,3934325,3934885,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011621473.1,LPS export ABC transporter periplasmic protein LptC,WP_011790706.1,"GO:0015920,GO:0015221,GO:0005886",plasma membrane|0005886||IEA,lipopolysaccharide transmembrane transporter activity|0015221||IEA,lipopolysaccharide transport|0015920||IEA,,Sputw3181_3455,
NC_008750.1,lptA,lptA,SPUTW3181_RS17940,Sputw3181_3456,Protein Homology,3934872,3935426,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083067.1,lipopolysaccharide transport periplasmic protein LptA,WP_011790707.1,"GO:0015920,GO:0001530,GO:0042597",periplasmic space|0042597||IEA,lipopolysaccharide binding|0001530||IEA,lipopolysaccharide transport|0015920||IEA,,Sputw3181_3456,
